"Author","MinRating","MaxRating","MedRating","AvgRating"
"EndlessVacantMind",402,402,402,402
"Endlessuphillclimb",23,23,23,23
"EndoratheWitch",699,699,699,699
"Endpoem",14893,14893,14893,14893
"Enednoviel",471,471,471,471
"Engineer_Otter",44,96,70,70
"Engineerlady",252,252,252,252
"Engines_of_ressistance",423,429,426,426
"EnglandsDreaming",125,166,145.5,145.5
"EnglishAppleTypewriter",287,287,287,287
"EnidZsasz (orphan_account)",151,151,151,151
"Enigmaforum",449,449,449,449
"EnigmaticPsych",681,681,681,681
"EnigmaticSplendor",487,487,487,487
"Enigmatique",1493,1493,1493,1493
"Enigmatist",378,378,378,378
"Enisy",188,188,188,188
"Enjouement",137,272,204.5,204.5
"EnjoySpirit",16,16,16,16
"Enligh",230,230,230,230
"EnricoDandolo",558,990,774,774
"Enthusiastic_Enthusiast",997,6309,1301,2869
"Entrecote_of_Schrodinger",21,236,82,89.4285714285714
"Entrophya",295,295,295,295
"Entropy House (AnonEhouse)",137,137,137,137
"Entropy_Empathy",410,410,410,410
"Enya9102001",613,1202,824,865.75
"Enyalie (scripturient)",153,153,153,153
"EpicReader",424,424,424,424
"EppieMorrie",25,25,25,25
"EquusGirl (EquusGirl0621)",46,1062,415,441.181818181818
"Erait_Kai",86,337,211.5,211.5
"Ere-Lian Maslii (Serpentine)",186,265,205,215.25
"Erfascon",5,183,8,65.3333333333333
"EricaHouse",342,342,342,342
"Ericadawn16",209,511,360,360
"Eridani",343,343,343,343
"ErikaWilliams",69,150,109.5,109.5
"ErinDarroch",178,1624,944,1033.85714285714
"Erin_writes_things",1484,1484,1484,1484
"Erisah_Mae",1354,1354,1354,1354
"Ermingarden",42,1577,365.5,529
"ErmionedeVerne",773,773,773,773
"ErrantAdventure",24,206,100,115.428571428571
"ErrantNight",182,12084,1458.5,3106.5
"Eruanna1875",24,151,87.5,87.5
"Eryn_Terry",236,236,236,236
"Es_Aitch",511,511,511,511
"Escapist_Velocity",2553,2553,2553,2553
"Escharis",251,251,251,251
"Eshnoazot",299,299,299,299
"EskarinaSforza",26,123,74.5,74.5
"Eslian",14,372,71.5,132.25
"Esmenet",165,1269,377,603.666666666667
"Esperlune",1325,1325,1325,1325
"EssayOfThoughts",194,10326,625,1586.09090909091
"Essi",165,472,318.5,318.5
"Estel",153,235,194,194
"Estelle",1088,1088,1088,1088
"EstelleDusk",53,53,53,53
"Esterni (Toothiana)",1070,1070,1070,1070
"EstherA2J",235,15167,503,2301.11111111111
"EstherIkQi",38,38,38,38
"Eternal",235,879,500.5,528.75
"Eternal Scribe (Shadowcat)",150,1072,410,458.818181818182
"EternalHope7",700,1638,1169,1169
"EternalHope7 (orphan_account)",3545,3545,3545,3545
"EternalScars (TheBetterEnding)",93,93,93,93
"Eternal_April",845,845,845,845
"Eternalkara",451,620,535.5,535.5
"EtherealEssence",6957,6957,6957,6957
"EtherealPillow",210,210,210,210
"Ethereal_Red",594,1073,654,775.2
"EuphoniousGlow",1541,1541,1541,1541
"Eurydia",76,584,330,330
"Eva",63,207,135,135
"Evadney",349,349,349,349
"Evayna",616,616,616,616
"EvenAfter",1210,1210,1210,1210
"Evenmoor",358,2216,751,934.857142857143
"EverNight1991",268,268,268,268
"Everest21",579,579,579,579
"EverlastingFrost",207,207,207,207
"EverlastingStar",227,227,227,227
"EveryDayArtist",578,578,578,578
"EveryFiction",9,9,9,9
"Everycoolthingfan809",1653,1653,1653,1653
"EverythingCanadian",79,1386,598,641.75
"EverythingGeeky",820,953,886.5,886.5
"Everything_or_Anything",30,8358,302,865.533333333333
"Evie_Thameskeepey",761,761,761,761
"EviesWIPs (EviesWIPS)",174,174,174,174
"EvilApril",1355,6228,3696,3728.4
"EvilDime",2844,2844,2844,2844
"EvilLordKane",1758,1758,1758,1758
"Evil_Little_Dog",42,1173,114,443
"Evilbob",268,268,268,268
"Evilfairy",50,50,50,50
"Evilquirrel18",87,1547,383,464.428571428571
"Evilux",49,209,70.5,99.75
"Evke",4222,4222,4222,4222
"Evren",272,272,272,272
"EvyRiver",2117,2635,2610,2454
"Ewina",142,9013,592,1745.4
"Ewok_Poet",41,611,156,237.363636363636
"Ewok_Slayer (Talon88)",572,572,572,572
"ExAlt0241",365,365,365,365
"ExarSunrider",62,177,99,112.666666666667
"Exasperated_Author",63,317,190,190
"Excavatrice",257,257,257,257
"ExcitedTree",9290,9290,9290,9290
"ExecutiveCucumber",2044,3667,2830.5,2843
"ExecutiveNerd",416,2201,838,1077.6
"Exhausted_Sloth",1613,1613,1613,1613
"ExoMal",1019,1019,1019,1019
"Expectos_abandoned_works",7223,7223,7223,7223
"ExploringEarth",92,1559,911.5,868.833333333333
"ExplosiveArtist (orphan_account)",1546,1546,1546,1546
"Exposition_Emporium",92,2042,312,551.714285714286
"ExstistentialCanadian",82,891,486.5,486.5
"ExtraPenguin",38,936,275,339.740740740741
"ExtraterrestrialMangos",439,1252,486,725.666666666667
"ExtremeEvil95",2887,2887,2887,2887
"EyeLoch",118,2271,222.5,606.833333333333
"EyeMug",231,231,231,231
"EyesOfHorus82",657,6898,1126,1776.45454545455
"EyesUpMarksman",569,569,569,569
"EzraStardust",102,921,365,500
"Ezra_Under_The_Stars",165,332,248.5,248.5
"F-117 Nighthawk (F117_Nighthawk)",125,4879,347,1573.46666666667
"F4Fanatic",240,240,240,240
"FATHOM_FanGirl",321,321,321,321
"FLStellar",43,43,43,43
"FMPtrumpets",13597,13597,13597,13597
"FabelMaster",613,613,613,613
"FabiusMaximus",146,146,146,146
"Fablemaker",15,15,15,15
"FabyBeta10",410,1012,778,733.333333333333
"Face_of_Poe",108,1386,224,364.125
"FadingShadows881",1262,1262,1262,1262
"Faestae",4047,4047,4047,4047
"Faeymouse",51,4901,1222,1849
"Failinhearts",3829,3829,3829,3829
"FailureBot",1486,1486,1486,1486
"Fairfaxleasee",311,311,311,311
"FairiesLikeDonuts",339,339,339,339
"Fairleigh",170,1773,421.5,609.75
"FairyFables",356,548,452,452
"FairyNiamh",20,20,20,20
"FaithDaria",1536,1536,1536,1536
"Falco123",173,173,173,173
"FallOutFandoms",398,398,398,398
"FallenFeathers",1160,1160,1160,1160
"FallenQueen2",1877,10514,6398,6263
"FalliciousPuns",1569,1569,1569,1569
"FallingRainDragon (BloomingFlowerDragon)",985,4236,3402,2874.33333333333
"Fallinguun603",93,1211,260,521.333333333333
"Falloutboi27",478,655,566.5,566.5
"FamRoyalty",429,429,429,429
"FamiraD",121,121,121,121
"Fan4life",6109,6109,6109,6109
"FanF1cAddict",1144,1144,1144,1144
"FanFictionerForLife1994",344,344,344,344
"FanGirlFascination",322,322,322,322
"FanWarriors_19",7,256,30.5,44.5
"Fanat1c",137,284,210.5,210.5
"Fancyfrenchie",294,294,294,294
"Fanderman",220,220,220,220
"FandomDumpster",634,634,634,634
"FandomRegina",524,524,524,524
"FandomWars",18,416,69,104.071428571429
"Fandom_Star_Wars",65,408,214.5,225.5
"Fandom_Stuff",330,2352,953,1147
"Fandom_Trash224",77,77,77,77
"Fandom_Trash235",1204,2104,1654,1654
"Fandomstate",195,195,195,195
"Fanfic_For_Readers",984,984,984,984
"Fanfic_is_a_sin",105,106,105.5,105.5
"FanfictionsPoster69",77,77,77,77
"FangedWife",66,121,93.5,93.5
"Fangirl_BB8",65,65,65,65
"Fangirl_on_fire",288,288,288,288
"FangirlintheForest",741,741,741,741
"FangsOfPoison",802,802,802,802
"Fangs_and_Felines",132,1058,691,563
"Fangs_and_Felines (orphan_account)",591,591,591,591
"Fanhag102",554,554,554,554
"Fannibalistic",152,474,313,313
"FantasticKath",151,151,151,151
"FantasticShaolin",1008,1427,1217.5,1217.5
"FantasticWinter",83,3427,214,901.428571428571
"FantasyFreak_2",657,6973,3598,3706.5
"FantasyProductions",1183,3780,1973.5,2227.5
"FantasyTLOU",317,317,317,317
"FantasyandHistory",429,882,655.5,655.5
"FaramirsBlessing",2293,15263,8778,8778
"Fardrifter",187,187,187,187
"FarfetchedGrasshounds (orphan_account)",68,777,422.5,422.5
"FatefulMeridian",182,182,182,182
"Fateful_Destiny",57,495,111,221
"FatimaAlegra",51,134,92.5,92.5
"Faultier18",634,634,634,634
"FavoriteGinger",246,2922,453.5,976.833333333333
"Fawkes_Rinzler",350,2769,777,1112.44444444444
"FawnFiction_Ao3",88,88,88,88
"FazedMuttley",390,1924,1157,1157
"FearfulSymmetry",186,186,186,186
"FeatheredDragons",819,819,819,819
"FeathersFomTheSky",90,90,90,90
"FebruaryGemini",66,66,66,66
"FebruarySong",651,651,651,651
"FelagundFiollaigean",449,945,693,695.666666666667
"FelinaTheDevil",336,546,441,441
"FelixVelcro",34,34,34,34
"FellowIkitsuka",244,244,244,244
"Felucia (Felicity_7)",1305,1305,1305,1305
"Felurian",308,4576,894,1481.5
"FeministLyds",593,593,593,593
"Femshell",1754,1754,1754,1754
"Feral4Ghouls",72,72,72,72
"FeralCreed",2757,2757,2757,2757
"Feralinape",267,267,267,267
"Feravai",1187,1570,1378.5,1378.5
"Ferith12",14,4057,306,697.384615384615
"FerithsPodfics (Ferith12)",18,230,32,105.4
"FernDavant",800,800,800,800
"FernPool",181,687,204,357.333333333333
"Fernajen",238,238,238,238
"FesteringSilence",562,1241,901.5,901.5
"Fetel",607,607,607,607
"FettsOnTop (GTFF)",1054,3094,1587,1738.2
"Fezzes_Are_Cool",542,542,542,542
"Ffcrow",33,33,33,33
"Ffwydriad",624,879,751.5,751.5
"FiKate",38,1264,374,503.47619047619
"Fiachra",228,1794,1394.5,1202.75
"Fialleril",868,100951,22707,36802.2424242424
"Ficlet-Machine (Wordsmith)",478,2031,1358.5,1306.5
"Ficsean_Speisear",42,42,42,42
"FictionPenned",43,91,67,67
"FictionalCricket",40,46,43,43
"FictionalDragonMother",1127,3240,1906,1896.57894736842
"FictionalMenRuinedMyLife",707,707,707,707
"Fictionalogy",1792,1792,1792,1792
"Ficwriter24",493,493,493,493
"Fiddledeedee",269,269,269,269
"Fides",376,376,376,376
"Fierybrunetttte",533,533,533,533
"Fight_The_Heteronormatives",2753,27807,7985,11785.4
"Fighting4Fandoms",224,1469,959,908.8
"Filigranka",46,882,158.5,224.35
"FiloX",882,1414,1148,1148
"Findswoman",4,359,78,95.9718309859155
"FinnicFox",1231,1231,1231,1231
"Finnleigh18",470,470,470,470
"FinnofRen",876,876,876,876
"FinnreyTropes",171,171,171,171
"Finnreyfan (Yowowwhatstrangethings)",159,159,159,159
"Finnreyisforlovers",95,116,105.5,105.5
"FinsterVater1969",24,31,27,27.25
"Fiolikescookies",33,33,33,33
"Fionavar",665,16347,8506,8506
"FireAlder2005",40,7566,413,650.088235294118
"Fire_Fox_0111",19,19,19,19
"Firearchitect",123,123,123,123
"FirebirdRising",440,2839,866,1381.66666666667
"Firecadet",842,1599,1221,1220.75
"Firecast_Omega",282,282,282,282
"Firecracker (QueenJules)",284,1827,621,910.666666666667
"Firedjinn (RCWAK)",25,25,25,25
"FirefliesAndFallingStars",388,731,541,553.333333333333
"FireflyAlchemist",487,2134,1541.5,1426
"Firemeyr",46,46,46,46
"Firephoenixmn",21,403,212,212
"Firestarawesome",131,354,242.5,242.5
"Firestorm808",626,626,626,626
"Firewins",378,1237,807.5,807.5
"Firondoiel",717,717,717,717
"FishFlesh",260,260,260,260
"FishNunRey (ZaylaBeth)",263,263,263,263
"Fishykarp",2,2,2,2
"Fitz_Empress",205,627,416,416
"Five_Shades",378,378,378,378
"Fiveskween",71,71,71,71
"FixDestroy_2018",48,83,69,67.6666666666667
"FixaIdea",157,771,307.5,385.75
"Fixitficcer",836,836,836,836
"Flaignhan",1440,5121,1562,2707.66666666667
"Flame of Arnor (TherKnitRanger)",95,95,95,95
"Flame_of_Anor86",11,11,11,11
"Flamepaw",546,4931,704,2060.33333333333
"Flames_and_Jade",258,1443,611,730.75
"FlamingCheet0z",804,1132,968,968
"Flaming_dumpster",339,1314,448.5,637.5
"Flamingbluepanda",341,341,341,341
"Flammenkobold",289,289,289,289
"Flatlander",487,487,487,487
"FlavorofKylo",278,278,278,278
"Fledgling",1260,1260,1260,1260
"FlerghFood",400,400,400,400
"FlexFlex",84,84,84,84
"FlexingMyPen",735,735,735,735
"FlightL3ss_Bird1029",685,685,685,685
"Flips_and_Quips",486,1664,808.5,975.833333333333
"FlitShadowflame",9702,9702,9702,9702
"FloatingVampireJesus",540,540,540,540
"Floatinglonewanderer",1651,1651,1651,1651
"FloingMachines",123,123,123,123
"Flolalala",363,363,363,363
"Flora_Obsidian",1616,7937,4789,4784
"FloralDrabbles",5951,5951,5951,5951
"FloralSkull",844,844,844,844
"Floral_Murdock",193,3524,1858.5,1858.5
"Floralgruuunge",1183,1183,1183,1183
"Floranna",415,415,415,415
"Floris_Oren",13,30831,2519,4922.62962962963
"Flourish",2848,2848,2848,2848
"Flowergirl2205",128,128,128,128
"Flowerparrish",69,969,147,288.888888888889
"Flowerparrish Multivoices (Flowerparrish)",101,132,116.5,116.5
"Flowerparrish Pods (Flowerparrish)",9,393,57,92.0487804878049
"FluffyTroy13",469,614,524,535.666666666667
"FluffyXi",1059,1299,1179,1179
"Fluffysnightmare",399,399,399,399
"Flufy07",193,193,193,193
"Fluidfyre",703,703,703,703
"FlukeOfFate",328,328,328,328
"Flung_through_galaxies",2225,3579,2329,2711
"Fluor1ne",8,59,24.5,29.4
"FlushyPotato16",181,181,181,181
"Flutieflake",375,11243,2928,3827
"FlyRobinFly",563,2209,978,1139.3
"Flyboy240",50,140,97,95.6666666666667
"FlyingChanges",229,1006,639.5,628.5
"FlyingFalling",134,1410,518,645
"FlyingIcarus_21",788,1509,1148.5,1148.5
"Flyppi",37,37,37,37
"Flyting",601,4749,2991,2422.92307692308
"Fmfan1980",337,337,337,337
"FoiblePNoteworthy",3559,3559,3559,3559
"Folde",471,15473,7972,7972
"Foolishscarecrow",288,339,313.5,313.5
"Foozinator",132,132,132,132
"ForFangirls",421,421,421,421
"ForTheClones (orphan_account)",425,1026,669.5,690.375
"ForceQueen511",2050,4472,3261,3261
"Forceuser",457,457,457,457
"Ford_Ye_Fiji",3931,3931,3931,3931
"Forest (yourdailyforestnymph)",1,1,1,1
"ForestWren",253,253,253,253
"Forest_of_teeth",809,809,809,809
"Forestranger",779,779,779,779
"ForetellerAva",693,7445,1694,2957.4
"ForeverDelighted",1638,10439,2031,4702.66666666667
"ForeverRed",809,809,809,809
"Forever_A_Thief",23416,23416,23416,23416
"Forever_in_Your_Heart",1259,1259,1259,1259
"Foreversfangirl",345,2891,788,1061.42105263158
"ForsythiaRising",99,99,99,99
"FortuitousOccurrence",244,1130,888,787.5
"FortySevens",1118,2126,1622,1622
"Forveleth",300,300,300,300
"Fountain_Quill",4198,4198,4198,4198
"Fox",145,773,482,487.454545454545
"Fox (Foxen)",1363,1363,1363,1363
"FoxGlade",2596,6543,4863,4667.33333333333
"FoxLock34 (orphan_account)",1789,1789,1789,1789
"FoxOnTheRum",1064,8443,1271,3592.66666666667
"Fox_Not_Dead",85,85,85,85
"Fox_Sister",4517,4517,4517,4517
"Foxen (orphan_account)",1496,1945,1740,1727
"Foxfire74",248,889,568.5,568.5
"FoxxyGoddess",4054,4054,4054,4054
"FoxyPug",1704,1704,1704,1704
"Fractiouskat",411,411,411,411
"FracturedSkeleton",412,412,412,412
"FracturedSpine",324,467,395.5,395.5
"Fran Solo (Givemekili)",794,794,794,794
"FrancisMitherz",65,65,65,65
"FrankieQuinn13",926,926,926,926
"Franzi (Ducrion)",661,661,661,661
"FraserOrcaKatla1",654,654,654,654
"FreakCityPrincess",685,2323,1441,1483
"FreakishLemon",6209,50739,20230.5,22598.3333333333
"Freakishlylong",143,143,143,143
"FreddieFcknMercury",133,133,133,133
"FreebirdCreates",31,31,31,31
"FreelancerPunk",652,1643,900.5,1042.625
"FreezeLemon",24,24,24,24
"FreezingCold",449,2209,633,1097
"FremenOfHonor",1184,1184,1184,1184
"FrenchLychee",97,172,134.5,134.5
"FrenzyFanficFriends",27,38,32.5,32.5
"Frequently_Humming",774,774,774,774
"FreshBrains",157,4118,695.5,962.214285714286
"FreyaGreyback",31,31,31,31
"Fridgexoxo",33,33,33,33
"FriendlyFrat_Boy",4310,4310,4310,4310
"FriendlyNeighborhoodMage10396",310,310,310,310
"FrodaB",525,525,525,525
"Froggimus_Rex",101,101,101,101
"FroggosNShrooms",439,439,439,439
"FroggyPhevoli",271,271,271,271
"FromDreamstoEmpires",3600,3600,3600,3600
"FromJupiterToMercury",73,1957,751,707.142857142857
"FromStarstuff",559,559,559,559
"FromThePinnacleToTheFridge",230,230,230,230
"From_Jupiter",946,946,946,946
"FrostOnGalway",252,1434,843,843
"FrostonMaples",773,773,773,773
"Froygunnr",421,421,421,421
"Frozen_Melon",8,8,8,8
"FruHallbera",177,1156,213,515.333333333333
"FruitfulMind",374,374,374,374
"FujurPreux",296,296,296,296
"Fulcrum55",218,15956,765.5,4948.7
"FulcrumAhsokaAmidala",215,215,215,215
"FullMetamorphosis",618,618,618,618
"FullParagon",233,233,233,233
"Fullchalk_Alchemist",396,396,396,396
"Fumm95",464,1717,585,759.411764705882
"FuneralMute (AnnabelLenore)",270,915,573,582.75
"FunkMcLovin",193,193,193,193
"FunnyLittleOwl",933,933,933,933
"Funnygirl117",152,152,152,152
"FusedThursday",294,892,467,551
"Fushigi Kismet (tokyofish)",297,636,437,456.666666666667
"FutureSafe",441,1327,884,884
"Futureworldruler",1120,1120,1120,1120
"Fuzzy_Narwhal",466,466,466,466
"Fyre",684,8797,4740.5,4740.5
"GB_Heron",136,136,136,136
"GKingOfFez",539,2689,1328,1323.88888888889
"GMRivers",101,101,101,101
"GSBDeVilleneuve",1950,1950,1950,1950
"Gaabby",511,511,511,511
"Gabri_Jade",94,14668,435,1351.66666666667
"Gabriel4Sam",215,28701,1665.5,3139.55555555556
"GabrlReys",27,27,27,27
"Gaeasun",142,2938,846,1160.86666666667
"GaeilgeRua",39,235,117.5,127.25
"Gael_DCate",319,13396,6857.5,6857.5
"Gail Riordan (lferion)",177,772,337,389.153846153846
"Gal (Gal_tic)",235,469,350,351.333333333333
"GalacticAvatar",4,4,4,4
"GalacticGraffiti",352,352,352,352
"GalacticMagicStudios",54,54,54,54
"GalacticNightmare",167,167,167,167
"GalacticTwink",77,77,77,77
"Galactic_Bartender",55,1428,168,399.142857142857
"Galactic_Boyfriend",1369,1782,1466.5,1521
"Galactic_Enantiomers",215,215,215,215
"Galactic_Yakult",227,227,227,227
"Galactotrofusa",152,152,152,152
"Galadriel",219,610,258,362.333333333333
"Galan_Rumos",277,277,277,277
"GalavantingGoose",162,162,162,162
"GalaxyDominion324",62,62,62,62
"GalaxyDragon101",21,1583,402.5,602.25
"GalaxyGazing",3402,3402,3402,3402
"GalaxyJediKota",46,1755,900.5,900.5
"GalaxyNinja",2842,2842,2842,2842
"Galaxy_Of_Jedi",50,2077,167,720
"GaleStorm",205,205,205,205
"Galen_Wordwyrm",77,77,77,77
"Galexis",220,220,220,220
"GallifreyanOmnishambles",2295,6699,3046,3724
"GallusRostromegalus",761,761,761,761
"Gamebird",135,690,298,339.4
"Gamemakers",363,826,825,671.333333333333
"GamerLeo",98,98,98,98
"Gamergeek16",1670,1670,1670,1670
"Gammarad",55,887,230.5,354.5
"GandalfTheWriter",68,68,68,68
"Gandalf_Stormcrow",68,1405,631.5,690
"Gandalfs_Beard",1973,1973,1973,1973
"GaoGaiGar_The_King",734,816,775,775
"Garance",46,334,173,175.285714285714
"Garbage Chute (LivingInFiction)",822,822,822,822
"Garbage_Chute_Fly_Boy (WeHateTheCW)",987,987,987,987
"Garce",2315,2315,2315,2315
"Gargoyles_and_Goodies",704,704,704,704
"Garmacraft",174,315,244.5,244.5
"GarnetSeren",585,585,585,585
"Gatsby (DrPearlGatsby)",192,614,592,466
"Gaunter",875,875,875,875
"GavImp",83,112,97.5,97.5
"Gawaaine",45,1140,455,523.75
"Gawains_Green_Knight",894,2278,2060.5,1823.25
"GayCheerios",293,4803,1469.5,1767.8125
"GayForWerewolves",1454,1454,1454,1454
"GayShipsSailing",2336,2336,2336,2336
"GaySpaceHoe",1984,1984,1984,1984
"Gay_as_fuck",123,461,292,292
"GaylaSecura",68,68,68,68
"Gaystarwarslover (orphan_account)",374,374,374,374
"GazingUpAtTheMoon",2068,2068,2068,2068
"Gdamnbluepool",28,37,32.5,32.5
"GeataRionnag",96,243,169.5,169.5
"Geccarenee13",455,455,455,455
"GeekWonder",80,80,80,80
"GeekintheCorner",588,588,588,588
"Geekygirl24",139,1236,1110,826.2
"Geisterschreiber",831,831,831,831
"GemmaRose",51,5162,316,653.428571428571
"GeneralSan_3",1801,4770,3252,3274.33333333333
"General_Flame",152,152,152,152
"General_Jedi07",2290,2290,2290,2290
"Generalbens",121,121,121,121
"GenerallyElusive",437,437,437,437
"GenerallyHuxurious (GallifreyanOmnishambles)",836,2972,1187.5,1398.25
"Generouslycoolperson2803",800,800,800,800
"GennaEscribe",289,884,586.5,586.5
"Genocide_Games",55,55,55,55
"Gentlefolk_fica",4674,4674,4674,4674
"GenuinelyTricked",179,179,179,179
"Geofsky",198,198,198,198
"GeorgiesLeftArm",2090,2090,2090,2090
"Georsama",48,48,48,48
"Geotr_2",804,804,804,804
"Gepeng23",2023,2023,2023,2023
"GerdavR",202,1596,319,646.666666666667
"Germanspeaker",111,111,111,111
"Gerstein03",269,269,269,269
"Gesiona",269,269,269,269
"GettingGreyer",185,1829,459.5,733.25
"Ghanima_Starkiller",1087,1087,1087,1087
"GhostCwtch",37,40,40,39
"GhostFalcon",503,3679,1585,1780.25
"GhostHug",707,707,707,707
"GhostWolfie",4559,4559,4559,4559
"Ghost_Anemone",1338,1338,1338,1338
"Ghost_Ness",688,688,688,688
"Ghost_Owl",1839,1839,1839,1839
"Ghosteh",151,151,151,151
"GhostlyMelody",579,579,579,579
"GhostlyMossKing",555,555,555,555
"Ghostmedic",80,80,80,80
"GhostoftheLibrary",190,190,190,190
"GhostoftheMotif",812,812,812,812
"Ghosttears_111",66,452,208,242
"Ghostwriter (Zoya_Zalan)",1436,1436,1436,1436
"GhostyBlue",1296,1459,1377.5,1377.5
"GhostySparklefists",241,370,305.5,305.5
"Gierre",149,180,164.5,164.5
"Gigi_19",435,447,441,441
"Gigi_Sinclair",407,5232,1197.5,1996.83333333333
"Giglet",651,651,651,651
"Gilari",2046,3321,2781,2716
"Gilberrts",1211,1211,1211,1211
"Gilbird14",185,185,185,185
"Gilded_Moon",87,746,186,289
"Gildedmuse",305,1763,1034,1034
"Gimtak_Zibeti",569,569,569,569
"Ginevre",143,143,143,143
"Gingahninjah",341,1395,868,868
"Ginger_puff",365,4923,372,1886.66666666667
"Gingerlis",611,611,611,611
"GirlGoneGamer667",177,177,177,177
"GirlObsessedWithFanficDaydreams_2022",119,2086,496,799.25
"Girlfromthemojave",48,48,48,48
"GiveYouAngst",3,3,3,3
"GlamorousGamine",1286,1807,1546.5,1546.5
"Glass_Oceans",92,592,181.5,218.637931034483
"Glass_mermaid",1646,1646,1646,1646
"Glinda",950,950,950,950
"GlitchingFlame",740,740,740,740
"GlitterDwarf",322,322,322,322
"Glitterprinsessa",291,292,291.5,291.5
"GloomWeed",621,2310,1465.5,1465.5
"GloriousBlackout",403,403,403,403
"Glowstick_ofdestiny",679,679,679,679
"GlupBlippo",17,456,236.5,236.5
"Gluten_Full",431,2712,1023.5,1193
"Glyphron",930,930,930,930
"GlytheSector",141,1271,568,678.866666666667
"Gnine",1233,1852,1542.5,1542.5
"GnomeSponge",306,904,600.5,592.833333333333
"GoLBCollabs (GodOfLaundryBaskets)",384,4579,627,1624.4
"GoLBPodfics (GodOfLaundryBaskets)",26,1486,311,486.673913043478
"GoLBWrites (GodOfLaundryBaskets)",450,3779,635,1101.14285714286
"Gobayern16",97,3746,866.5,1084.51851851852
"God0fWriting",8,8,8,8
"GoddessesofEverything",2976,2976,2976,2976
"Gods_and_Punks",321,321,321,321
"Goethicite",901,901,901,901
"GofyTomcat1",40,275,56,123.666666666667
"GoggledMonkey",178,178,178,178
"GogglesToothpick",307,307,307,307
"GoingToAsgard",525,525,525,525
"Gojira126",144,3742,1163.5,1553.25
"Golddude22",48,20314,461.5,977.696428571429
"GoldenCheetah54",669,1575,1122,1122
"GoldenDeerRiolu",384,384,384,384
"GoldenFrost",32,32,32,32
"GoldenS0422",268,3131,980.5,1076.53846153846
"Golden_afternoon",564,564,564,564
"Golden_fiver",88,88,88,88
"Goldenwolf0821",47,202,114.5,119.5
"Goldmallow",1469,1469,1469,1469
"Goldmonger",545,7463,4004,4004
"GoldsJRZGirl",146,146,146,146
"Gollawalla",236,1069,652.5,652.5
"Golm_Fersve_Dra",6,79,42.5,42.5
"Gondolin",33,9255,812.5,2191.64285714286
"Gondolinpod (Gondolin)",32,978,170,280.333333333333
"GoodHunterAnais",128,128,128,128
"Good_Morning_And_Good_Night",105,141,123,123
"Goodbye_My_Kierkegaard",64,64,64,64
"GoodnightDearVoid97",52,52,52,52
"Goodnightsammy",357,655,538,516.666666666667
"GoofyZach",792,792,792,792
"Goofy_Boss",3118,3118,3118,3118
"GooseEgg",71,95,83,83
"Gore_Hound",0,179,46,64.6296296296296
"Goth_Kitty",26,966,50.5,211.666666666667
"GothamOracle",186,1553,592.5,747.833333333333
"Gothmoglordofbalrogs",8,8,8,8
"Graanda",17,543,187,189.307692307692
"Grab_My_Assbutt",3763,3763,3763,3763
"GraceEliz",156,10634,527,1396.47826086957
"GracjanKamierski",29,29,29,29
"Gradedgear81",147,147,147,147
"Grammarwoman",915,915,915,915
"GrandMarshalHux",1029,2350,1689.5,1689.5
"GrandMasterSkywalker",1197,1197,1197,1197
"GrandNinjaMasterRen",2,434,56,85.9382716049383
"Grand_Admiral_Ano",130,272,201,201
"Grandapplewit",987,987,987,987
"Grangerwriting",490,490,490,490
"GrapeFruitJuice",30,30,30,30
"GrareRocin",120,137,128.5,128.5
"Gravatea",183,183,183,183
"Graycrocodile",71,263,85,127
"Grayiron",198,198,198,198
"Graylines",282,282,282,282
"Grayscale_Simulation",620,620,620,620
"GreaterAwareness",213,1051,632,632
"Grechesky_Sphinx",36,36,36,36
"GrecianHeart",613,613,613,613
"GreenBanana19",1585,1585,1585,1585
"GreenJacket",530,530,530,530
"GreenKirtle",291,962,626.5,626.5
"GreenOnyx",562,562,562,562
"GreenQueenofClubs",3510,3510,3510,3510
"GreenReticule",18,3182,416.5,1143.83333333333
"GreenScholar",1076,1984,1530,1530
"GreenSpiderDragonWeb",175,175,175,175
"Green_Light_Wolf",22,216,112,128.4
"Greencharacters",163,353,258,258
"GreenieMerry",596,596,596,596
"Greensword101",242,242,242,242
"Greenumbrella03",1057,1057,1057,1057
"Greesha",27,132,124,94.3333333333333
"GremlinGirl",190,1466,828,828
"Gretahs",6837,69795,30114,32450
"GretchenSinister",75,75,75,75
"GreyArchives",25477,25477,25477,25477
"GreyLiliy",179,1301,740,740
"GreyMichaela",913,10483,2894,4189.375
"GreySilhouette",624,624,624,624
"Grey_Bard",232,5054,387,1307.2
"Grey_Summers",56,1055,476,459.076923076923
"Greyias",144,792,328,407.166666666667
"Greyriver20",1051,12829,10090,8515
"GrgBrns",930,930,930,930
"Griffin Raynor (TheEbonHawk)",20,525,93.5,214.166666666667
"GriffinStone",138,3449,313,976
"GrimSylphie",1801,1932,1866.5,1866.5
"GrimdarkMandalorian",392,1000,696,696
"Griselda_Banks",9,9,9,9
"GrizabellaSolo",1265,1265,1265,1265
"GrizzersMamma (SymbiosisQueen)",21,23,22,22
"Groot (grootiez)",57,57,57,57
"GroovyLady",1847,1847,1847,1847
"GrotesqueEnchantment",7404,8663,8033.5,8033.5
"Grovylethethieflover",38,38,38,38
"Grub2517",35,35,35,35
