"Author","MinRating","MaxRating","MedRating","AvgRating"
"TheIntelligentHufflepuff",634,1667,1523,1274.66666666667
"TheJGatsby",635,9833,2787,3543.77777777778
"TheJabberwokk",479,479,479,479
"TheJadeGrenade (orphan_account)",860,860,860,860
"TheJasmineTurtleDuck",151,151,151,151
"TheJediCode",138,7246,934,2661.625
"TheJediPrincess",276,1115,558,649.666666666667
"TheJokersEnigma",3441,3441,3441,3441
"TheKeeperofBabyYoda",817,2452,1288,1426.08333333333
"TheKingInTheMountain",599,599,599,599
"TheKinkAwakens (thekinkawakens)",390,7912,918,1461.70588235294
"TheKnitterati",266,5154,329,1916.33333333333
"TheKyuzoJedi",205,205,205,205
"TheLacedNinja",194,996,595,595
"TheLady0fShalott",578,578,578,578
"TheLadyHessian",266,266,266,266
"TheLadyOfManyFandoms",73,3549,578.5,816.2
"TheLadyRebel",443,443,443,443
"TheLameBat",40,40,40,40
"TheLamp",53,53,53,53
"TheLastStraws",789,2090,1439.5,1439.5
"TheLegendofStella",25,25,25,25
"TheLesbianEyre42",22,103,48,55.1
"TheLightIsMine",1994,3538,2766,2766
"TheLittleLostTimeLord",587,2540,1038,1262.5
"TheLittleMermaidDJ",621,621,621,621
"TheLittleMuse",67,1700,274,578.75
"TheLittlePlaidMaid77",171,171,171,171
"TheLongDefeat",360,360,360,360
"TheLordOfLaMancha",44,44,44,44
"TheMadKatter13",566,566,566,566
"TheMadTeaPatty",722,722,722,722
"TheMafiaKirby",13,13,13,13
"TheMagicalDinosaur",2669,2669,2669,2669
"TheManOfManyFandoms",681,1403,825,969.666666666667
"TheMangosity",62,62,62,62
"TheManicMagician",74,74,74,74
"TheMarigoldFangirl",50,50,50,50
"TheMatraPseudoBiblica",114,832,297,336.076923076923
"TheMightiestPen",1083,1083,1083,1083
"TheMoldySausage",3,3,3,3
"TheMooseOfAcheron",3073,3073,3073,3073
"TheMostCunningJedi",35,35,35,35
"TheNapWriter",782,782,782,782
"TheNeryDuo",24,24,24,24
"TheNeurodivergentRebel",299,299,299,299
"TheNightFury",237,6325,947,1334.7037037037
"TheNightPrincess",171,1011,469,493.666666666667
"TheNovelNightingale",408,408,408,408
"TheNyghtRaven",158,158,158,158
"TheOnlyLoveForSoujiroSeta",87,372,229.5,229.5
"TheOriginalSuki",901,901,901,901
"TheOtherWillow",2038,2038,2038,2038
"TheParadoxAt221B",1412,1412,1412,1412
"ThePartyPrince",644,2597,2071.5,1846
"ThePatchyCat",283,1701,1371,1118.33333333333
"ThePeteAwakens",468,479,473.5,473.5
"ThePorgist",958,1249,1103.5,1103.5
"TheProphetCassandra",205,1134,847,738.333333333333
"ThePsuedonym",282,282,282,282
"ThePyromantic",520,520,520,520
"TheQueen",469,469,469,469
"TheQueenOfFish",1156,1156,1156,1156
"TheRandomSith",337,553,445,445
"TheRaven",247,249,248,248
"TheRealJeanGenie",10,961,55,119.258620689655
"TheRealMaxRebo",359,1211,785,785
"TheRealSokka",2218,2218,2218,2218
"TheRevanchist (PrincessofDragonflies)",241,686,548,461.4
"TheReversalOfSam",1574,3054,2314,2314
"TheReviewGuest",1191,2643,1917,1917
"TheRisingValkyrie",52,413,232.5,232.5
"TheRogue704",43,14244,212,1626.46666666667
"TheRoyalLibrarian",6521,6521,6521,6521
"TheRussianKat",290,290,290,290
"TheSWFan",622,622,622,622
"TheSapphireSnowLeopard",432,432,432,432
"TheSarcasticNazgul",493,3205,1765,1821
"TheSarge",673,1973,1100,1211.5
"TheScientificMage",712,712,712,712
"TheSecondBatgirl",403,2964,1086,1266.16666666667
"TheSecondBreakfast",1161,1161,1161,1161
"TheSecondQueenOfSol",2471,2471,2471,2471
"TheSenate66",138,1498,737.5,777.75
"TheSexierEvilerCora",535,535,535,535
"TheShinyLizard",914,4199,1423,1814.2
"TheShunnedPrince",4113,4113,4113,4113
"TheSiIverDragcn",640,7083,3368,3697
"TheSilentBard",16,16,16,16
"TheSilentUnderworld",92,645,368.5,368.5
"TheSingerThatYouWanted (orphan_account)",73,120,74,89
"TheSingingHoneybee",1216,1216,1216,1216
"TheSistersBread",189,5332,2621,2498.75
"TheSkywalkerLegacy",625,949,813,795.666666666667
"TheSmilingShadow",188,188,188,188
"TheSnarkLord",162,162,162,162
"TheSopherfly",775,775,775,775
"TheSoulkeeper",281,562,421.5,421.5
"TheSpiritsDemise",115,115,115,115
"TheSquishCloud",702,2270,1486,1486
"TheStageManager",599,12889,1965.5,3893.83333333333
"TheStarsMyDestination",335,335,335,335
"TheStingingFish",281,1460,1120,1014.5
"TheSunRisesAnew",253,2799,953,1251.55555555556
"TheTalkingPeanut",119,119,119,119
"TheTenthSunrise",826,1912,1369,1369
"TheTigTigger",3190,3190,3190,3190
"TheTimelessChild0",447,470,458.5,458.5
"TheTrashiverse",716,716,716,716
"TheTruthBetween",142,491,316.5,316.5
"TheUchihaShadow",221,221,221,221
"TheW0rldAsSeenInBaybayin",122,122,122,122
"TheWeaselKing",235,235,235,235
"TheWillowBends",317,330,323.5,323.5
"TheWitchBoy",58,58,58,58
"TheWolfInSheepsWool",947,947,947,947
"TheWordsMagician",120,120,120,120
"TheWriterinBeskar",529,1089,809,809
"TheZ1337",3586,3586,3586,3586
"The_Apocryphal_One",1046,1949,1497.5,1497.5
"The_Aviskull_Guy",103,103,103,103
"The_Awesome_Irish",176,176,176,176
"The_Ballerina_Jedi",227,1521,443,653.636363636364
"The_Blue_Raven",153,153,153,153
"The_Brave_New_World_Project",3,103,19,28.2631578947368
"The_Chronic_Cryptid",354,354,354,354
"The_Chronographus",818,818,818,818
"The_Client",115,1421,329,461.625
"The_Dancing_Walrus",196,859,527.5,527.5
"The_Dark_Is_Afraid_Of_Me",1741,3135,2438,2438
"The_Dark_Lord_of_Dragon_Kind",940,16576,1681,5009.42857142857
"The_Draconic_Galaxy",302,302,302,302
"The_Dry_Cranberry",160,160,160,160
"The_Empress_of_Everything",382,382,382,382
"The_Escaped",2405,2405,2405,2405
"The_Fallen_Star",361,450,405.5,405.5
"The_Furthest_City_Light",941,941,941,941
"The_Ghost_Writer7",3,3,3,3
"The_Great_Banana_Boi",438,438,438,438
"The_Grizzlysnake",564,564,564,564
"The_Hawk_Eye",131,286,208.5,208.5
"The_Heartsick_Poet",1543,2290,1916.5,1916.5
"The_Hobbit_Ninja",595,595,595,595
"The_Irish_Kiwi",1415,1415,1415,1415
"The_Keeper",41806,41806,41806,41806
"The_Kittylorian (Carasynthia_Lune)",105,1686,336,495.235294117647
"The_Lady_Luck_3000",562,1634,1098,1098
"The_Last_Kenobi",533,50181,1968,3999.60714285714
"The_Librarian",34205,34205,34205,34205
"The_Lonely_Purple_Penguin (iliveinthemoon)",3677,3677,3677,3677
"The_Marron",919,919,919,919
"The_Modern",33,210,101,103.714285714286
"The_Mysterious_Writer18",339,339,339,339
"The_Necroposter",458,458,458,458
"The_Newbie",132,132,132,132
"The_North_Star",450,450,450,450
"The_Peridot_Shade",2613,2613,2613,2613
"The_Poison_Chosen_Especially_for_Kuzco",1379,1379,1379,1379
"The_Purple_Opossum",277,1548,912.5,912.5
"The_Pyromancer",40,40,40,40
"The_Random_Writer",443,443,443,443
"The_Rat_God_and_Froggy",243,243,243,243
"The_RavenclawJedi",54,5035,203,1170.6
"The_Readers_Writer",119,2465,637.5,783.6
"The_Return_of_the_Fic_Writer",88,88,88,88
"The_Rising_Monkey",465,7311,3057,2952.2
"The_Singular_Peep",174,174,174,174
"The_Smiley_Bandit",909,909,909,909
"The_Snarkivist",189,189,189,189
"The_Sparrowhawk",122,122,122,122
"The_Sunflower_Knight",17,128,72.5,72.5
"The_Traveler25",4,40,10.5,14.1
"The_Uninspired",244,857,646.5,598.5
"The_Unnamed_Writer",151,151,151,151
"The_Unseen_MrStanton",352,628,422.5,456.25
"The_Violet_Howler",78,1081,242,369.666666666667
"The_Wavesinger",204,319,261.5,261.5
"The_Winter_Child",344,677,510.5,510.5
"The_Winter_Straw",681,681,681,681
"The_WriterWoman",260,260,260,260
"The_Young_Wolf",23,210,116.5,116.5
"The_anime_devil",303,4696,486,1334.8
"The_confused_writer",115,115,115,115
"The_crimson_angel_asha",11,11,11,11
"The_geeky_fangirl",140,502,484,375.333333333333
"The_girl_of_rain_and_shadows",65,88,76.5,76.5
"The_last_airblender",557,557,557,557
"The_neurodivergent_nerd",106,3577,1099,1056.31578947368
"The_nixie",223,223,223,223
"The_sith_lord",456,456,456,456
"The_suns_echo (MirroringDust)",150,150,150,150
"TheaBloom",342,513,348,401
"Theatrequeen",164,164,164,164
"ThebanSacredBand",252,252,252,252
"Theblackdaggers045",34,34,34,34
"Theblindassassin12",220,220,220,220
"Thedeafartist",16,16,16,16
"ThefirstRanger",369,369,369,369
"Theflyingkraken",185,185,185,185
"Thegracefulnerd",396,396,396,396
"Thehedgehogat221b",25,287,62,94.2857142857143
"Thehelmethead",229,689,459,459
"Thekraken17",2208,2208,2208,2208
"Thel Ihveen (FancyMando)",104,104,104,104
"Thelonelycanandian",587,678,632.5,632.5
"Themes_of_November",396,1811,712.5,966.5
"Themisto",591,591,591,591
"Themperor_Rome",1977,1977,1977,1977
"Themusiclives",116,116,116,116
"Thenameispoe",325,325,325,325
"Thenamelessonion26",34,1006,396,458
"TheoMikaelson",322,409,365.5,365.5
"TheonnaQueen",4,5,4.5,4.5
"Theoroark",756,756,756,756
"Theosaurus",412,4162,758,1242
"Therapy_pls",777,2296,974,1349
"Theresa_Marxen",207,207,207,207
"Theryes",18,24,21,21
"TheseBooksAreMyPaddles",60,477,268.5,268.5
"Thesilmarillion",1067,1067,1067,1067
"Thestruggleismelon",248,2877,1129,1244
"Thetrystingtree",140,140,140,140
"Thevoidbetweenus",87,87,87,87
"Theyna_Shipper",2932,2932,2932,2932
"Thimblerig",65,65,65,65
"Thinker90",70,1305,607,647.25
"ThinkingofWordstoWrite",1135,1135,1135,1135
"ThirdActLove",973,1324,1148.5,1148.5
"Thired (Harke)",34,34,34,34
"ThirstyForRed",344,534,439,439
"ThirteenGreen",166,166,166,166
"ThirteenthMouse6572",411,5909,1162,2144.23076923077
"ThisDude",17,17,17,17
"ThisIsMaika",292,5138,1172,2061.8
"ThisLiminalSpace",317,2060,1188.5,1188.5
"ThisPolarNoise",752,752,752,752
"This_world_of_beautiful_monsters",253,2674,1463.5,1463.5
"Thisisboring",1333,1333,1333,1333
"Thisistheend",119,119,119,119
"Thistlerose",282,5587,809,1419.38461538462
"Thor_of_Asgard",68,68,68,68
"Thornapple",257,717,487,487
"ThoughtfulFangirl",111,111,111,111
"Thousand_elf",248,559,296,367.666666666667
"Thousandsmiles",200,5092,806,2032.66666666667
"Thranduil Oropherion Redux (erynlasgalen1949)",552,552,552,552
"Thrawn",113,113,113,113
"Thrawn4emp",887,887,887,887
"ThrawnOfHope",134,8106,384,2003.2
"ThrawnaDelRey",58,58,58,58
"ThreadSketchier",489,1505,997,997
"ThreeBeetsToTheWind",281,281,281,281
"ThreeTailedFox",248,248,248,248
"Threebea O (ThreeBea)",136,80037,1558.5,10950.6428571429
"ThunderDomeJM",54,54,54,54
"ThunderStag",303,2210,1256.5,1256.5
"Thunder_and_Tea",220,49989,1375,7710.33333333333
"Thuriel",3207,3207,3207,3207
"TiamatsChild",109,2273,493,744.142857142857
"Ticklesivory",225,225,225,225
"Tierna",278,278,278,278
"TiesThatBind1899",363,363,363,363
"TiffanyF",637,637,637,637
"TigStripe",576,1308,634.5,788.25
"TigerDragon",470,470,470,470
"TigerKat",181,181,181,181
"TigerTheSpahget",37,659,378,380.2
"Tiger_Gray",118,118,118,118
"Tiger_Princess_19",143,143,143,143
"TillTheStarsCrumble",15,21,18,18
"TimeLord2000",194,194,194,194
"Timemidae",178,733,239,383.333333333333
"TinCanTelephone",749,5601,1668,1893.74358974359
"Tinawins",98,98,98,98
"Tinq",1226,1226,1226,1226
"TintagelCastle (orphan_account)",3240,3240,3240,3240
"Tinumbra",53,138,63,80.5
"TinyBat",3345,3345,3345,3345
"TinyButFierce",360,26186,21056,15867.3333333333
"TinyFox_2",577,577,577,577
"TinyFrostGiant",17,418,26,153.666666666667
"TinyLoves",161,871,298.5,407.25
"TinyRaptorz (orphan_account)",86,86,86,86
"Tiny_Coryne",81,193,108,127.333333333333
"Tiny_Dragongirl",124,336,230,230
"Tiny_Teddy_Bear",783,783,783,783
"TipsyEpsy",189,806,192,395.666666666667
"Tipsy_Kitty",220,220,220,220
"Tired_of_playing_the_Empath",338,338,338,338
"Tiresias",81,81,81,81
"Tiresomewrites",246,246,246,246
"TisBee",235,235,235,235
"Tish",120,304,134,186
"Tisha P Moon (tisha_p_moon)",189,1932,570.5,797.3
"Tishina",157,157,157,157
"Tizy",158,158,158,158
"ToTryAgain",274,274,274,274
"ToWhomItMayConcern",1811,6569,3400,3299.28571428571
"Toaofwriting",19,81,74.5,62.25
"ToastedBreadJen",10,10,10,10
"Toastmaster9000",293,293,293,293
"Toastt",254,254,254,254
"Toaverse",319,1499,1477,1098.33333333333
"Toffino",488,1037,762.5,762.5
"Tohje",298,1151,724.5,724.5
"Toito",143,143,143,143
"Tokomi",166,228,197,197
"Tokuu",15,19,17,17
"TolkienGirl",138,833,543,522
"TolkienScholar23",66,66,66,66
"Tomatosoupful",4646,24431,10206,13094.3333333333
"Tomicaleto",1041,3354,2173.5,2185.5
"Tomoe_Akatsuki",10,35,22.5,22.5
"Toni",278,278,278,278
"TonicWithoutStraw",40,40,40,40
"Tonight_At_Noon",1748,1748,1748,1748
"TonyStarkissist",7415,7415,7415,7415
"Tonythemage",217,217,217,217
"TooBusyWriting",308,2107,931,1097.46153846154
"Too_Tired_For_This_Shit_Its_Just_Fanfic",1253,1325,1289,1289
"Toomanyfandoms_probably",171,171,171,171
"Toothlessbored",2588,6238,4413,4413
"TopShelfFics",25,25,25,25
"TorWithoutAnH",320,320,320,320
"ToriRay",140,1284,274.5,493.25
"Torilaa",503,503,503,503
"Tortellini",704,704,704,704
"TortoisetheStoryteller",31,31,31,31
"Toska (toskaache)",2196,2196,2196,2196
"Tostermeister",182,182,182,182
"Toucheholland23",32,32,32,32
"Tousdesanges",549,549,549,549
"Tracinyad",567,1110,838.5,838.5
"TramGirl",261,261,261,261
"TrampFiction",289,550,419.5,419.5
"TranquilizedDropBear",1859,1859,1859,1859
"Transparentdragon",659,659,659,659
"TrashProduction",48,252,100,117.6
"Trash_tzar",139,139,139,139
"TrashqueenofAngmar91",653,2643,1686.5,1667.25
"TrashySwitch",647,714,680.5,680.5
"Travok",1846,1846,1846,1846
"Treaa",114,114,114,114
"TreasureHunter",286,1345,782,804.333333333333
"TreeDane45",984,1632,1275,1297
"TreeOfTime",1362,6225,3543,3710
"Treegona",102,102,102,102
"Treetart",964,4132,2491,2519.5
"Treffy_Ot",1114,1202,1158,1158
"TrekFaerie",96,137,116.5,116.5
"Trekkie1103",469,469,469,469
"Trellyasigma",2459,2459,2459,2459
"Trentatre",115,165,140,140
"TreyCKenobi110",337,694,515.5,515.5
"Trfapexwolf",5,5,5,5
"Trickster_God_Gabriel",574,574,574,574
"TrickyTricky",1469,2240,1854.5,1854.5
"Trillian_Astra",1687,14814,8250.5,8250.5
"Trillium_Orchid",1652,1652,1652,1652
"Trinity12",1284,3076,1749,1861.5
"TrinityDay",19,308,223,183.333333333333
"TrinityStars",1483,2747,1656,1962
"TripCreates",482,1745,957.5,974.166666666667
"TripMcNeill",88,4955,1185,1493.92857142857
"Triscribe",294,61014,5384,8218
"Trish47",763,763,763,763
"Trishata96",721,721,721,721
"Triskaideka",72,72,72,72
"Triskellion",676,1470,789,918.2
"Triss_Hawkeye",220,220,220,220
"TristenCrone",806,1449,1127.5,1127.5
"Trivialqueen",770,770,770,770
"TrollObi",285,285,285,285
"TroubledTribble",571,571,571,571
"TroutSpots",32,85,40.5,47.5
"TrueRogue",187,1126,656.5,656.5
"True_Believer",1156,2893,2024.5,2024.5
"TruffleBrownies",1062,1062,1062,1062
"TruthfulWolfhunter",245,245,245,245
"Trylyna_Rie",102,102,102,102
"Tsuh",415,499,452,455.333333333333
"Tsukary",447,10634,757.5,3149
"TsunamiWolf",18,96,57,57
"TsuzukiSongKitsune78",319,319,319,319
"TukikBiru",147,147,147,147
"Tulak_Hord",1207,7620,2472.5,3443
"Tune33",1853,1853,1853,1853
"TuppingLiberty",1704,1704,1704,1704
"Turmalin",118,118,118,118
"Turn_of_the_Sonic_Screw",55,733,332.5,355.7
"TurnipUp",121,218,169.5,169.5
"Turnpike",433,433,433,433
"TurtleTotem",8980,8980,8980,8980
"Turtle_ier",319,319,319,319
"Turtlephant",8750,8750,8750,8750
"Twackycat",2455,7947,5021.5,5111.25
"Twani (Mikka)",232,232,232,232
"TwelvetideMagistra (elizajane)",5,65,35,35
"TwentyFunnyBunnies",50,1084,448,501.285714285714
"TwentyoneTwelve",500,500,500,500
"Twilek_Mech (feeding_geese)",77,77,77,77
"Twilexis (Twi_lexis)",598,598,598,598
"TwilightDawn97",12,12,12,12
"TwilightOfHope",268,15971,2595.5,5823.875
"TwilightSheikah",1471,1471,1471,1471
"TwinEnigma",133,2181,565,840.5
"TwinTerrors",131,4905,537.5,945.8
"Twinkle_Starlight",348,891,854,736.75
"TwinkoftheDink",149,1191,590,633
"TwirlsWrites",162,336,249,249
"TwistedNympho",1507,1507,1507,1507
"Twisted_Mirror",554,892,741,729
"Twitchstoleyourbagel",68,1473,770.5,770.5
"TwoGuysSittingInAHotTub",881,881,881,881
"TwoHornpipes",3874,3874,3874,3874
"TwoMenAndAGuava",735,752,743.5,743.5
"TwoMindlessPorgs",1618,1618,1618,1618
"TyForestWrites3",1024,1024,1024,1024
"TyGuy",847,847,847,847
"Tydomin (jedi_knights_at_bel_canto_bights)",97,123,110,110
"TygraSol",81,81,81,81
"Tykki",55,55,55,55
"TylrLoki",649,2588,1618.5,1618.5
"TypeSomeSenseToMe",649,649,649,649
"TypewriterLove",2203,2203,2203,2203
"Tyraemagna",8,27,17.5,17.5
"Tyrolxx",1492,1492,1492,1492
"Tyuo",1945,1945,1945,1945
"UNCLE_SAM_THE_MAN",773,773,773,773
"U_N_C_L_E_Agent_2",129,129,129,129
"U_know_u_luv_me_99",1236,3118,2177,2177
"Ubermunchkin",436,864,650,650
"Uilleand",56,498,73,209
"UisceOneLove",2001,2001,2001,2001
"Uldaren Bardaniel (DanaK1993)",9,9,9,9
"Ultra",74,397,173,183.714285714286
"Umbrae Storm (Goldengirl01)",11219,11219,11219,11219
"Umei_no_Mai",2645,9155,2673,4824.33333333333
"UnFunny (Quippy)",4892,4892,4892,4892
"UnaOrion",294,1843,1068.5,1068.5
"UnapologeticallyMeatwad",205,978,591.5,591.5
"UnboundReylo",75,267,90.5,132.166666666667
"UncannyZuck",36,42,39,39
"Uncanny_Valley_Girl",99,2517,940,1185.33333333333
"UncommonVillian",473,1311,549.5,720.75
"UncurdledBean",137,137,137,137
"UndeadRobins",56,842,262,297.52380952381
"UnderCoverMarsupial",4033,4033,4033,4033
"Undercore",3297,5458,4377.5,4377.5
"UndercoverKamalaKhan",94,94,94,94
"Underworld_Vampires",53,526,289.5,289.5
"UndiscoveredBum",4,8,8,6.66666666666667
"UnfertilizedMayoPacket",255,255,255,255
"Unformal_Sorrelle",1090,1090,1090,1090
"UnholyCrowley",165,165,165,165
"UnicornsInSpace",56,114,77,82.3333333333333
"UniversalPuppy",133,133,133,133
"UnknownFilters",171,326,246,247.25
"UnknownPaws",461,548,504.5,504.5
"Unlimited Power (Nilenium)",425,1368,483,758.666666666667
"Unpretty",10335,10335,10335,10335
"Unquietlibrarian",2166,2166,2166,2166
"UnstableAnxiety",42,1122,397.5,489.75
"Untherius",603,603,603,603
"Unyacorn",1101,1101,1101,1101
"Upsetapplecart",107,107,107,107
"Uranda",135,135,135,135
"Urashimaa",518,518,518,518
"Urlocalbisexualmess",180,377,278.5,278.5
"Urmom1010",306,1657,462.5,663
"Urnotmyrealmom",356,356,356,356
"Ursibling",203,545,349,365.666666666667
"Ursusfanfictionus",474,1250,980.5,921.25
"UserFromPluto",590,590,590,590
"Usernames_are_hard_lol",962,962,962,962
"Usiel21",24,268,146,146
"UsqueAdFinem",88,435,261.5,261.5
"Usually_Reading",17,17,17,17
"UtopiaPlanitia",282,478,311,352.6
"Utter_Immolation",3195,3195,3195,3195
"Uxie789rules",1027,1027,1027,1027
"VMorticia",250,250,250,250
"VR_Trakowski",357,879,672,607.714285714286
"VTsuion",323,509,413,415
"VVTRINITYVV",281,281,281,281
"V_a_l_y",525,525,525,525
"Vaden28",383,383,383,383
"VaderCat",992,3300,2146,2146
"VaderNuwandaPadme",930,930,930,930
"Vagrant_Blvrd",544,4658,2217,2396.44
"VaguelyK",680,901,790.5,790.5
"Vahlila_Lavar26",407,407,407,407
"Vaiihoda (Addleton)",18,18,18,18
"Vakariaan",1895,2002,1948.5,1948.5
"Val_Creative",33,1143,442,522.857142857143
"Val_Teal",70,4023,1349.5,1574.33333333333
"Valerie_Vancollie",481,4743,2053,2332.5
"Valerin",455,455,455,455
"Valhalla",588,588,588,588
"ValiantBarnes (Cimila)",152,2628,1390,1390
"Valiowk",16,874,285,365
"ValkBlue",1862,1862,1862,1862
"Valmouth",257,11657,1705,2878.55555555556
"ValmureEld (InkSiren)",4440,4440,4440,4440
"ValorousLeader",383,2598,1412.5,1451.5
"Vamillepudding",5640,5640,5640,5640
"VampireJedi",198,370,215,261
"Vampiric_Charms",743,743,743,743
"Vanas",195,415,203,271
"Vandenpalmet",22,22,22,22
"VanessaFox",110,110,110,110
"Vanessa_Kryze",32,32,32,32
"Vanhalla",193,193,193,193
"Vanila_hhm",307,307,307,307
"VanillaChip101",396,11028,1982.5,2407.04166666667
"VanillaMostly",86,86,86,86
"Vanto",1119,8091,4605,4605
"Vaporviper",30,30,30,30
"Varghona",229,1259,744,744
"Vatukka",80,252,190,178
"Vault_Emblem",141,2049,956,947.173913043478
"Vaznetti",191,476,328,330.75
"Vedavan",250,764,507,507
"Vee (a_reader_and_a_writer)",619,635,627,627
"Vee017",2344,6910,4803,4685.66666666667
"Veei",336,336,336,336
"VeelaWings",174,174,174,174
"Vela_Evil",2203,2203,2203,2203
"Velazyraptor",4213,4213,4213,4213
"Veldeia",2148,2148,2148,2148
"Velenthrall",183,183,183,183
"Velika_Azure_Wing",557,557,557,557
"Velocity_Owl87",1461,1461,1461,1461
"Velvedere",707,2183,1253,1381
"VelvetBlackness",757,1707,1528,1330.66666666667
"Vendetta_Alexander_Lauren",37,187,112,112
"Vendreda",589,758,714,687
"VengeanceGOD",12,12,12,12
"Ventress (Lew)",62,368,99,157
"VenueWings",528,587,557.5,557.5
"VenusAndVibes",153,153,153,153
"VenusFelix",349,1254,807,803.333333333333
"VenusianBouquet",732,732,732,732
"Vephyrus",414,953,683.5,683.5
"Vera (Vera_DragonMuse)",847,847,847,847
"VeraDragonJedi",551,1209,934,907
"Verisimilitude (Wolfy_Tales)",1636,15928,8782,8782
"VeritasExhausted (professorhex)",1538,3338,2438,2438
"VerityR",169,4253,2211,2211
"Vermillions",144,1418,562.5,671.75
"VeronicaSaeko",16,38,32,28.6666666666667
"VerseNaberrie",83,339,101,176.4
"Versheenah",98,98,98,98
"VeryImportantDemon",952,3809,2333,2300.4
"Vesi",719,719,719,719
"Vespaer",284,1514,887,893
"VesperNexus",23234,23234,23234,23234
"Vetus",49,49,49,49
"Vex (lokisolo)",81,159,120,120
"Vexie",488,488,488,488
"Vexin_Talvas",29,29,29,29
"ViaLethe",68,757,165,341.285714285714
"Vianhorus",27,27,27,27
"Viari",115,916,417,476
"Vibratingbones (Nhadel)",16,140,64,77.8571428571429
"Viceland1",143,143,143,143
"ViciousRhythm",347,10162,3326.5,4253.5
"VickiLempWeavil",1032,1032,1032,1032
"Vicky Ocean (VickyOcean)",1318,1415,1366.5,1366.5
"Victhoriv",21,21,21,21
"Victory_Goddess",137,137,137,137
"Victoryindeath2",301,4794,799,1964.66666666667
"Viktoria_Owl",32,1864,470,739.222222222222
"Vilakins",290,583,436.5,436.5
"Vilendra",342,342,342,342
"Vilian",24,719,555,473.8
"Vilya_Mariposa",60,771,111.5,263.5
"VintageVulpes",1041,1041,1041,1041
"Vintage_Beast",711,2059,1111,1293.66666666667
"VintagexTypewriter",328,328,328,328
"Vinthak",353,353,353,353
"ViolaCola",3766,3766,3766,3766
"ViolaJones",246,246,246,246
"Viola_Laterra",468,468,468,468
"Viola_Telcontar",176,176,176,176
"VioletEyedHero",385,590,487.5,487.5
"VioletPaget",56,56,56,56
"VioletPaws",98,98,98,98
"Violet_Chen",256,256,256,256
"Violet_Dawn_001",133,1282,445,620
"Violetsaber525",73,73,73,73
"ViolettaVillas8",3031,3031,3031,3031
"Violsva",151,151,151,151
"Virdzsina",440,440,440,440
"VirensLittleBugPal",374,374,374,374
"Virere",32,73,52.5,52.5
"VirgilVirgilVirgil",389,389,389,389
"VirginEmpire123",399,1050,754,734.333333333333
"Virodeil",205,28347,838.5,4157.94444444444
"Virtie333",531,531,531,531
"VirtualRose",4864,4864,4864,4864
"VisiblyHidden",2626,2626,2626,2626
"Vita_S_West",220,272,246,246
"Vita_sine_fantasy_mors_est",780,780,780,780
"VitoSanders",403,2028,602,908.75
"Vittra",2027,2027,2027,2027
"Vivamus_Moriendum_Est",1530,1530,1530,1530
"VividDayDreamer",152,1785,441.5,535.071428571429
"VividSunsets",86,1384,601,674.666666666667
"Vla",120,120,120,120
"Vode_an_Thrawn",223,1454,270,622.2
"VodikaDragon15",2031,4084,3101,3072
"VoicesOfMyBrothers (nb_alex)",312,464,388,388
"Void (yourdeadprince)",641,641,641,641
"VoidArcana",672,786,729,729
"VoidGlasses",1425,1425,1425,1425
"Voidchamalow",1378,1378,1378,1378
"Voidendron",10,722,58,133.1875
"VoidofGrace",416,416,416,416
"Volcanish",1084,1084,1084,1084
"VoodooDoll96",22,22,22,22
"Voreadus",212,212,212,212
"Vortexsin",1107,1107,1107,1107
"Vox_CT_0930 (fynneas_k)",143,143,143,143
"Vox_Panica_48",225,403,314,314
"Voylitscope_speed",145,145,145,145
"Vradika",4894,4894,4894,4894
"Vulpes_Fawkes",1643,1643,1643,1643
"Vulter",253,253,253,253
"VvAdrianitaHolmesvV",204,204,204,204
"W0LF0NG",175,175,175,175
"WCTsummer",2692,2692,2692,2692
"WDMarka",139,167,153,153
"WTF Cross Time Team 2022 (CrossTime)",188,205,196.5,196.5
"WTF Crossovers and AU 2021 (WTF_Crossovers_and_AU_2021)",281,281,281,281
"WTF DinCobb 2023 (WTF_DinCobb_2023)",151,317,263,248.6
"WTF Galactic Empire 2023 (Team_Galactic_Empire)",48,295,169.5,170.5
"WTF Kotiki 2022 (WTF_Kotiki_2021)",247,247,247,247
"WTF Kylo and Hux 2021 (Our_Own_Star_Wars)",276,555,344,391.666666666667
"WTF Kylux and Co 2022 (Our_Own_Star_Wars)",204,599,324,358.2
"WTF Kylux and Co 2023 (Our_Own_Star_Wars)",194,462,250,282.266666666667
"WTF Lya ty krysa 2023 (lyatykrysa)",105,224,164.5,164.5
"WTF Mayor Grom 2022 (fandom_mayorgrom)",150,150,150,150
"WTF Moon Knight 2023 (Marvel_Fandom)",31,31,31,31
"WTF SW Isard x Palpatine 2023 (fandom_SW_rare_pairings_2022)",49,145,102.5,99.75
"WTF Star Wars 2021 (Fandom_Star_Wars)",358,432,407,399
"WTF Star Wars 2023 (Fandom_Star_Wars)",75,303,96,112.416666666667
"WTF Star Wars Sequels 2021 (Star_Wars_Sequels)",46,205,131,122.238095238095
"WTF Twilight Renaissance 2022 (twilight_renaissance_2022)",157,157,157,157
"WTFStarWarsThrawn2018",98,239,168.5,168.5
"WTF_Clone_Wars_2019",47,63,55,55
"WTF_Plagueis_and_Sidious_2020",154,154,154,154
