Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits
Strawberries in a garden,Aliennotperson,44713815,01 Feb 2023,General Audiences,Multi,Choose Not To Use Archive Warnings,Complete Work,English,464,1,0,4,0,46
Flinching,ADGAEA,44713468,01 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"1,264",1,4,18,4,119
All the things you signed up for (and all the ones you didn't),AGreekDemigod,44713042,01 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,"1,293",1,0,27,2,355
the bad batch's little matchmaker,illiterate,44712370,01 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,398",1,0,34,3,266
Touch Starved,ADGAEA,44712346,01 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"1,721",1,2,4,1,108
Will You Shut Up?,podracinghero (parallelcurtains),44711167,01 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,870,1,10,106,11,752
𝐍𝐢 𝐤𝐲𝐫'𝐭𝐚𝐲𝐥 𝐠𝐚𝐢 𝐬𝐚'𝐚𝐝,MandoGab,44709463,01 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,915",1,0,2,0,18
A Fine Mess,Knitzkampf,44709436,01 Feb 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,"2,569",1,4,7,0,72
Mistlefoe,SingSwan_SpringSwan,44709301,01 Feb 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,"2,517",1,8,20,0,134
Grogu and a game of ‘Spill the Pins’,BurnWater_13,44709067,01 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,950,1,4,7,0,115
The Return of the Sith,destinys_goal,44706955,01 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,508,1,0,9,0,144
Третий круг,sakuramai,44707783,01 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,"3,722",1,0,10,1,62
Bailes e mais Bailes,ant1hero,44707177,01 Feb 2023,General Audiences,F/F,No Archive Warnings Apply,Complete Work,Português brasileiro,195,1,0,0,0,11
Babysitting two of my friend and enemy’s children,White0_creamy_0Sexy,44726935,01 Feb 2023,General Audiences,"M/M, Other",No Archive Warnings Apply,Complete Work,English,318,1,0,6,1,96
Promised Treats,wanderingjedihistorian (RangerJedi67),44719222,01 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,317",1,8,103,3,657
against the dying of the light,TelerinJedi,44652001,01 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,360",1,2,15,2,90
mise-en-place,kaydear (Illyria_Lives),44512801,01 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"4,087",1,31,114,8,661
"so, who are we now?",txtalnyx,43298565,01 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"5,389",3,15,42,11,503
The Light I Follow,Gore_Hound,44706016,01 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"3,317",1,0,9,2,80
Blue,1creativeusernameplease,44702956,01 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,018",1,0,11,0,69
The Great Unknown,Nerd Things and Dragon Wings (NerdThings_and_DragonWings),44702020,31 Jan 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,"1,425",1,2,4,0,60
A Story in Three Acts,ameliasstories,44701918,01 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,074",1,3,10,1,117
Repeat that for me again?,Retroyy,44701579,01 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,483",1,1,3,0,51
Scomp Water,ClickerFlight,44701021,01 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,847",1,6,52,5,415
"When It Rains, It Pours",stiltsrosko,44700757,01 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,"1,421",1,9,13,1,208
just silence,ihathbenobiwankenobied,44700724,01 Feb 2023,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,141",1,7,174,11,1130
"Sun, Sand, Socks!",Seasider,44696503,01 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,247",1,12,37,3,601
A Sister,Wonder_xoxo,44697682,01 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,616,1,0,4,0,100
Left Behind,Judge1964,44696404,01 Feb 2023,General Audiences,"F/F, F/M, M/M",Choose Not To Use Archive Warnings,Work in Progress,English,"2,837",1,0,9,2,177
Family Ties,MaeMae0502,44694907,01 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,"2,030",1,6,27,0,292
"Light, Inaccessible, Hid From Our Eyes",IllyanaA,30500901,01 Feb 2023,General Audiences,Gen,Graphic Depictions Of Violence,Work in Progress,English,"20,104",8,47,62,12,1695
what once was lost (now is found),starkskypines,44694274,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"4,990",1,7,21,2,142
Loth-Rat,duchesssappho,44691865,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"3,696",1,2,35,9,359
The Definition of Attraction,undying_lilies,44207320,31 Jan 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"6,912",2,11,18,2,193
Knotted Embers,sunryder,44692234,31 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"7,901",1,35,264,65,1087
"Grogu, Translated",Virodeil,44692048,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,625,1,12,122,14,695
Grogu and the Carnival for a Bounty Hunter,BurnWater_13,44690665,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,356",1,0,8,0,101
Aftermath,SylvanShrew,44690017,31 Jan 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,497",1,4,34,2,320
Boosahn Keeraw,nogooddeedgoesunpunished,44689933,31 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"2,048",1,2,67,4,569
Beloved,Shelaar (JonathanAnubian),44688415,31 Jan 2023,General Audiences,Multi,No Archive Warnings Apply,Complete Work,English,335,1,29,325,30,2155
On the Nerf Nugget Run (the prequel),GunRoswell (GunRoswall),44687644,31 Jan 2023,General Audiences,"Gen, M/M",Choose Not To Use Archive Warnings,Complete Work,English,"3,163",4,8,8,1,199
Multiples - Ahsoka in ROTS,CourtesyTrefflin,44665870,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"8,927",1,34,89,8,858
Lightspeed,CourtesyTrefflin,44665648,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"4,525",1,6,28,5,383
Unchipped,Gaeasun,44687314,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,053",2,23,60,3,761
Vode An,CourtesyTrefflin,44665468,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"4,830",1,8,73,7,548
Besbe'trayc,Kihvod,44686303,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,200",1,0,32,4,205
Guambdea Guambdea Nice Slug the Sequel,bloopdydooooo,44685391,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,344,1,0,1,0,11
"miscellaneous Open Skies images (Waxer, Boil, & Numa-centric)",cac0daemonia,31341437,31 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,194,12,376,468,13,5347
The Mandalorian Calendar Prompt A Day - January 2023,BurnWater_13,44682529,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"12,729",1,0,5,0,87
"Compulsory Sibling Bonding Time Leads To Mario Kart, Cookies, Feels, And Other Disasters",kanerallels,44682430,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"4,517",1,15,48,9,319
When Does a Man Become a Monster?,Nightof_ren,44682160,31 Jan 2023,General Audiences,Other,Choose Not To Use Archive Warnings,Complete Work,English,943,1,1,10,2,109
Grogu trains with Din Djarin,BurnWater_13,44680243,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,445",1,6,8,0,167
My name is Hunter...with no last name,KLMwrites,33489616,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"4,652",3,15,36,3,758
That Sunny Little Girl,Wonder_xoxo,44674696,31 Jan 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,843,1,1,17,1,341
Lessons Learned,Skywalker_tano_kenobi,44672122,31 Jan 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,"5,016",1,7,35,6,339
Caught In The Cookie Jar,Xie_Ice,44676373,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,852",1,2,1,0,5
ahsoka tano gets her man,TelerinJedi,44676163,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,0,1,0,16,2,102
slipping through my fingers,lady_mab,44640574,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,556",1,4,8,0,40
A gift of gold,HP_Fiction_Fan,44674993,31 Jan 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,194",1,0,11,2,163
Grogu goes to Coruscant,BurnWater_13,44671627,31 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,408",1,2,2,0,107
Promises,commandershakarian,44671312,31 Jan 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,278",1,0,3,0,30
Stay,shadowsong26,44670994,31 Jan 2023,General Audiences,"F/M, M/M, Multi",No Archive Warnings Apply,Complete Work,English,550,1,6,35,4,267
Harklin,DoctorGeekery,44669800,31 Jan 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"2,994",1,0,1,0,25
A Sprite From The Dune Sea,Did_you_see_the_light_in_my_heart,44667964,31 Jan 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,921,1,0,26,2,181
How Anakin Skywalker Plotted to Get More Great Grand-Babies,Little_Middle_A_dreams_in_color2,29341680,30 Jan 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Work in Progress,English,"59,925",46,13,49,13,6670
"""Take Me Instead""",ACKenobi11,44663542,30 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,760,1,8,37,0,588
Work party,Younglingslayer_501,44661496,30 Jan 2023,General Audiences,"F/M, M/M",Choose Not To Use Archive Warnings,Complete Work,English,"2,668",1,2,10,1,166
The Unknown,ACKenobi11,44661430,30 Jan 2023,General Audiences,Gen,Major Character Death,Complete Work,English,762,1,6,40,3,748
Fading,CourtesyTrefflin,42767499,30 Jan 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,"60,442",14,223,331,49,8581
New Beginnings,Seer_Celine,42503841,30 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"10,527",2,0,6,0,74
Negocios en Seelos,Willow_SK,44658973,30 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Español,"1,380",1,0,2,0,22
The Sun Continues to Swell,Gal (Gal_tic),44657755,30 Jan 2023,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,030",1,1,46,1,468
The State Portrait of the Hon. Riyo Chuchi,countessofbiscuit,44656606,30 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,500,1,4,25,1,192
give no instructions for the revolution,mollivanders,44655808,30 Jan 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,"3,194",1,21,52,8,296
{Star Wars} Microfics and Minutiae,minimal_prime,44166463,30 Jan 2023,General Audiences,Multi,Choose Not To Use Archive Warnings,Complete Work,English,"1,276",14,0,0,0,0
Of Moon Cakes and Metaphors Fanart,Coline7373,44655040,30 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,0,1,10,42,1,532
Of Moon Cakes and Metaphors,Coline7373,44654395,30 Jan 2023,General Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,English,"3,567",1,7,37,1,368
time's a memory and it's an open door,dandelioness,44404387,30 Jan 2023,General Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,English,"7,007",3,38,301,57,1792
Not Going Anywhere,haylzcyon,44648551,30 Jan 2023,General Audiences,Other,Choose Not To Use Archive Warnings,Complete Work,English,"1,859",1,14,175,13,1203
Premonitions,Thestruggleismelon,44648011,30 Jan 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,049",1,6,21,3,292
Together at the End of Everything,theressomethingscrewy,44646820,30 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"2,772",1,3,35,3,328
Master and Padawan's Bond,GavImp,44644720,30 Jan 2023,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,22,1,3,17,1,112
This thing of darkness,ForsythiaRising,44641879,29 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,989,1,6,13,2,99
The Stuffed Tooka,LightedDark,44642236,29 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,341,1,0,11,2,84
Les cendres des rêves,LeiaFavaz,44641105,29 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Français,149,1,9,9,1,45
in the absence of the sun,vizslasaber,28151544,29 Jan 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,"25,195",8,139,649,139,10742
Kingdom Hearts: Wrath of Nobodies (Final Mix),Albert98,44637841,29 Jan 2023,General Audiences,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"63,911",22,0,4,0,112
"barely awake, i let precious time go by",twoheadedmoon,44637547,29 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,335",1,6,63,5,382
King of Troll Hill,DragonRider_9905,44635393,29 Jan 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,945,1,10,43,1,259
Live for the Lost Part 3,TwinEnigma,44634652,29 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,990,1,5,9,1,133
Live for the Lost Part 2,TwinEnigma,44632819,29 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,783,1,1,5,0,143
Midnight Confessions,oatyboaty,44632291,29 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,585,1,0,4,0,25
"In War, In Peace, Anywhere In-Between",Triscribe,44631883,29 Jan 2023,General Audiences,No category,No Archive Warnings Apply,Work in Progress,English,"1,300",1,1,54,2,292
Galactic Rose,mimi10131,43257927,29 Jan 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Work in Progress,English,"10,528",6,9,13,3,309
A Fatal Crash,ACKenobi11,44629588,29 Jan 2023,General Audiences,Gen,Major Character Death,Complete Work,English,"1,105",1,6,36,1,616
Sleepless,Corona_1,44629474,29 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,162,1,3,24,2,88
"Old Memories, New Problems",RetiredHuman,44628907,29 Jan 2023,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,189",1,4,13,0,147
and to protect,RayneSummer,44627851,29 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,845",1,7,79,14,681
Compliment,Tiny_Coryne,44626279,29 Jan 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,917",1,0,4,0,108
Starting Fires and Making Friends; 101 useful tips for surviving on Naboo,Readaholics_Anonymous,44256847,29 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,217",2,10,15,2,144
transphobia and bullies,ghostmist,44623774,29 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,485,1,2,21,1,195
"Relax, Take It Easy",VeraDragonJedi,44623786,29 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"5,462",1,14,101,15,1197
Old Memories Cast Long Shadows,Commanderclonesimp,37949059,29 Jan 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"47,196",9,2,17,0,752
cin vhetin,parmecia,44622928,29 Jan 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,452",1,0,7,0,64
The Best Remedy,skim_milkk,44621599,29 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,430",1,10,41,2,600
Exposed // Exposé,romanticinpanic,44524867,29 Jan 2023,General Audiences,"Gen, Other",No Archive Warnings Apply,Complete Work,English,"2,114",1,21,127,11,1375
Cool Ranch Vader 2: Electric Boogaloo,v838monoceros,43568481,29 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"7,190",3,27,51,5,513
Bad Batch's Echo,Cuthalion97,32696386,29 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"20,342",6,166,489,81,6736
Avengers Wars Episode I: Steps Into Shadow,NaldMoney,40281261,29 Jan 2023,General Audiences,F/M,Major Character Death,Complete Work,English,"19,210",14,5,20,2,835
Despite My Body (I Am Still Loved),Jedi_Knight_Leia_Skywalker,44618449,29 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,563,1,2,13,1,95
Teenagers Scare the Living Osik Out of Me,Luxs_Sister,44143449,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"4,292",3,2,15,2,200
The Hunter Buir,Safire1999,28432389,29 Jan 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"1,480",3,7,31,5,560
the floodgates,arkadoot,44616547,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,129,1,2,16,1,73
vibe check,rarsneezes,44614621,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,216",1,5,57,9,357
Нежданно-негаданно,Lenuchka,44574607,28 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Русский,833,1,14,38,0,123
Элегантное оружие,Lenuchka,44512855,28 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Русский,340,1,16,44,1,127
"Forgive me, I feel it again",lothya,43558572,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,"1,203",1,10,40,0,128
I Wanted You to Turn Back,cyareclones,44611264,28 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,766,1,7,99,2,790
Эскиз,girl_of_jade,44375674,28 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Русский,"1,198",1,7,41,0,103
Фруктовый кекс,Lenuchka,44462887,28 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Русский,"2,099",1,13,38,0,104
Dual Edge,ConsiderTheLiliesOfTheField,43270740,28 Jan 2023,General Audiences,F/M,No Archive Warnings Apply,Work in Progress,English,"36,484",10,170,132,27,3496
Bad Batch Drabbles,Jess_a_Dreamer,44610487,28 Jan 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,505,1,2,11,2,107
Remnants,Thisistheend,44609161,28 Jan 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,"2,788",1,5,9,0,119
Falling (In Space),grxcefully,34582465,28 Jan 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Work in Progress,English,"5,522",4,25,243,31,2891
Опасная находка,WTF Star Wars 2023 (Fandom_Star_Wars),44607661,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,"7,124",1,3,18,0,126
Мягкие уши,WTF Star Wars 2023 (Fandom_Star_Wars),44607529,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,753,1,2,23,0,98
"I know on the other side of them, I'll find you",ParkerD17,44604808,28 Jan 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,645,1,2,23,1,225
Недоразумение,WTF Star Wars 2023 (Fandom_Star_Wars),44607283,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,676,1,5,20,0,95
Lunch Moment,Anonymous,44605351,28 Jan 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,286,1,0,3,0,123
[Vid] Begin Again,ExtraPenguin,44604019,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,0,1,0,2,1,37
he doesn’t have an answer to the question of why,ParkerD17,44602201,28 Jan 2023,General Audiences,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,"1,024",1,2,63,4,662
21. Sombra,DarkSapiens,44600923,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Español,"1,813",1,2,2,0,8
Пускай сочится песня болью и надеждой,LaurielAnarwen,44600788,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,"1,621",1,0,11,1,84
"Get well soon, pretty please!",tsepesh,44600545,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,"1,057",1,7,28,0,101
Незапланированная посадка,Siore,44600734,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,"5,778",1,9,33,1,221
Модные в сезоне цветы,Komissar,44597845,28 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Русский,"1,182",1,6,13,0,69
Любимый фаундлинг мандалорских бабушек,Annette_N,44597650,28 Jan 2023,General Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,Русский,713,1,10,19,0,97
"[Podfic] Her Majesty, Alor of Torrent, First of Her Name and Scourge of Mousedroids",Renton6echo,44596147,28 Jan 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,46,1,0,0,0,47
Hide and Seek,orphan_account,44592847,28 Jan 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Work in Progress,English,"3,917",2,0,9,2,84
Pray You Don't Remember,D0g_Eggz,44591383,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,477,1,2,22,1,156
this guy fucking sucks,Sunfl0wer78,44589334,28 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"8,100",1,28,419,59,2213
Fix It Up,oatyboaty,44589124,28 Jan 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,616,1,0,12,1,39
Petrichor,eniyaelleonne,41129214,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"5,647",4,11,36,5,590
Cold,nogooddeedgoesunpunished,44588158,28 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"2,861",1,6,70,2,634
By Your Grace,lothya,43626004,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,306",1,4,34,0,158
Retirement,gay_vampire,44587111,28 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,877,1,6,6,2,20
Growing Pains,moonlighthowl,44586826,27 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,515",1,14,96,10,546
Убивая Кэла Кестиса,m_malpractice,44584846,27 Jan 2023,General Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,Русский,"1,859",1,4,29,0,110
Особенности имперской текучки,WTF Galactic Empire 2023 (Team_Galactic_Empire),44584336,27 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,"3,773",1,19,66,2,222
Cast of Characters in Ta'lan Bet and Grogu FanFic,BurnWater_13,44584240,27 Jan 2023,General Audiences,Other,No Archive Warnings Apply,Complete Work,English,"1,187",1,0,1,0,16
О важности репутации,Kiyoykin,44584213,27 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,776,1,6,45,1,146
Hanging By a Red Thread [Season 1],Blueberry_Mocha,28846617,27 Jan 2023,General Audiences,F/M,Graphic Depictions Of Violence,Work in Progress,English,"8,915",3,2,4,1,63
Я жду,m_malpractice,44584003,27 Jan 2023,General Audiences,No category,No Archive Warnings Apply,Complete Work,Русский,104,1,2,31,1,173
Белые пятна,m_malpractice,44583961,27 Jan 2023,General Audiences,Gen,Major Character Death,Complete Work,Русский,220,1,1,21,1,81
Мой парень - Белоснежка,WTF Lya ty krysa 2023 (lyatykrysa),44582632,27 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Русский,832,1,12,13,0,105
Убьем друг друга во славу Империи,Wolfram_Rivera,44583388,27 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Русский,485,1,3,11,0,42
Русалочка наносит ответный удар,bene_gesserit (irulenn),44583196,27 Jan 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,Русский,"1,792",1,2,22,0,97
Свободная комната,Eleonora_Alva,44583070,27 Jan 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,Русский,"17,928",9,4,21,0,218
Показания потерпевших от любви,Eleonora_Alva,44582146,27 Jan 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,Русский,"11,600",6,2,18,0,175
Entombed - Missing Scenes (TBB S2E5),GunRoswell (GunRoswall),44577628,27 Jan 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"2,495",4,2,17,2,251
100 words - drabbles,beany_in_my_feels,40436205,27 Jan 2023,General Audiences,F/M,No Archive Warnings Apply,Work in Progress,English,900,9,0,21,0,354
CT-9906,orphan_account,44171032,27 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"27,408",8,28,50,8,977
First Cold,Ameera_Mae_Laramie,43303899,27 Jan 2023,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"5,247",2,0,32,5,512
You Are In Love,alwritey_aphrodite,37080304,27 Jan 2023,General Audiences,No category,No Archive Warnings Apply,Work in Progress,English,"35,808",14,15,69,12,2019
How are you so rude and so helpful?,braigwen_s,44574028,27 Jan 2023,General Audiences,Gen,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,518,1,0,7,1,67
In which time has come to say farewell,carryonmywaywardsonofabitch,44571037,27 Jan 2023,General Audiences,"Gen, Other","Major Character Death, No Archive Warnings Apply",Complete Work,English,"2,325",1,13,100,1,718
Lonely Anakin,Jennifer_Perry12,44569555,27 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,753,1,6,20,2,292
Magenta Sith,CourtesyTrefflin,43776379,27 Jan 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"20,277",5,72,182,31,3844
The Light to Find,Pulchra_somnium,44568679,27 Jan 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"2,984",1,7,52,5,744
Clone wars fanart from tumblr,AManOfMyth,43386861,27 Jan 2023,General Audiences,"Gen, M/M",No Archive Warnings Apply,Work in Progress,English,377,6,13,33,0,870
I will know you in my heart forever,willowisp317,44566258,27 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,978,1,2,42,7,321
Ash and Rainfall,OhWormsNice,44564260,26 Jan 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,335",1,1,18,2,111
Принцесса и джедай,Tarun,44563711,26 Jan 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,Русский,"1,400",2,0,2,1,35
Цветочек в цветочках,Tarun,44563561,26 Jan 2023,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,Русский,508,1,0,5,0,30
