Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits
Silkworms and Sakura,lamaenthel,45352411,26 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,497",1,17,31,6,222
Together We End,alex_tyler,45353602,26 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"3,052",1,4,21,3,225
For the Clonehood,GunRoswell (GunRoswall),45353347,26 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"3,747",3,6,7,0,51
Best friend of Jango Fett,SerGate,44328829,26 Feb 2023,General Audiences,No category,"Graphic Depictions Of Violence, Major Character Death",Complete Work,English,"8,351",5,4,28,2,392
ice cream and espionage,Anonymous,45352927,26 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,901,1,2,7,0,99
Tatooine Gala,WhoBarkerDwarfer2,45351841,26 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,254,1,0,2,0,58
your love over my heart,Spencersomega,45351247,26 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,986,1,2,57,7,383
Among the Shattered Remnants,DragonflyonBreak,45351157,26 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"7,459",1,29,150,29,1247
A Healing Heart,thirties (CharlesAndCo),44137029,26 Feb 2023,General Audiences,"Multi, Other","Choose Not To Use Archive Warnings, No Archive Warnings Apply",Work in Progress,English,"12,760",7,70,435,102,6813
You're My Sunshine,silveryink,45350290,26 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,224",1,10,94,13,439
Leia has Hot Dad Syndrome,BellaGriffin,45349792,26 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,156",1,6,96,15,704
see you inside the words,QuickSilverFox3,45349372,26 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,816,1,0,32,0,141
predictable (only to me),QuickSilverFox3,45349132,26 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,756,1,0,43,3,281
Family,Ruuger,45349045,26 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,315,1,3,41,2,251
nature,hinder (heilige_bos),43768053,26 Feb 2023,General Audiences,Gen,Graphic Depictions Of Violence,Work in Progress,English,"129,773",11,37,67,11,1195
Are We There Yet?,Guinevak,45134194,26 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,100,1,6,28,1,159
Often Have I Been Alone,BubbleBakerPenguinPie,43540419,26 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"21,198",7,39,56,6,784
Meteor Shower (Quick Take Cover),ghostmist,45343996,26 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,307",1,6,34,3,380
Reclamation,Gabri_Jade,41494572,26 Feb 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Work in Progress,English,"62,228",18,410,401,115,14625
[podfic] invocation,korechthonia,45336862,26 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,26,1,1,1,0,9
A Test,Aphantomfool,45335782,26 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Work in Progress,English,"1,195",1,0,25,1,135
Drabble Night: Star Wars,DottieSnark_DrabbleNights (DottieSnark),17831300,26 Feb 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Work in Progress,English,"1,300",13,1,5,0,196
Squeamer and quilt,Binny_chicken,45335197,26 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,616",1,2,1,0,12
Snoke and His Presence on a Young Kylo,Chausie,45333286,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,136",1,6,4,0,30
So How Much Does Ren Even Eat?,Chausie,45332362,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,642,1,0,2,0,14
Laces,blabbyshark,45332275,26 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,617,1,3,13,1,103
Jealousy,LoveHurts,45331579,25 Feb 2023,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,458",1,3,8,0,108
Recover a Time Long Gone,Fulcrum55,44741470,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"8,462",1,4,77,13,512
This Is Not A Story - Teenage Gossip Saves The Galaxy,BellaGriffin,45331072,25 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,355",1,6,22,1,316
A Broken Mind Can Heal,Sees_writes,42917409,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"22,542",7,53,135,33,1955
Guilty,thereturnofthecat,45325795,25 Feb 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,995,1,0,9,1,142
research is a lot faster from a primary source,QuickSilverFox3,45329182,25 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,066",1,1,41,3,239
Meeting on the Mourning Stairs (Fanart),countessofbiscuit,45328915,25 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,0,1,0,39,2,294
Lover come back to me? (Part two of Will you stay another day?),GunRoswell (GunRoswall),45328051,25 Feb 2023,General Audiences,"M/M, Gen",Choose Not To Use Archive Warnings,Complete Work,English,"2,062",3,6,9,0,65
Another Answer,LoveHurts,45328060,25 Feb 2023,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,918,1,3,6,1,78
Touch me tender,Zearay,45327763,25 Feb 2023,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"3,378",1,4,109,14,774
Danger and Roses,GunRoswell (GunRoswall),45326032,25 Feb 2023,General Audiences,"Gen, M/M",Choose Not To Use Archive Warnings,Complete Work,English,"1,067",2,4,4,0,20
How to Navigate the Galaxy,Northland,45301996,26 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,100,1,4,37,2,205
Algorithm,Wolviecat,45324307,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,470,1,2,11,2,97
Happy,hulkling616,45323089,25 Feb 2023,General Audiences,F/F,No Archive Warnings Apply,Complete Work,English,100,1,2,5,0,24
From A Certain Child's Point of View:  The Jedi,Lailuva,44841676,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"8,141",4,116,126,11,1820
Son of Ferrix,incognitajones,45322774,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,100,1,14,29,0,91
Fossili,TheRealJeanGenie,45322480,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,Italiano,334,1,0,1,0,10
The Third Path,CollisionTheory,45319843,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"3,047",3,0,1,0,8
The Road that Reaches,ExtraPenguin,44303056,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"11,550",1,13,106,22,624
Windswept,facassie,45319546,25 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,332",1,3,41,1,326
family tradition,cchascona,45319246,25 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"2,125",1,12,55,4,354
Card of Hearts,CourtesyTrefflin,42991275,25 Feb 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,"57,984",17,94,97,6,2735
The Burning Valley,Its_Jaz_Music_Writing,44991901,25 Feb 2023,General Audiences,No category,Graphic Depictions Of Violence,Work in Progress,English,"11,986",2,3,3,1,28
Unwritten,CCA03,44319412,25 Feb 2023,General Audiences,Gen,Graphic Depictions Of Violence,Work in Progress,English,"8,314",3,10,27,4,718
ours are the moments i play in the dark,rakketyrivertam,45315268,25 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,200,1,0,16,0,131
it's so easy in this blue,rakketyrivertam,45315184,25 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,300,1,0,15,0,98
the fire's found a home in me,rakketyrivertam,45315115,25 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,200,1,0,14,0,95
begin your sun salutations,rakketyrivertam,45315031,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,200,1,0,11,0,77
"doin' this for the thrill of it, killin' it",rakketyrivertam,45314974,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,200,1,0,15,0,84
Sabbia,TheRealJeanGenie,45314803,25 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,Italiano,247,1,0,2,0,19
a demonstration of ability,rakketyrivertam,45314677,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,273,1,2,15,0,54
Human Shield,Robyn_Runestone,45313099,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"4,571",1,2,40,7,323
The Rule of Threes,Blue_Sunshine,45311245,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,614,1,7,99,6,580
30 days of Clone Wars fanfics (written by Artificial Intelligence),Longlivetheclones (SavetheClones),44569063,25 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Work in Progress,English,"13,728",27,11,14,2,525
"Hope, Enduring",Virodeil,45310648,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,050",1,3,23,1,221
The Boy-Next-Door Friend,JeezusBeezus (BeezusLovesPorgs),45307789,25 Feb 2023,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,602,1,42,228,27,1205
Knives & Spice - Ram'ser bal Ruus'alor,EricaHouse,45307276,25 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,0,1,2,13,2,337
Pretty Boy,al3xpdx,45305380,24 Feb 2023,General Audiences,"M/M, Other",Choose Not To Use Archive Warnings,Complete Work,English,"1,216",1,9,59,9,494
Change,dutchy0412,45305263,24 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Work in Progress,English,"1,490",1,4,16,1,202
Insanity & Divinty,Annabelle3606,45005236,24 Feb 2023,General Audiences,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,856,2,8,21,4,709
beneficial for both,QuickSilverFox3,45304777,24 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,571,1,1,122,10,683
Primroses,JediMasterBailey,45304225,24 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"3,146",1,15,9,2,58
Clipped Wings,stiltsrosko,45301618,24 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"3,244",1,6,15,0,158
Fluffy Friend,Have_a_great_day_please,45300025,24 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"1,053",1,0,25,4,152
The Number Lads,JGVFHL,41880891,24 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"81,164",21,60,59,12,1611
Five Stages of Writing,Jennifer_Perry12,45298891,24 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,154",1,12,5,0,112
We Would Match,Wixiany,45297799,24 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,867,1,1,75,7,387
The Princess That Saved The Knight,keepyourbadvibesoutofmycornflakes,45297025,24 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,283",1,0,13,3,141
Thar be Clone Cadets here! (TBB S2E10 Alternate Ending/Fixit),GunRoswell (GunRoswall),45296272,24 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"3,362",3,4,7,0,147
Path to Redemption,elismor_aswell,45296047,24 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,100,1,0,5,1,47
Heard Enough,Wixiany,45295831,24 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,873",1,6,102,5,846
a great shattering,S_C_G,44936995,24 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,780",2,85,462,25,3517
Gonky the Neglected,GunRoswell (GunRoswall),45294508,24 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,540,1,0,4,0,54
On the way home,Wolviecat,45294541,24 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,757,1,3,5,0,71
Jedi June 2022,val_aquenta,39451506,24 Feb 2023,General Audiences,Gen,"Choose Not To Use Archive Warnings, Graphic Depictions Of Violence",Complete Work,English,"9,822",4,19,45,2,529
Downtime,FawnFiction_Ao3,45290689,24 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"1,780",1,2,16,0,87
Kestis Ex Machina,Nation_Ustria,45241669,24 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"4,146",2,39,178,42,1642
Nightmares,flying_kanery,45289753,24 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,138",1,6,11,0,105
Was I Made From A Broken Mold?,TylrLoki,44053591,24 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"1,023",2,10,64,4,649
Forces of Infinity,CourtesyTrefflin,44739853,24 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"17,134",4,46,28,8,771
SHOOK THE FIRMAMENT,Serial,45285919,24 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"6,849",1,7,63,12,420
Purple Rancor on the Wall | Febuwhump Day 11,TwentyFunnyBunnies,45287959,24 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,124",1,2,44,6,447
"Rising from Dust, Rebuilding from What’s Lost",SolarisCrescent,45287143,24 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"2,207",1,0,0,0,4
"Sheena death, Koska birth",CT_62585,45287026,24 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"2,640",1,0,1,0,8
Graven Images,pixie_rings,45286723,24 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"7,934",1,15,163,21,1101
Like Sunshine,ghostofskywalker,45285628,24 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,618,1,1,11,1,87
Recklessness Runs In The Family,Wonder_xoxo,45070633,24 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,712,1,0,5,0,49
"For the World, I Still Perform",Legogirl22,45283954,24 Feb 2023,General Audiences,"M/M, Multi",No Archive Warnings Apply,Complete Work,English,890,1,0,1,0,18
I never should of found you,badbatchstan,45134335,24 Feb 2023,General Audiences,F/M,Choose Not To Use Archive Warnings,Work in Progress,English,"1,576",2,4,16,1,433
Together,random_writer_101,45282982,24 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,331",1,0,14,0,78
Hope,Tomoe_Akatsuki,45281263,23 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,Italiano,"1,152",1,0,1,0,10
Ezrabine Oneshots,anikinandpadme,45208081,23 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Work in Progress,English,"1,495",3,6,10,2,474
Painted Future,TemporaryUniverse,45280528,23 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,792",1,9,82,13,525
Drawbar,Wolviecat,45280510,23 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,460,1,7,4,0,59
Reluctance,cryptid_moon,45167482,23 Feb 2023,General Audiences,Multi,No Archive Warnings Apply,Work in Progress,English,"2,231",1,0,3,0,38
An Interesting Meditation,Wixiany,45279100,23 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,145",1,5,115,8,718
The emotional serenade,WhoBarkerDwarfer2,45278959,23 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,251,1,1,2,0,27
expendable,evanui,45267985,23 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,120,1,0,7,1,25
surviving is the only war we can afford,evanui,45278413,23 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,69,1,1,9,1,63
The House of Djarin,ForFangirls,45278431,23 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,647,1,4,52,3,413
Snow and Cigarettes,loreall,45277804,23 Feb 2023,General Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,906,1,3,24,2,223
Hiraeth,Gore_Hound,45277669,23 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"5,672",1,0,2,0,29
You belong with me,that_dude_alex99,45229180,23 Feb 2023,General Audiences,"F/M, M/M",No Archive Warnings Apply,Work in Progress,English,"3,024",2,4,7,1,314
Stuck in Hyperspace (with no help),Goldenwolf0821,45277411,23 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,336,1,2,1,0,47
Board Game Night at the Varykino Lake House,SorciereMystique,45266047,23 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"4,157",1,6,10,0,191
murder can get you a new plushie,Anonymous,45276247,23 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,922,1,2,12,0,123
By My Side,CourtesyTrefflin,31551470,23 Feb 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Work in Progress,English,"88,760",22,538,1153,240,37616
Will you stay another day?,GunRoswell (GunRoswall),45272701,23 Feb 2023,General Audiences,"Gen, M/M",Choose Not To Use Archive Warnings,Complete Work,English,"4,018",3,6,7,0,127
To Find Your Peace,idrilhadhafang,45272455,23 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,362,1,2,6,0,55
People are just Dyeing to get in there,Cloudylads65,45198544,23 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,486",1,0,59,4,404
The Rookery,Chausie,45272104,23 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,512,1,0,2,0,19
Star Wars Imperials 2: Heart of Darkness,Nelltbe,39446934,23 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Work in Progress,English,"18,787",3,9,47,3,930
Kylo Gets a Hug,Chausie,45271771,23 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,209,1,5,3,1,37
[Podfic of] Drifting in Your Arms,Flowerparrish Pods (Flowerparrish),45270928,23 Feb 2023,General Audiences,Multi,No Archive Warnings Apply,Complete Work,English,21,1,2,3,0,12
The Way Things Are,Ameera_Mae_Laramie,36471982,23 Feb 2023,General Audiences,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,"17,486",7,8,55,5,889
First night on the Ship,Goldenwolf0821,45268105,23 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,426,1,0,10,0,202
Plant Yourself in My Heart,purplefangirl42,45267226,23 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"3,838",1,0,12,1,145
Good Vibes Only,LowTide1322,30254061,23 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"60,142",30,248,575,109,15299
Betrayal,HamAndPineapple304,45265456,23 Feb 2023,General Audiences,Multi,No Archive Warnings Apply,Complete Work,English,392,2,4,5,0,145
Little Warrior,Lizartgurl,45264031,23 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,283",1,4,33,4,165
On Top of Everything Else,icandrawamoth,45262396,23 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,551,2,1,2,0,18
the passage rite,Silvercyclops,45262405,23 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,464,1,0,2,0,16
Galactic Pen Pals,EMPRES5 (giudicelli),45262348,23 Feb 2023,General Audiences,Other,Choose Not To Use Archive Warnings,Complete Work,English,"3,673",1,0,2,0,22
Soft and warm,al3xpdx,45262198,23 Feb 2023,General Audiences,"F/M, M/M, Other",Choose Not To Use Archive Warnings,Complete Work,English,"3,787",1,10,120,13,933
How to Say Goodbye,Wonder_xoxo,45164722,23 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,"1,091",2,0,4,0,32
Academy years,Rangerfan58,17457179,23 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Work in Progress,English,"18,953",29,0,0,0,106
Distractions in the Stars,DrHuggles_j,45137347,23 Feb 2023,General Audiences,F/F,No Archive Warnings Apply,Work in Progress,English,"8,060",3,0,8,0,104
A Snowy Complication,wanderingjedihistorian (RangerJedi67),45259555,22 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,793",1,18,143,4,780
[podfic of] hope you're keeping warm,kbirb pods (kbirb),45258817,22 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,42,1,1,2,0,11
The Jaster Mereel School Of Cover IDs,BoliTheSenate,44561419,22 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"8,043",3,163,638,193,3437
Rair pair - meme edition,morriganbia,45256867,22 Feb 2023,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,0,1,0,7,0,91
Minor Injury,Binny_chicken,45256960,22 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,166",1,0,7,0,162
The Seer,YaoYaoSha,45256363,22 Feb 2023,General Audiences,"Gen, M/M",Choose Not To Use Archive Warnings,Complete Work,English,"3,855",1,8,15,2,143
"Stars, They Burn From Inside You",irond0rkness,44679166,22 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"3,124",2,5,53,13,771
beloved favourite,QuickSilverFox3,45254377,22 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,598,1,2,74,5,409
Yaim'ol,MandoGab,45232333,22 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,100",1,1,5,0,45
Small Packages,steampunkunicorn,31082972,22 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Work in Progress,English,"5,152",4,20,55,8,1050
He's Your Brother Too!,geminiofpluto,40960419,22 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Work in Progress,English,"1,267",2,4,53,2,548
Luke Lars - The poster boy,KyuremKing,45252133,22 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"4,812",1,4,10,2,93
Stillness and Constellations,nephilimswitchlight,45252013,22 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,681",1,2,19,1,160
"In Which, Obi-Wan Kenobi Kills Palpatine",ACKenobi11,45250411,22 Feb 2023,General Audiences,Gen,Major Character Death,Complete Work,English,915,1,29,194,20,1923
We're More Than That,Optimistique,45250213,22 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"4,570",1,6,78,9,437
Help From an Unexpected Source,epicmusic42,45249697,22 Feb 2023,General Audiences,Gen,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,English,"1,240",1,1,23,6,197
Table Stakes,elismor_aswell,45249289,22 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,508,1,2,22,2,162
The Dunes of Tatooine,MinaTheSkywalker,45248677,22 Feb 2023,General Audiences,No category,Choose Not To Use Archive Warnings,Work in Progress,English,"1,760",1,1,20,1,145
Din Djarin - Bounty Hunter,BurnWater_13,45206104,22 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"9,162",3,0,5,2,65
give us something to celebrate,Maeve_of_Winter,44696527,22 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"5,340",1,15,505,97,3713
Negative Self Care,SecretAgentIx,45246700,22 Feb 2023,General Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,English,"1,033",1,4,90,2,540
3+ Sentence Fiction Compilation,Mouseyear,42387993,22 Feb 2023,General Audiences,"F/M, Gen",Choose Not To Use Archive Warnings,Complete Work,English,"8,268",70,2,21,2,695
Really,Jess_a_Dreamer,45244261,21 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,784",1,4,42,4,273
Soon Enough,LuvEwan,45244192,22 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,924,1,3,72,12,483
You Never Said Anything About Girls,Pily,33832390,22 Feb 2023,General Audiences,"F/F, Gen",No Archive Warnings Apply,Work in Progress,English,"26,231",13,49,160,23,3661
Of Brothers and War,PsychedelicCowgirl,44697943,22 Feb 2023,General Audiences,No category,No Archive Warnings Apply,Work in Progress,English,"9,750",3,28,86,14,829
Jedi Star Wars Fallen Order: Lost and searching,Redting,44869960,22 Feb 2023,General Audiences,F/M,"Graphic Depictions Of Violence, Major Character Death",Work in Progress,English,"3,074",3,0,2,0,42
May the Force be Taxed,ReconstructWriter,44588143,22 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Work in Progress,English,"3,168",2,9,49,7,332
Fallout,Libby_25cSoda,45236653,22 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"2,781",1,21,92,10,819
How to Befriend a Crime Lord,Wonder_xoxo,45139018,22 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,445,1,0,4,1,46
Keldabe Kiss,honeydjarin,45235402,21 Feb 2023,General Audiences,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,662,1,6,16,1,137
vulnerabilities,notyouraveragesofia,45234751,21 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,051",1,12,62,5,332
Lullaby,snowshus,45233542,21 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,354,1,3,16,1,49
Unchecked and Unnacounted For,daisiechain,41985873,21 Feb 2023,General Audiences,"Gen, Other",No Archive Warnings Apply,Work in Progress,English,"26,035",7,0,17,6,572
Tracking and Evasion,LadySongmaster,45232489,21 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,905,1,32,185,5,684
Come back Echo! We’re a mess!,GunRoswell (GunRoswall),45230839,21 Feb 2023,General Audiences,"Gen, M/M",Choose Not To Use Archive Warnings,Complete Work,English,"2,074",3,8,19,0,197
Cold,thereturnofthecat,45229516,21 Feb 2023,General Audiences,"F/M, Gen",No Archive Warnings Apply,Complete Work,English,576,1,4,30,2,286
[podfic of] to be known by the unknown,Flowerparrish Pods (Flowerparrish),45229912,21 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,29,1,2,8,0,43
Turning Point,elismor_aswell,45229768,21 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,101,1,2,8,1,35
Old Friends - The Clone Uprising Part Two,GunRoswell (GunRoswall),45075799,21 Feb 2023,General Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,"8,627",5,0,10,2,216
Find Your Mother in Me,Jennifer_Perry12,44659198,21 Feb 2023,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,"1,221",2,8,25,3,441
under the light of the stars,catsnkooks,45227170,21 Feb 2023,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,352,1,10,41,1,202
A Different Destiny,Lena_Hills,44820391,21 Feb 2023,General Audiences,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,179,1,40,76,3,324
A Woman's Touch,eclipsed_aurelia,35656159,21 Feb 2023,General Audiences,F/M,No Archive Warnings Apply,Work in Progress,English,"149,384",21,302,146,22,7361
