Work ID,Warnings,Relationships,Characters,Other
45720247,Creator Chose Not To Use Archive Warnings,"Hunter (Star Wars: The Bad Batch)/Reader, Hunter (Star Wars: The Bad Batch) & Reader","Hunter (Star Wars: The Bad Batch), Tech (Star Wars: The Bad Batch), Wrecker (Star Wars: The Bad Batch), jedi reader - Character","Mentioned Tech (Star Wars: The Bad Batch), Mentioned Wrecker (Star Wars: The Bad Batch), Mentioned CT-21-0408 | CT-1409 | Echo, Panic Attacks, Fluff and Angst, Fluffy Ending, Jedi Reader (Star Wars)"
40988028,No Archive Warnings Apply,"Boil & Waxer (Star Wars), Obi-Wan Kenobi & Darth Maul, Boil & Numa & Waxer (Star Wars), Din Djarin & Bo-Katan Kryze","Clone Commander Thorn (Star Wars), CT-5597 | Jesse, Clone Trooper Boil (Star Wars), Clone Trooper Waxer (Star Wars), Darth Maul, Obi-Wan Kenobi, Numa (Star Wars), Din Djarin, Bo-Katan Kryze","Fanart, Silly, Thorn and The Hammer, Galactic Park Service, wildlife safety, PSA, Comic, Memes, space gas station, The Mandalorian Darksaber (Star Wars)"
45718525,Creator Chose Not To Use Archive Warnings,Sheev Palpatine | Darth Sidious & Darth Vader,"Sheev Palpatine | Darth Sidious, Darth Vader, Luke Skywalker","Luke is mentioned but not by name, Movie: Star Wars: The Empire Strikes Back, Manipulative Sheev Palpatine, Sheev Palpatine Being An Asshole, Canon Compliant, POV Sheev Palpatine, Sith Shenanigans (Star Wars), Force stuff"
45717877,No Archive Warnings Apply,Cinta Kaz/Vel Sartha,"Cinta Kaz, Vel Sartha, Luthen Rael","Fluff, First Meetings, Rain, sharing a blanket, Platonic Cuddling, Pre-Relationship, Pre-Canon, Love at First Sight, velcintaweek2023, Day 1: First Meetings, Wordcount: 100-500"
45716971,Creator Chose Not To Use Archive Warnings,"Qui-Gon Jinn & Tahl, Plo Koon & Bant Eerin, Tahl & Bant Eerin, Obi-Wan Kenobi & Bant Eerin","Adi Gallia, Plo Koon, Saesee Tiin, Even Piell, Bruck Chun, Bant Eerin, Sifo-Dyas (Star Wars), Tyvokka (Star Wars), Yoda (Star Wars), Yaddle (Star Wars), Qui-Gon Jinn, Eeth Koth, Tahl (Star Wars), Xanatos (Star Wars)","Original Jedi Characters - Freeform, Jedi Culture, Manipulation, Qui-Gon Jinn's A+ Parenting, Mentions of Melida|Daan, Jedi Council - Freeform, Jedi Code (Star Wars)"
45716911,No Archive Warnings Apply,"Obi-Wan Kenobi/Anakin Skywalker, Qui-Gon Jinn/Obi-Wan Kenobi/Anakin Skywalker, Qui-Gon Jinn & Anakin Skywalker, Qui-Gon Jinn & Obi-Wan Kenobi, Qui-Gon Jinn & Obi-Wan Kenobi & Anakin Skywalker","Qui-Gon Jinn, Obi-Wan Kenobi, Anakin Skywalker","Polyamory, Medical Procedures, Medical Inaccuracies, Sickfic, Sick Character, Anakin Skywalker Needs a Hug, Protective Obi-Wan Kenobi, Obi-Wan Kenobi Needs a Hug, Appendicitis, Non-Sexual Age Play, blink and you'll miss it honestly, Daddy Kink, Hurt/Comfort, Angst and Hurt/Comfort, Angst, Safeword Use"
45425137,No Archive Warnings Apply,,"Dave York, Dieter Bravo, Din Djarin, Ezra (Prospect 2018), Francisco ""Catfish"" Morales, Jack | Whiskey (Kingsman), Javier Peña (Narcos), Javi Gutierrez, Joel (The Last of Us), Marcus Moreno, Marcus Pike, Max Phillips, Nico (House Comes With A Bird), Oberyn Martell, Pero Tovar, Shane ""Dio"" Morrissey, Maxwell Lord, The Thief (Casillero del Diablo ""Would You Steal From the Devil?"" Commercial), Nick Caldwel (Fire Meet Gasoline - Sia (Music Video)), Eddie (BtVS), Tim Rockford, Charlie (SNL Sketch), Mr. Ben (SNL Sketch), Meemaw (SNL Sketch), Mario (SNL Sketch), Wing Bro (SNL Sketch), Paul (SNL Sketch), The Waiter (SNL Sketch)","Chaos, Crack Treated Seriously, no beta we die like oberyn, Swearing, a lot of swearing, Chatting & Messaging, Pedro Pascal please don’t read this, idk if you read fanfiction, but if you stumble across this, dont read it, chatfic, they’re self aware btw, they know and have seen what you all have done, run /j, also those who died did “die” but they came back in the name of canon doesnt exist here, slight mentions of their source’s characters, Maybe I’ll add them too, who knows - Freeform"
44956279,Creator Chose Not To Use Archive Warnings,,"Revan (Star Wars), Obi-Wan Kenobi, Reeft (Star Wars), Prie (Star Wars), Bant Eerin, Quinlan Vos, Garen Muln, Jango Fett",
45715018,No Archive Warnings Apply,Leia Organa/Han Solo,"Han Solo, Leia Organa, Jan Dodonna, Chewbacca","One Shot, Drabble"
45676615,No Archive Warnings Apply,Clone Trooper Boil/Clone Trooper Waxer (Star Wars),"Clone Trooper Boil (Star Wars), Clone Trooper Waxer (Star Wars)","Alternate Universe - Soulmates, Soulmate-Identifying Marks, Soulmates, Romantic Soulmates, Waxer Lives (Star Wars), Order 66 Didn’t Happen (Star Wars), Alternate Universe - Canon Divergence, Clone Troopers Speak Mando’a, Planet Naboo (Star Wars), Post-Canon, Survivor Guilt, Hurt/Comfort, (in the most basic terms), WaxerBoil Month 2023, Podfic & Podficced Works, Podfic, Podfic Length: 10-20 Minutes, Audio Format: MP3, Audio Format: Streaming"
45714850,No Archive Warnings Apply,Din Djarin/Reader,"Din Djarin, Grogu | Baby Yoda","Fluff, Starship Razor Crest | Din Djarin's ST-70 Assault Ship, Soft Din Djarin, Slow Burn, Gender-neutral Reader, song title"
45709273,No Archive Warnings Apply,Hunter & Tech (Star Wars: The Bad Batch),"Tech (Star Wars: The Bad Batch), Hunter (Star Wars: The Bad Batch)","Tech Needs a Hug (Star Wars: The Bad Batch), Autistic Tech (Star Wars: The Bad Batch), Neurodivergent Tech (Star Wars: The Bad Batch), Smart Tech (Star Wars: The Bad Batch), Tired Tech (Star Wars: The Bad Batch), Hurt Tech (Star Wars: The Bad Batch), Good Older Sibling Hunter (Star Wars: The Bad Batch), Good Sibling Hunter (Star Wars: The Bad Batch), Fluff, Angst, tbbtechweek 2023, tbbtechweek, Character Study, Fluff and Humor, Angst with a Happy Ending"
32499556,Creator Chose Not To Use Archive Warnings,"CC-2224 | Cody/Obi-Wan Kenobi, CC-2224 | Cody & Obi-Wan Kenobi","Obi-Wan Kenobi, CC-2224 | Cody, Ahsoka Tano, Satine Kryze, CT-7567 | Rex, CT-27-5555 | ARC-5555 | Fives, CT-5597 | Jesse, Siri Tachi, Garen Muln, Bant Eerin, Qui-Gon Jinn, Tahl (Star Wars), Anakin Skywalker, Bail Organa","Alternate Universe - Modern Setting, Hurt/Comfort, Post-Break Up, Grief/Mourning, Obi-Wan Kenobi Needs a Hug, Siblings CC-2224 | Cody & CT-7567 | Rex, Falling In Love, Past Character Death, Happy Ending, No Beta We Die Like Clones, Slow Burn"
45712513,"Graphic Depictions Of Violence, Major Character Death","Cere Junda & Cal Kestis, Cere Junda & Trilla Suduri | Second Sister, Cal Kestis & Trilla Suduri | Second Sister","Cal Kestis, Trilla Suduri | Second Sister, Cere Junda","i am so terribly sorry, i hurt my feelings too okay, Hurt No Comfort, don't know why i did this to myself, she kills people but she looks hot doing it, cal tries to get through to trilla, doesn't work lmao, I really am sorry, Murder, cal has too much good in his heart, trilla reaaaaaly isn't happy with cere, trilla is off her rocker, she's in a silly goofy mood actually, yay! peace for trilla!, starts sobbing, can you blame trilla?, probably but therapy doesn't exist in star wars, Alternate Ending"
45710854,Creator Chose Not To Use Archive Warnings,"Din Djarin & Grogu | Baby Yoda, Din Djarin & Bo-Katan Kryze, Din Djarin & Greef Karga","Din Djarin, Grogu | Baby Yoda, Bo-Katan Kryze, Greef Karga, Peli Motto, Luke Skywalker, Ahsoka Tano","Team Bonding, Bo doesn't know what to believe anymore, No one can resist Grogu being adorable"
29486460,No Archive Warnings Apply,"Paz Vizsla/Reader, Paz Vizsla/You","Paz Vizsla, Earthling!Reader - Character","highly self-indulgent semi self-insert, i just want Paz cuddles okay?, don't judge pls xD, Reader-Insert, Short Chapters, Freeform, POV Alternating, Fluff, i'm sorry but the chapter length now has started to greatly vary xD, Mando'a Language (Star Wars), Not Canon Compliant"
31616678,No Archive Warnings Apply,"Firmus Piett & Maximilian Veers, Firmus Piett & Anakin Skywalker, Leia Organa & Firmus Piett, Leia Organa/Han Solo, Leia Organa & Luke Skywalker, Mara Jade/Luke Skywalker, Anakin Skywalker & Luke Skywalker, Leia Organa & Anakin Skywalker","Firmus Piett, Maximilian Veers, Leia Organa, Luke Skywalker, Anakin Skywalker | Darth Vader, Han Solo, Chewbacca (Star Wars), C-3PO (Star Wars), R2-D2 (Star Wars), CT-7567 | Rex, CC-1010 | Fox, Ahsoka Tano, Wedge Antilles, Derek ""Hobbie"" Klivian, Venka (Star Wars), SSD Executor|the Lady, Dr. Henley OC, Matthew Scraps OC, Captain Kelly OC, Chief Baldwin OC, Ellery OC, Mara Jade, Kendal Ozzel, CC-3636 | Wolffe, Madeline Hatley OC","Epic Friendship, Epic Bromance, Family Feels, Skywalker Family Drama (Star Wars), Skywalker Family Feels (Star Wars), Found Family, Angst, Action/Adventure, Angst and Humor, Fluff and Humor, Hurt/Comfort, Emotional Hurt/Comfort, Angst and Hurt/Comfort, Drama, Piett is my favorite and that will be obvious, Firmus Piett Needs a Hug, Human Disaster Anakin Skywalker, Anakin Skywalker Needs a Hug, Jedi Leia Organa"
42753225,No Archive Warnings Apply,"CC-5052 | Bly & CC-2224 | Cody & CC-1004 | Gree & CT-6116 | Kix & Harry Potter, Harry Potter & Hermione Granger & Justin Finch-Fletchley & Sue Li & Blaise Zabini","Harry Potter, CC-2224 | Cody, CC-1004 | Gree, CC-5052 | Bly, CT-6116 | Kix, Hermione Granger, Justin Finch-Fletchley, Sue Li (Harry Potter), Blaise Zabini, Ron Weasley, Neville Longbottom, Hufflepuff Students, Draco Malfoy","Hogwarts First Year, Mandalorian Clone Troopers (Star Wars), Mandalorian Harry Potter, Adopted Harry Potter, Mandalorian Culture (Star Wars), Mando'a Language (Star Wars), As in they all speak Mando'a, Hogwarts Inter-House Friendships, Post-Order 66 (Star Wars), Clone Trooper Culture (Star Wars), They have issues and they've done their best, BAMF Clone Troopers (Star Wars), Aliit Dar'verd, Harry Potter Has a Different Name, JKR's bigotry and transphobia have no place here, CC-2224 | Cody is So Done, Manipulative Albus Dumbledore"
45706960,No Archive Warnings Apply,"Obi-Wan Kenobi & Ahsoka Tano, Plo Koon & Ahsoka Tano, Rig Nema & Ahsoka Tano","Obi-Wan Kenobi, Ahsoka Tano, Plo Koon, Original Jedi Character(s) (Star Wars), Rig Nema","Obi-Mom Kenobi, Ahsoka Tano Needs a Hug, And she gets it, boy howdy, Is It Still Gaslighting If It's A Baby, Child Ahsoka Tano, Stewjoni Obi-Wan Kenobi, Ahsoka Tano Has Chompers"
45706159,No Archive Warnings Apply,"Omega & Tech (Star Wars: The Bad Batch), Crosshair & CT-21-0408 | CT-1409 | Echo & Hunter & Omega & Tech & Wrecker (Star Wars: The Bad Batch)","Omega (Star Wars: The Bad Batch), Tech (Star Wars: The Bad Batch), Hunter (Star Wars: The Bad Batch), Crosshair (Star Wars: The Bad Batch), Wrecker (Star Wars: The Bad Batch), CT-21-0408 | CT-1409 | Echo","Family Fluff, Domestic Fluff, Tooth-Rotting Fluff, The Dad Batch, Aquariums, Fish, ocean animals, Whales, Sharks, Sea Otters, Toddler Omega"
45704932,No Archive Warnings Apply,"Luke Skywalker & Darth Vader, Biggs Darklighter & Luke Skywalker","Luke Skywalker, Darth Vader, Biggs Darklighter","Vampires, Sith Are Vampires, Suitless Darth Vader, Alternate Universe - Fantasy, Blood Drinking, Vampire Thralls, Angst, Temporary Character Death"
44456704,No Archive Warnings Apply,"Higashikata Josuke (JoJo: Diamond is Unbreakable)/Reader, Marianne von Edmund/Reader, Donna Beneviento/Reader, Yoshida Hirofumi/Reader, Hibiki Dan/Reader, Noi (Dorohedoro)/Reader, iono/reader, protagonist(Shin megami tensei V)/reader, Hunter(s) & Palico(s) (Monster Hunter), Juno (BEASTARS)/Reader, Vanessa A. | Ness/Reader, Levi Ackerman/Reader, Serizawa Katsuya/Reader, Impa (Legend of Zelda)/Reader, CT-7567 | Rex/Reader, Mai (Avatar)/Reader","Higashikata Josuke (JoJo: Diamond is Unbreakable), Marianne von Edmund, Donna Beneviento, Yoshida Hirofumi, Hibiki Dan, Noi (Dorohedoro), Nanjamo | Iono, Protagonist (Shin Megami Tensei V), Palico(s) (Monster Hunter), Juno (BEASTARS), Vanessa A. | Ness, Levi Ackerman, Serizawa Katsuya, Impa (Legend of Zelda), Muffet (Undertale), Schwartz | Roscoe, CT-7567 | Rex, Mai (Avatar), Shibuya Aoi (Digimon Survive), Pegasus J. Crawford | Maximillion Pegasus","Black Character(s), Black Male Character, Reader-Insert, Ficlet, Ficlet Collection, Fluff, Domestic Fluff, black history month, Interracial Relationship"
44446279,No Archive Warnings Apply,Firmus Piett/Darth Vader,"Anakin Skywalker | Darth Vader, Darth Vader, Firmus Piett, Maximilian Veers, Kendal Ozzel","Sad Darth Vader, Darth Vader Needs a Hug, Slow Burn, POV Firmus Piett, Tired Firmus Piett, Other Additional Tags to Be Added"
40064517,No Archive Warnings Apply,"Din Djarin & Boba Fett, CC-2224 | Cody & Din Djarin, Din Djarin & CT-7567 | Rex, Din Djarin & CT-27-5555 | ARC-5555 | Fives, Boba Fett & CT-7567 | Rex, CC-2224 | Cody & Boba Fett, Boba Fett & CT-27-5555 | ARC-5555 | Fives, CT-7567 | Rex/Ahsoka Tano","Din Djarin, CT-27-5555 | ARC-5555 | Fives, CT-7567 | Rex, CC-2224 | Cody, Boba Fett, Fennec Shand, Han Solo, Chewbacca (Star Wars), Lando Calrissian, Ben Solo, Luke Skywalker, Ahsoka Tano, CC-3636 | Wolffe, Garsa Fwip","Time Travel, Sith Artifacts (Star Wars), Protective Older Brothers, Hurt/Comfort, Angst, Fluff, Family Fluff, Mando'a Language (Star Wars), Clone Troopers Speak Mando'a (Star Wars), Protective Din Djarin, Mand'alor Din Djarin, Good Parent Din Djarin, Multiple Pov, tw: disassociation, Fives is a baby, Fives is struggling with things, as toddlers do, Protective CC-2224 | Cody, Bed-Wetting, Existential Crisis, Diapers, Thumb-sucking, canon typical slavery, Trafficking, Threat to children, Age Regression/De-Aging, Brainwashing, That's Not How The Force Works (Star Wars), But I don't care, CT-7567 | Rex Needs a Hug, CC-2224 | Cody Needs a Hug, CT-27-5555 | ARC-5555 | Fives Needs a Hug, Ben Solo Needs A Hug, Drowning, Panic Attacks, Mandalorian Adoption (Star Wars)"
45703459,No Archive Warnings Apply,"Padmé Amidala/Anakin Skywalker, Leia Organa & Luke Skywalker","Leia Organa, Luke Skywalker","Mentioned Padmé Amidala, Mentioned Darth Vader, Speculations and Musings, Flash Fic"
45700378,No Archive Warnings Apply,Obi-Wan Kenobi/Anakin Skywalker,"Anakin Skywalker, Obi-Wan Kenobi","AI, AI generated story, not written by me, this is so good like how, ai is insane, AI Chat GPT"
45679354,No Archive Warnings Apply,,"Wrecker (Star Wars: The Bad Batch), CT-21-0408 | CT-1409 | Echo, Crosshair (Star Wars: The Bad Batch), Omega (Star Wars: The Bad Batch), Hunter (Star Wars: The Bad Batch), Tech (Star Wars: The Bad Batch)","headcanons, Literally just headcanons, Star wars headcanons, that’s it, also, Crosshair didn’t leave, Soft Crosshair (Star Wars: The Bad Batch), Crosshair Needs a Hug (Star Wars: The Bad Batch), CT-21-0408 | CT-1409 | Echo Needs a Hug, crying sobbing, i don’t know how to use tags"
39242880,No Archive Warnings Apply,"Padmé Amidala/Anakin Skywalker, Eeth Koth/Mace Windu, Anakin Skywalker & Mace Windu","Anakin Skywalker, Mace Windu, Sheev Palpatine | Darth Sidious, Padmé Amidala, Plo Koon, Eeth Koth","Alpha Anakin Skywalker, Omega Mace Windu, Tired Mace Windu, Sexism, Discussion of Abortion, Discussion of Exile, Protective Anakin Skywalker, Cautious Mace, Mace Windu Needs a Hug, Alpha/Beta/Omega Dynamics"
40851915,No Archive Warnings Apply,"Kanan Jarrus/Hera Syndulla, Kanan Jarrus & Sabine Wren, C1-10P | Chopper & Alexsandr Kallus, Ezra Bridger & Kanan Jarrus, Alexsandr Kallus & Garazeb ""Zeb"" Orrelios, Ezra Bridger & Sabine Wren","Kanan Jarrus, Hera Syndulla, Sabine Wren, C1-10P | Chopper, Ezra Bridger, Garazeb ""Zeb"" Orrelios","Family, Friendship, Found Family, Starting A Family, Chopper The Tattletale, He Likes Kallus Though So It's Kind of Out of Loyalty, Unplanned Pregnancy, family comes first, Kanan Jarrus & Hera Syndulla as Space Parents, Series Starter, Parental Kanan Jarrus, Parental Hera Syndulla, Loth-Wolves (Star Wars), The World Between Worlds (Star Wars), Kanan Jarrus Lives, Ezra Doesn't Leave, Kanan Jarrus/Hera Syndulla in Love, They're Getting Married!, Take That Cham, Everyone Knows Hera's Pregnant, That's What Happens When You've Lived Together Too Long"
45377995,No Archive Warnings Apply,Kanan Jarrus/Hera Syndulla,"Hera Syndulla, Kanan Jarrus, Fulcrum Agents (Star Wars), Rae Sloane, Cikatro Vizago, C1-10P | Chopper, Lux Bonteri, Cham Syndulla","kanera - Freeform, Planet Gorse (Star Wars), Canon Compliant, as much as possible, Post-Star Wars: A New Dawn, no rebels sorry, planets of Star Wars, Hera Syndulla Needs A Hug, Kanan Jarrus Has PTSD, ahsoka but shes fulcrum, Slow Burn, a whole lot of slow burn, star wars planets name drops, Angst, Comfort, Hurt, Love, LOVEEEEEEEEEEEEEE, the best friends phase pre relationship, IS SO, Ugh, CHEFS KISS, Explicit Language"
45698728,Creator Chose Not To Use Archive Warnings,"Obi-Wan Kenobi & Anakin Skywalker, Anakin Skywalker & Ahsoka Tano, Obi-Wan Kenobi & Ahsoka Tano, Obi-Wan Kenobi & Anakin Skywalker & Ahsoka Tano, Mentioned Padme Amidala/Anakin Skywalker - Relationship","Anakin Skywalker, Ahsoka Tano, Obi-Wan Kenobi","Unreliable Narrator Anakin Skywalker, Dreams and Nightmares, Hurt/Comfort, Angst, Anakin Skywalker Whump, Fluff, Fluff and Angst, Yoda's Disaster Lineage (Star Wars), ahsoka tano has adhd, Anakin Skywalker Has ADHD, Obi-Wan Kenobi is So Done, Soup, Foreshadowing, Sleepy Cuddles, sleep-deprived giggling, from both them and me, POV Third Person, although its messy, ruminations on the monotony of war, accidental hcs about them laughing, because it doesn't happen enough in canon"
45698221,No Archive Warnings Apply,CT-21-0408 | CT-1409 | Echo/Reader,"CT-21-0408 | CT-1409 | Echo, Reader","Sickfic, Sick Character, Fluff, Caretaking, Soft CT-21-0408 | CT-1409 | Echo, Tooth-Rotting Fluff, Inspired by Real Events, gender neutral reader"
45698104,Creator Chose Not To Use Archive Warnings,"Soup Clone/Toast Clone | Sandwich Clone (Star Wars), Popsicle Clone/Soup Clone/Toast Clone | Sandwich Clone (Star Wars)","Soup Clone (Star Wars), Toast Clone | Sandwich Clone (Star Wars)","CHSOTM, prompts, Snow Storm, Modern AU, Shelter from the Storm, Homelessness, War Veteran treatment, an act of kidness, Cooking, Café, Angst, helping a stranger, Light At the End Of the Tunnel"
45690451,No Archive Warnings Apply,"Bo-Katan Kryze/Fenn Rau, Bo-Katan Kryze & Atin Kryze (OC), Din Djarin & Grogu | Baby Yoda","Bo-Katan Kryze, Fenn Rau, Atinla Kryze (OC), Satine Kryze (mentioned) - Character, Din Djarin (mentioned), Grogu | Baby Yoda (mentioned), Hera Syndulla (mentioned)","Angst, Family Drama, Bo-Katan Kryze Needs a Hug, Soft Bo-Katan Kryze, Bo loves kids, Fenn Rau is dead in The Mandalorian season 3? Right?, Emotional Hurt/Comfort, Mother-Daughter Relationship, Planet Kalevala (Star Wars), Non-Canonical Character Death, Hera is Atin's other mom when her real one has a depression on Kalevala, Headcanon"
45696514,No Archive Warnings Apply,"Kleya Marki/Luthen Rael, Kleya Marki & Luthen Rael","Luthen Rael, Kleya Marki, Lonni Jung","Canon Compliant, post-scene, Fluff and Angst, Ambiguous Relationships, Morally Ambiguous Character, costs of the rebellion, War, Spies & Secret Agents, Star Wars Spoilers, Rebel Alliance Intelligence (Star Wars), Philosophy, Character Study, Dialogue, Implied Relationships"
45696460,No Archive Warnings Apply,Din Djarin & Bo-Katan Kryze,"Din Djarin, Bo-Katan Kryze, Ursa Wren, The Armorer (The Mandalorian TV), Pre Vizsla","Protective Din Djarin, Bo-Katan Kryze Needs a Hug, Bo-Katan Kryze Has Issues, The Armorer is Rook Kast, Mentioned Grogu | Baby Yoda, The Mandalorian Darksaber (Star Wars), Mandalorians (Star Wars), Pre Vizsla Being an Asshole, Death Watch | Kyr'tsad (Star Wars), Soft Din Djarin"
45696313,No Archive Warnings Apply,"Padmé Amidala/Anakin Skywalker, Obi-Wan Kenobi & Anakin Skywalker","Anakin Skywalker, Obi-Wan Kenobi, Padmé Amidala","Soulmates, Alternate Universe - Soulmates, This is not an actual story, Jedi Culture & Tradition (Star Wars), Fix-It"
45647194,No Archive Warnings Apply,,"Original Clone Trooper Character(s) (Star Wars), Clone Trooper Hardcase (Star Wars), CC-1010 | Fox, Clone Commander Thorn (Star Wars), CC-5869 | Stone, CC-4477 | Thire","Chatting & Messaging, The Coruscant Guard are not having a fun time, Angst, Attempt at Humor"
45694504,No Archive Warnings Apply,"Din Djarin & Grogu | Baby Yoda, Din Djarin/Boba Fett, Boba Fett & Grogu | Baby Yoda","Din Djarin, Boba Fett, Grogu | Baby Yoda","Fluff, Domestic Fluff, Play Fighting, Snow Day, Snow, Snowball Fight, Slice of Life"
45694501,No Archive Warnings Apply,"Padmé Amidala/Anakin Skywalker, Leia Organa & Anakin Skywalker, Padmé Amidala & Leia Organa","Anakin Skywalker | Darth Vader, Leia Organa, Padmé Amidala, Firmus Piett","hostage swap, Escape, Double Agent Darth Vader, Padmé Amidala Lives, BAMF Padmé Amidala, BAMF Leia Organa, Scheming, Good Parent Darth Vader, As much as he can be"
