Author,Min_Word_count,Max_Word_count,Avg_Word_count,Min_Paragraph_Count,Max_Paragraph_Count,Avg_Paragraph_Count
Calyss,578,578,578.0,1,1,1.0
Cam_elot,698,698,698.0,1,1,1.0
CamaradeCactus,417,487,452.0,1,1,1.0
CamilleDuDemon,1046,917,715.9130434782609,1,1,1.0
Candy_Moony108,2785,4884,3919.8333333333335,1,1,1.0
Candyswiz,1455,963,1731.75,1,9,2.6875
Canon_Is_Relative,100,784,481.3333333333333,1,1,1.0
CantaloupeCafe,1083,2427,1799.75,1,1,1.0
Cantatrice18,1033,563,1085.3181818181818,1,6,1.4545454545454546
CanteculLuiA,3168,5673,4420.5,1,1,1.0
Cantorii,5928,5928,5928.0,2,2,2.0
CaocHatsune,4198,6336,5330.333333333333,1,1,1.0
CapGirlCanuck,2282,4987,3634.5,1,2,1.5
CapNstuff,1810,894,1352.0,1,1,1.0
Capdar1,0,0,0.0,1,1,1.0
Capella,1006,7182,2407.1666666666665,1,6,1.8333333333333333
CapnThatguy,1973,1973,1973.0,1,1,1.0
CapricornFightClub6116,7035,7035,7035.0,2,2,2.0
CaptButtStallion,1091,542,816.5,1,1,1.0
CaptainBen1151,44969,44969,44969.0,36,36,36.0
CaptainC_Ham,2160,2160,2160.0,1,1,1.0
CaptainCoffee,0,0,0.0,1,1,1.0
CaptainCricket,2505,911,3008.0,1,1,1.0
CaptainDabsalot,13016,13016,13016.0,57,57,57.0
CaptainDeryn,1117,397,1980.2857142857142,1,1,1.0
CaptainJack,1161,961,776.3333333333334,1,1,1.0
CaptainKodak,4433,4433,4433.0,1,1,1.0
CaptainMallory,1165,995,1010.0,1,1,1.0
CaptainOfDaShip,367,367,367.0,1,1,1.0
CaptainOfRed,1092,791,660.75,1,1,1.0
CaptainRex_ika,5821,5821,5821.0,1,1,1.0
CaptainSaltyMuyFancy,1186,8287,3363.0,1,7,3.0
CaptainSledDog,7523,7523,7523.0,6,6,6.0
CaptainSophieStark,1005,4095,1935.0555555555557,1,1,1.0
CaptainSway,0,10,5.0,1,1,1.0
Captain_Amelia,18549,3967,15851.333333333334,14,5,12.0
Captain_Jacks_Log,1052,1052,1052.0,1,1,1.0
Captain_Lilja,19320,6977,7001.0,1,5,1.6666666666666667
Captain_Narava,262,952,607.0,1,1,1.0
Captain_fandoms,103623,103623,103623.0,65,65,65.0
Captains_Orders,1142,1142,1142.0,1,1,1.0
Captastra,2306,6550,4428.0,1,2,1.5
Captora,6704,6704,6704.0,1,1,1.0
Capurnia,1011,909,1750.5263157894738,1,2,1.0526315789473684
Cara_Kenobi,2584,2584,2584.0,1,1,1.0
Cara_Loup,5094,5094,5094.0,1,1,1.0
Caralinguiel (AC9123),5821,5821,5821.0,8,8,8.0
Caramel604,20,20,20.0,1,1,1.0
Cardansmother,2455,2455,2455.0,1,1,1.0
Carefulthatsenough,1000,903,2289.9310344827586,1,2,1.5172413793103448
Carlos Danger (Talon88),1326,3118,2209.0,1,1,1.0
Carloswilliamcarlos,1282,1282,1282.0,1,1,1.0
Carlough,3419,3419,3419.0,1,1,1.0
Carlsucksatlife,207,503,381.3333333333333,1,1,1.0
Carmadine,1069,1069,1069.0,1,1,1.0
Carmarthen,1007,957,903.8666666666667,1,1,1.0
Carmarthen Juvenilia (Carmarthen),390,939,702.6666666666666,1,1,1.0
Carmen_Shing,27398,27398,27398.0,9,9,9.0
Carnavas,6063,6063,6063.0,2,2,2.0
CarneySibley,218,851,636.0,1,1,1.0
Carnival_Ivy,1274,699,9591.75,1,31,4.875
CaroGolden,3914,3914,3914.0,1,1,1.0
Carohas,2785,2785,2785.0,2,2,2.0
Carola_dl,9520,9520,9520.0,1,1,1.0
Carpe_History,100,100,100.0,3,3,3.0
CarrieFishersWife1227,545,662,603.5,1,2,1.5
CarrieHolbrook630,1937,3258,2597.5,1,1,1.0
Carrietrash,1028,497,1257.0,1,1,1.0
Carrion_CarryOn,1308,1308,1308.0,1,1,1.0
Carter_Ash_Official,1111,955,27236.636363636364,1,8,3.6363636363636362
CartoonJessie,2032,2032,2032.0,1,1,1.0
Cartopathy,720,720,720.0,1,1,1.0
Caryn_B,0,3943,4100.5,1,1,1.0
CaseOfTheStrange,265,265,265.0,1,1,1.0
CasiElSilencio,2913,2913,2913.0,2,2,2.0
CassEastham,12409,12409,12409.0,7,7,7.0
CassandraSpayke,11364,6239,8801.5,1,1,1.0
Cassandra_Bones,282,282,282.0,1,1,1.0
CassianFlynn,2073,2073,2073.0,3,3,3.0
Cassidae,1316,5442,3379.0,1,1,1.0
CassieIngaben,36,36,36.0,1,1,1.0
Cassie_Thornfield_AmongTheStars,3388,3388,3388.0,1,1,1.0
Cassiopaya,1527,3570,2548.5,1,2,1.5
Casskane,1129,893,1186.5,1,1,1.0
Cassplay,685,685,685.0,1,1,1.0
Casta_X,100,907,4070.0,1,5,5.615384615384615
Casta_Y (Casta_X),0,947,1651.3529411764705,1,4,1.1764705882352942
Castibella_Shipper_of_the_Lord,1273,1273,1273.0,1,1,1.0
CastleAndMurdock,2959,802,1880.5,1,2,1.5
Castryn,818,818,818.0,1,1,1.0
CasualThursday,464,464,464.0,1,1,1.0
CatFromPoland,2202,2202,2202.0,2,2,2.0
CatLovePower,1003,1003,1003.0,1,1,1.0
CatNip_618,778,778,778.0,1,1,1.0
CatOfScorn,4573,4573,4573.0,5,5,5.0
CatSamwise,1227,6934,3471.3333333333335,1,5,3.3333333333333335
CatShitNumber1,4864,4864,4864.0,1,1,1.0
CatWhiskersWithin,740,740,740.0,1,1,1.0
CatWingsAthena,1744,5058,2906.6666666666665,1,3,1.6666666666666667
Cat_Boy_Kenobi,19,8,2192.375,1,2,1.125
Catarina4057,5075,5075,5075.0,2,2,2.0
Catastrophic_Catculator,3628,3628,3628.0,2,2,2.0
Catchclaw,536,536,536.0,1,1,1.0
Catgurl23,12209,858,5722.142857142857,1,8,3.2857142857142856
CatherineRocks,821,821,821.0,1,1,1.0
CatherineWinner,960,960,960.0,1,1,1.0
CathySL,5281,8044,6662.5,1,2,1.5
Catieee,921,921,921.0,1,1,1.0
CatiiaSofiia,1949,1949,1949.0,1,1,1.0
Catlovingmermaid,1997,1997,1997.0,1,1,1.0
Catmama9,1079,638,1211.6,1,1,1.0
Cats_inthe_Cradle,1027,764,845.1666666666666,1,1,1.0
Catullus04,966,966,966.0,3,3,3.0
Catwjl,3462,3462,3462.0,1,1,1.0
Catznetsov,821,821,821.0,1,1,1.0
CavannaRose,2669,990,2271.0,1,3,2.0
CayaStrife,150057,560,50991.666666666664,1,24,8.666666666666666
Ceallaigh,100,3057,1085.6666666666667,1,1,1.0
Ceara_Einin,1033,1125,1079.0,1,1,1.0
Cease_and_Desist (Scedasticity),102864,102864,102864.0,55,55,55.0
Cec_Jo,970,970,970.0,1,1,1.0
Ceillean,4959,4959,4959.0,1,1,1.0
Celamity,11011,11011,11011.0,7,7,7.0
Celebnor,1549,187,868.0,1,1,1.0
Celebrusc,1767,3838,2802.5,1,1,1.0
Celene_Quinn,2169,3416,2673.3333333333335,1,1,1.0
Celestia_ships_reylo,19375,7009,6852.428571428572,1,26,4.571428571428571
CelestialPaperHaze,1081,1081,1081.0,1,1,1.0
Celestial_Alignment,1043,12815,6929.0,1,4,2.5
Celestial_Mess1,2311,2311,2311.0,1,1,1.0
Celestialskylim,2504,2504,2504.0,3,3,3.0
Celestrious,1308,3152,1997.3333333333333,1,1,1.0
Celia_and,1067,891,998.75,1,1,1.0
Celine_Violsson,0,597,149.25,1,1,1.0
CelticJade13,1789,1789,1789.0,1,1,1.0
CelticPixie,0,3053,1884.8,1,1,1.0
Celticdoggo22,718,884,801.0,1,1,1.0
CelyntheRaven,344,852,514.5,1,1,1.0
CentrauGuardian,3235,4234,3734.5,1,1,1.0
Cernunun,10037,1060,5548.5,1,1,1.0
CertifiedPissWizard,1048,647,847.5,1,1,1.0
CeruleanTactician,108,99,775.56,1,1,1.0
Cerulean_Phoenix7,100,1650,1100.75,1,1,1.0
Cetone1999,11179,11179,11179.0,4,4,4.0
Cha0s_Cat,1435,1435,1435.0,1,1,1.0
ChaFanMar,0,0,0.0,8,8,8.0
Chai (spaceChai),4389,4389,4389.0,3,3,3.0
ChaiChaiChai,724,724,724.0,1,1,1.0
ChaiFighter,11516,3142,5491.0,1,4,2.0
Chamaelirium,1213,1213,1213.0,1,1,1.0
ChameleonSerket,134,134,134.0,1,1,1.0
Chan_Draws,2829,3109,2969.0,3,4,3.5
ChandrilaChild,752,752,752.0,1,1,1.0
ChandrilaSky,24013,24013,24013.0,7,7,7.0
Chanel19,522,522,522.0,1,1,1.0
ChangeTheCircumstances,1021,4926,2145.25,1,1,1.0
ChangeTheFatesDesign,1153,596,729.3333333333334,1,1,1.0
Chantress,250,37,106.0,1,1,1.0
ChaosWithImagination,2517,2517,2517.0,1,1,1.0
Chaos_Universeson,2988,2988,2988.0,1,1,1.0
Chaosreigning,1126,1126,1126.0,1,1,1.0
ChaotiCookie,503,503,503.0,1,1,1.0
ChaoticDumbAce,191,191,191.0,1,1,1.0
ChaoticNeutral18,2107,743,1062.3333333333333,1,1,1.0
Chaotic_Dumbass_Rogue,1004,974,2920.1263157894737,1,9,1.2947368421052632
Char_the_Fireborn,615,615,615.0,2,2,2.0
Charientist,356,356,356.0,2,2,2.0
CharityCase,624,624,624.0,1,1,1.0
Charity_Angel,1001,9811,5557.9,1,9,5.5
CharizardORAS,2142,6577,4188.2,2,9,6.0
Charj3,4743,4743,4743.0,1,1,1.0
Charliewhisky674,5885,5885,5885.0,1,1,1.0
CharlotteK,23641,23641,23641.0,15,15,15.0
Charlotte_Lancer,185,310,247.5,1,1,1.0
Charm_Caster1127,5,5,5.0,1,1,1.0
Charmfeather,50,50,50.0,1,1,1.0
Charming_Piranha,38857,38857,38857.0,21,21,21.0
Charvie116,16382,16382,16382.0,2,2,2.0
ChaseTheFearAway,34968,985,17976.5,1,6,3.5
ChaserGrey,34,34,34.0,1,1,1.0
ChasingtheCosmos,31783,31783,31783.0,13,13,13.0
Chausie,1001,642,870.0,1,1,1.0
Cheeky_monkey,1355,4264,2690.1666666666665,1,1,1.0
CheekysMagic,2308,2308,2308.0,2,2,2.0
CheerfullyCynical,4243,4243,4243.0,1,1,1.0
Cheesy_Onions,1026,1026,1026.0,1,1,1.0
CheezPleez,1045,7992,3336.75,1,9,4.0
Chellendora,385,385,385.0,1,1,1.0
Chelseaxprt20,659,659,659.0,1,1,1.0
ChemicalJude,1518,558,860.6666666666666,1,1,1.0
ChemistryNerd,2087,2705,2396.0,1,1,1.0
ChemtrailsOverOceanBlvd,1162,1162,1162.0,1,1,1.0
ChengYourMind,1384,1384,1384.0,1,1,1.0
Cheree_Cargill,168,448,781.25,1,1,1.0
CherryFlight,1018,878,1140.1052631578948,1,2,1.0526315789473684
Cherry_Red_Ink,1595,923,1022.75,1,1,1.0
Cherrydragon26,1150,5220,2273.0,1,1,1.0
Chesh_Ire,33388,33388,33388.0,3,3,3.0
CheshireCatSmile3,1359,1359,1359.0,1,1,1.0
Chess_Blackfyre,1735,873,1070.3333333333333,1,2,1.1111111111111112
Chestnut_pod,13,951,92.46153846153847,1,1,1.0
Chevy,1906,1906,1906.0,1,1,1.0
CheyanneChika,203,980,579.0,1,1,1.0
Chi-chi-chimaera (gestalt1),302485,302485,302485.0,55,55,55.0
Chia_Roscuro,8294,8294,8294.0,5,5,5.0
Chiarichick94,169,169,169.0,1,1,1.0
ChibiDawn23,1114,1114,1114.0,1,1,1.0
Chibi_Beaver,1254,1780,1517.0,1,1,1.0
Chibiobiwan,10241,4584,7412.5,1,1,1.0
Chica_Dee_Dee,91,91,91.0,3,3,3.0
Chickadddddd,673,673,673.0,1,1,1.0
ChickadeeChickadoo,13296,6118,8679.857142857143,1,7,7.428571428571429
Chicken_Broccoli_2013,492,492,492.0,1,1,1.0
Chicken_WithaSaber,602,612,607.0,1,1,1.0
ChidiChidiBumBum,1002,880,6060.518518518518,1,9,2.814814814814815
ChihiroKitamura,6096,6096,6096.0,2,2,2.0
ChildOfTheBarricade,2506,2506,2506.0,1,1,1.0
Child_Of_Nightmares,1098,541,819.5,1,1,1.0
ChildishLandino,2443,2644,2543.5,1,1,1.0
ChiliSauce,5168,5168,5168.0,1,1,1.0
ChillCapivara,1669,3785,2722.0,1,1,1.0
ChillyPsycho,1119,527,677.3333333333334,1,1,1.0
Chimera (Lucky7),1740,970,1355.0,1,1,1.0
Chimeraspeak,23,31,27.0,1,1,1.0
ChipTheKeeper,2855,2855,2855.0,1,1,1.0
Chipper99,12390,80289,40081.333333333336,1,11,4.333333333333333
Chisscake (Chaosite),1150,2560,1855.0,1,2,1.5
ChocolateIsGood123,1515,2000,1757.5,1,2,1.5
ChocolatePig,2429,2429,2429.0,4,4,4.0
ChocolateXMyMouth,1582,2017,1799.5,1,1,1.0
ChokellateDeath,3960,3960,3960.0,1,1,1.0
Chokolatte (ChokolatteJedi),1487,1487,1487.0,1,1,1.0
ChokolatteJedi,117,644,284.125,1,1,1.0
ChopperJoe,479,479,479.0,1,1,1.0
Choppers,1272,1272,1272.0,1,1,1.0
ChopsHitch,1453,5072,3176.3333333333335,1,3,2.0
Chordae,10027,968,1919.0714285714287,1,6,1.5
ChrisAtalanta,786,786,786.0,1,1,1.0
Chrismerle,460,703,585.3333333333334,1,1,1.0
Chrissy,1113,1113,1113.0,1,1,1.0
ChristianAllenK,11995,4486,8240.5,1,3,2.0
Christian_Latte,1603,1603,1603.0,1,1,1.0
Christina786,10265,10265,10265.0,6,6,6.0
ChristineThalassinou1990,1018,934,727.4473684210526,1,1,1.0
Christywalks,10544,8466,23015.333333333332,1,24,4.666666666666667
Chromia,0,0,0.0,1,1,1.0
ChromiumHeart,1018,983,1601.625,1,4,1.375
ChronicBookworm,1046,815,2424.3846153846152,1,1,1.0
ChronicCatalina,1645,1645,1645.0,1,1,1.0
ChroniclyFlaming,5454,5454,5454.0,1,1,1.0
Chronometry (Fenix85647),448,448,448.0,1,1,1.0
Chronos_X,266,567,389.0,1,1,1.0
Chrysaora,1323,1323,1323.0,1,1,1.0
Chrystel Malfoy-Potter (moon01234),50151,8519,29335.0,1,14,7.5
Chthonia,3804,896,2350.0,1,1,1.0
Chubbyooo,180188,830,68306.66666666667,1,93,34.333333333333336
ChuckTaylorUpset,1270,1383,1326.5,1,1,1.0
Chunkula,21,21,21.0,1,1,1.0
Chwyrligwgan88,762,762,762.0,1,1,1.0
Cimmeria,1852,1852,1852.0,1,1,1.0
Cinderfeather,1153,969,1097.0,1,1,1.0
Cindé of Naboo (Matril),1437,5423,5498.0,1,4,4.8
Cinlat,1700,7521,3285.285714285714,1,30,5.142857142857143
Cinna_Wan_Roll,8231,8231,8231.0,10,10,10.0
Cinnie,1843,1843,1843.0,2,2,2.0
CinntaxError,170,170,170.0,1,1,1.0
CirraDarling,2006,4155,3080.5,1,1,1.0
Cirth,4353,4353,4353.0,1,1,1.0
Ciryc_Tal,20443,8564,11994.333333333334,1,4,2.0
Cis_moll,1244,1774,1509.0,1,1,1.0
CitrusBlooms,1452,1452,1452.0,1,1,1.0
CitrusCyrus,1628,1628,1628.0,1,1,1.0
Citrushe,10306,7790,7468.5,1,5,2.25
ClaireAnnabelleWhitetail,18739,3203,10971.0,2,22,12.0
ClaireChai,2626,2626,2626.0,1,1,1.0
ClaireLou,1097,2857,1857.0,1,1,1.0
Claire_Talon,2960,2960,2960.0,1,1,1.0
ClaraGemm,0,0,0.0,2,2,2.0
Clara_Brighet,1976,3564,2770.0,1,1,1.0
Clara_Murphy_Queen_of_Fandoms,151,426,288.5,1,1,1.0
ClarasTeaCup,1443,1443,1443.0,1,1,1.0
Clarimonde,4257,4257,4257.0,1,1,1.0
ClarySade,11104,19384,15244.0,1,1,1.0
Classic_Vision,4953,4953,4953.0,4,4,4.0
ClassicallyPunk,474,474,474.0,1,1,1.0
ClassyBrainiac,1017,1017,1017.0,1,1,1.0
Claude_Lawless,2129,2129,2129.0,1,1,1.0
ClaudiaRose,3966,3966,3966.0,4,4,4.0
Clemensia,861,861,861.0,1,1,1.0
CleverMird,1405,526,465.2857142857143,1,1,1.0
Cleverclove,512,512,512.0,1,1,1.0
ClickerFlight,1552,1847,1699.5,1,1,1.0
Clio_Codex,5192,5192,5192.0,3,3,3.0
Clix,1177,612,894.5,1,1,1.0
Cloakseeker,145,145,145.0,1,1,1.0
ClockworkCourier,889,889,889.0,1,1,1.0
ClockworkCrow (icemink),1778,1778,1778.0,1,1,1.0
Clockwork_Sky (Prix),3921,3921,3921.0,1,1,1.0
CloneTrooperKit (ZeAwesomePrussian),1137,3523,1920.25,1,1,1.0
CloneWarsCollector,390,390,390.0,1,1,1.0
Clone_CT_2323,825,825,825.0,1,1,1.0
Clone_of_Baby_Yoda,2516,2516,2516.0,2,2,2.0
Clonewarstrash (Dysgrammatophobia),10766,10766,10766.0,3,3,3.0
Cloud__Chaser,14,14,14.0,1,1,1.0
Cloudnine101,1067,1067,1067.0,1,1,1.0
CloudySkyWars,1281,957,1052.5357142857142,1,6,1.1785714285714286
Cloudylads65,1992,7773,4083.6666666666665,1,1,1.0
CloveeD,3,3,3.0,1,1,1.0
Clover_12_4,163,699,400.0,1,1,1.0
CluelessFangirl,3019,3019,3019.0,1,1,1.0
CluelessKitten,902,902,902.0,1,1,1.0
CmonCmon,1597,801,1199.0,1,1,1.0
Cobalt_Djinn,11187,6496,6616.25,1,7,2.75
Cobart,217,277,247.0,1,1,1.0
Cobbs_second_belt,4612,4612,4612.0,1,1,1.0
CobraOnTheCob,122,97,371.7142857142857,1,2,1.1428571428571428
CodeOne (Unlikely_Storm),10291,10291,10291.0,5,5,5.0
Code_Blue,0,0,0.0,1,1,1.0
CodexiArchive,1094,812,856.8333333333334,1,1,1.0
CodyTheCheshireCat,442,442,442.0,1,1,1.0
CoffeeAndArrows,1376,1376,1376.0,1,1,1.0
CoffeeAndTin,1121,387,1744.25,1,1,1.0
CoffeeQuill,1125,7325,8877.809523809523,1,6,2.1904761904761907
CoffeeWithKirsty,907,907,907.0,1,1,1.0
Coffeesforcatchers,12086,3106,5660.0,1,4,2.0
Cofui,1239,1239,1239.0,1,1,1.0
Cohava,1186,666,948.4,1,1,1.0
Cola_ER,1394,1394,1394.0,1,1,1.0
Coleroz,5624,8,2816.0,1,3,2.0
Coline7373,0,3567,155.25,1,11,1.2777777777777777
Collectorofhats,565,884,724.5,1,1,1.0
CollisionTheory,100,861,1203.2608695652175,1,4,1.391304347826087
ColoredGayngels,193,852,478.25,1,1,1.0
ComOk,1052,905,1657.0333333333333,1,2,1.0166666666666666
CombatBootsandDreams,2489,3028,2758.5,1,1,1.0
Comet19,228,384,306.0,1,1,1.0
ComicFan16,1582,1582,1582.0,2,2,2.0
ComicsCorner,1040,822,1795.2,1,1,1.0
CommanderFoxDeservesBetter,1689,2179,1925.0,1,2,1.3333333333333333
CommanderLuna,1865,1865,1865.0,1,1,1.0
CommanderNexus0,19910,19910,19910.0,11,11,11.0
CommanderShad,3782,3782,3782.0,1,1,1.0
CommanderSnips41,10178,10178,10178.0,4,4,4.0
CommanderTeatime,1271,7221,3421.75,1,1,1.0
Commander_5279_Morai,2070,2070,2070.0,1,1,1.0
Commander_Queer,1539,862,1328.3333333333333,1,1,1.0
Commanderclonesimp,1794,47196,23068.4,1,9,5.2
Commanderwolffe3636wp,1394,3679,2288.0,1,5,2.75
CompleteParadox,5813,5813,5813.0,3,3,3.0
Comptoir_des_auteurs,751,751,751.0,1,1,1.0
Confection,0,3,1.0,1,2,1.3333333333333333
ConfessedGeek,1240,1240,1240.0,1,1,1.0
ConfusedSimon,412,412,412.0,1,1,1.0
ConnoisseurOfArt,15097,15097,15097.0,7,7,7.0
Conreeaght,559,559,559.0,1,1,1.0
ConscientiousMonster,291,9214,4515.8,1,5,2.2
ConsiderTheLiliesOfTheField,10,36484,13048.666666666666,1,10,4.0
ConsistencyIsDead,1180,1180,1180.0,1,1,1.0
ConsortNeri,674,674,674.0,1,1,1.0
ConsumingRomance (CameoAmalthea),2433,2433,2433.0,1,1,1.0
Content_Scrapbooker,2334,2334,2334.0,1,1,1.0
ContentsPriceless,16264,975,3828.3333333333335,1,2,1.1111111111111112
Contesa_lui_Alucard,737,737,737.0,1,1,1.0
Contra,1484,3064,2274.0,1,1,1.0
CookieBeast12,1396,7259,4327.5,1,4,2.5
CookieCrumbz545,931,931,931.0,1,1,1.0
Cookiejuice,1330,902,888.6666666666666,1,1,1.0
Cookies by Grogu (Barnable),1010,2640,1825.0,1,1,1.0
CoonBattery,1809,991,1400.0,1,2,1.5
Coop_Scoop,1585,1585,1585.0,1,1,1.0
Cootiefish,491,491,491.0,1,1,1.0
Copper_Nails (Her_Madjesty),1767,1901,1854.3333333333333,1,1,1.0
Cora_Vizsla,2256,726,1491.0,1,1,1.0
CoraisAndTony,1007,2137,1499.0,1,2,1.25
CoralTypewriter,1122,663,1712.25,1,7,2.5
CorellianSea,1261,940,673.4,1,1,1.0
Corellian_Angel,1588,2984,8617.333333333334,1,2,4.333333333333333
Corellias_Dream,107,900,3454.0714285714284,1,1,1.0
Coric,6669,712,4750.333333333333,1,6,4.333333333333333
Corina (CorinaLannister),681,811,746.0,1,1,1.0
CornOwl,1403,1403,1403.0,1,1,1.0
CoronaCrown,1828,1828,1828.0,1,1,1.0
CoronaTheBee,950,950,950.0,1,1,1.0
Corona_1,162,936,701.75,1,1,1.0
Corporate_Blood,933,933,933.0,1,1,1.0
Corran,1113,9191,2273.1,1,1,1.0
Corrente,1013,712,1918.5,1,1,1.0
Coruscant_Senate_Building,19132,9144,9376.0,10,2,6.0
Corvicula1979,261,558,409.5,1,1,1.0
CorvidCreative,1048,781,914.5,1,1,1.0
Corvueros,2261,2261,2261.0,1,1,1.0
Coryphefish,20,747,343.8,1,1,1.0
Cosmic_Biscuit,6527,6527,6527.0,4,4,4.0
Cosmic_oo7,5884,5884,5884.0,3,3,3.0
Cosmo_the_haunted_minivan,1636,881,11624.0,1,21,6.0
CottagecoreVampires,5767,5767,5767.0,1,1,1.0
CountJewku,922,922,922.0,1,1,1.0
Count_Awkwardness,1292,3534,2613.0,1,2,1.25
CountessLamont,11277,8222,3466.9285714285716,1,1,1.0
Countess_Eliza,181,530,1720.3333333333333,1,6,2.6666666666666665
CountingGalaxies,888,888,888.0,1,1,1.0
Countryheart,3865,8563,6154.75,1,4,1.75
CourtesyTrefflin,10052,95102,30403.975,1,9,8.541666666666666
Covers by Isabelle (isabellerecs),0,0,0.0,1,1,1.0
Cowoline,1936,525,1230.5,1,2,1.5
CraZWizardLizard,1024,1024,1024.0,1,1,1.0
Crab_Instruments,2088,2088,2088.0,1,1,1.0
Crab_Lad,1000,925,2480.3888888888887,1,3,2.9444444444444446
CrackedKyber,1553,1553,1553.0,1,1,1.0
Cramp,2017,3453,2735.0,1,1,1.0
Cranon,2530,2690,2610.0,1,1,1.0
Crayshack,1081,1081,1081.0,1,1,1.0
CrazyAnimationChick,3232,3232,3232.0,1,1,1.0
CrazyGlitch,2366,814,1113.25,1,3,1.5
CrazySky,3099,3099,3099.0,1,1,1.0
CrazycatSitter,1075,921,783.1666666666666,1,1,1.0
Crazychris,2475,4450,3581.0,1,1,1.0
Crazyfornintendo,3382,3539,3460.5,1,1,1.0
CreativeFan4,1002,939,860.4,1,1,1.0
CreativeMercinary,1028,1028,1028.0,1,1,1.0
CreativeReading,1088,686,820.0,1,1,1.0
Creed_Nation,1396,837,2843.3333333333335,1,8,3.3333333333333335
CreemPyy,1142,56159,28650.5,1,18,9.5
Creepyjacobisbad,16035,16035,16035.0,8,8,8.0
CremeTangerine,3925,4807,4366.0,1,1,1.0
Cressidiacreates24 (orphan_account),124,124,124.0,1,1,1.0
CrimsonCreature,961,961,961.0,1,1,1.0
CrimsonPetrichor,3118,3118,3118.0,1,1,1.0
Crimson_Alchemistress,1649,992,2015.6666666666667,1,1,1.0
Crimson_Avenger,4163,4163,4163.0,2,2,2.0
Crimson_Square,1508,1508,1508.0,1,1,1.0
Crimsonlostsoul,1916,968,1489.75,1,2,1.25
CrocodileKanedy,887,887,887.0,1,1,1.0
CrookshanksAgentofOWCA,1079,1079,1079.0,1,1,1.0
Cross_d_a,2117,2117,2117.0,1,1,1.0
Crosshair_badbich,308,416,368.3333333333333,1,1,1.0
Crossovers_and_Randomness,11974,885,9037.3,1,25,9.7
Crouvan,8,8,8.0,1,1,1.0
Crowgirl,268,312,290.0,1,1,1.0
Crowley_Winchester,1102,1102,1102.0,1,1,1.0
Crowleysheiress,1303,1303,1303.0,1,1,1.0
CrownedPrincely,256,256,256.0,1,1,1.0
Crunchysunrises,3149,500,1824.5,1,1,1.0
CryDblue,501,501,501.0,1,1,1.0
Cryo_Bucky,6292,6292,6292.0,1,1,1.0
Cryosic,1111,982,1046.5,1,1,1.0
CryptGlitch,805,805,805.0,1,1,1.0
Cryptidenthusiast420,2810,3635,3222.5,5,7,6.0
Cryptidghost,1827,3930,2538.3333333333335,1,1,1.0
Cryptidsolo,2883,2883,2883.0,1,1,1.0
Crystal_Pip,487,785,636.0,1,1,1.0
Crystal_Quill,334,334,334.0,1,1,1.0
Crystalessences,1482,685,2539.3333333333335,1,2,1.3333333333333333
CrystallineInk,1030,770,1277.0,1,1,1.0
Crystalshard,1084,845,2046.875,1,5,1.75
Crystalshine47,10709,5860,7550.333333333333,1,4,4.833333333333333
CuChulainnX19,1179,1557,1390.3333333333333,1,4,2.0
CuddlyKoala,2697,2697,2697.0,1,1,1.0
CueSue,1527,1527,1527.0,2,2,2.0
Cuicuit,9991,9991,9991.0,4,4,4.0
Cuileth,6689,6689,6689.0,4,4,4.0
Cuillere,100,961,569.0,1,1,1.0
Cultivation,1120,5369,3938.1666666666665,1,1,1.0
CupcakeKat,676,676,676.0,1,1,1.0
Curator_of_Curiosity,1607,1619,1613.0,1,1,1.0
Curiosi_tea,1388,642,1871.0,1,1,1.0
Curiosus,1012,1012,1012.0,1,1,1.0
CursedGoblin_yx (CursedGoblin),2080,2080,2080.0,1,1,1.0
CutePanda7002,812,812,812.0,4,4,4.0
Cutebutpsycho,1207,1207,1207.0,1,1,1.0
Cuthalion97,20127,93061,37289.75,1,8,13.125
CutiePantsu,1106,1106,1106.0,1,1,1.0
CutieWriter,1472,1472,1472.0,1,1,1.0
Cwylldren,1510,9149,7398.555555555556,1,9,2.4444444444444446
Cyanide23,19558,362,9960.0,1,7,4.0
CyanideBreathmint,884,884,884.0,1,1,1.0
CyanideCherub,2380,2380,2380.0,1,1,1.0
Cyarika_Kat,4389,4389,4389.0,3,3,3.0
CyberScratches,6137,6137,6137.0,2,2,2.0
Cyllene,4626,4626,4626.0,1,1,1.0
Cymbidia,1188,770,1233.5,1,1,1.0
Cyphomandra,15072,3179,6642.333333333333,1,5,2.3333333333333335
CypressSunn,2357,3834,3095.5,1,1,1.0
Cyraina_de_Bergerac,1351,1351,1351.0,2,2,2.0
CytosineSkald,1903,5738,3820.5,1,1,1.0
D0g_Eggz,391,477,434.0,1,1,1.0
D4RKL0RDR3V4N,2742,2742,2742.0,1,1,1.0
DAsObiQuiet,9487,9487,9487.0,2,2,2.0
DERT,13788,13788,13788.0,11,11,11.0
DEaTh220467,1000,972,821.7272727272727,1,1,1.0
DGCatAniSiri,1434,5823,3011.4,1,3,1.2
DJJordanne,490,534,512.0,1,1,1.0
DMBLaan99,2448,2448,2448.0,1,1,1.0
DNTK,1319,1512,1427.0,1,1,1.0
DOCTA_GOLDY_BOLDY,1406,1406,1406.0,1,1,1.0
DOGASHES,414,414,414.0,1,1,1.0
DS_Blxck,1068,1068,1068.0,1,1,1.0
DT Maxwell (Draya),112,502,254.8181818181818,1,1,1.0
DTownSuga,489,489,489.0,1,1,1.0
