"","author","total_posts","avg_posts_year","avg_posts_month","avg_posts_week","min_rating","max_rating","med_rating","avg_rating","min_word_count","max_word_count","avg_word_count","min_paragraph_count","max_paragraph_count","avg_paragraph_count","tag1","tag2","tag3","log_avg_rating"
"3788","disneylover414",1,1,1,1,1547,1547,1547,1547,1833,1833,1833,1,1,1,NA,NA,NA,7.34407285057307
"3789","disneyprincessrey",1,1,1,1,817,817,817,817,1964,1964,1964,1,1,1,NA,NA,NA,6.70563909486
"3790","DisneySucks (Alucard1771)",2,2,1,1,127,1045,586,586,21,3430,1725.5,1,1,1,NA,NA,NA,6.37331978957701
"3791","dispatch",3,1.5,1,1,534,655,542,577,1123,324,904.333333333333,1,1,1,NA,NA,NA,6.3578422665081
"3792","displayheartcode",1,1,1,1,280,280,280,280,758,758,758,1,1,1,NA,NA,NA,5.63478960316925
"3793","DisposablePaperCup",3,3,1,1,276,5122,375,1924.33333333333,1283,2334,1646.33333333333,1,1,1,NA,NA,NA,7.56233486639282
"3794","distancing_reality",2,1,1,1,295,1790,1042.5,1042.5,1857,270,1063.5,1,1,1,NA,NA,NA,6.94937695367296
"3795","Distant_Echo_Of_The_Past",1,1,1,1,766,766,766,766,3690,3690,3690,3,3,3,NA,NA,NA,6.64118216974059
"3796","distant_mother (orphan_account)",1,1,1,1,574,574,574,574,4366,4366,4366,1,1,1,NA,NA,NA,6.35262939631957
"3797","DistantStorm",25,6.25,1.82142857142857,1,358,21666,1000,1835.35483870968,1010,941,2028.58064516129,1,16,1.48387096774194,NA,NA,NA,7.51499311438843
"3798","distinctdarkness",6,3,1.75,1,60,754,222,263.142857142857,225,674,375.142857142857,1,1,1,NA,NA,NA,5.57269706775994
"3799","distractionpie",10,5,1.16666666666667,1,61,1613,725.5,734.7,0,8560,1872.6,1,3,2.6,NA,NA,NA,6.59946225262623
"3800","distresseddeernoises",1,1,1,1,671,814,742.5,742.5,810,874,842,1,1,1,NA,NA,NA,6.61002287067685
"3801","Distressedegg",1,1,1,1,1187,1187,1187,1187,1067,1067,1067,1,1,1,NA,NA,NA,7.07918439460967
"3802","ditchhamlet",1,1,1,1,533,533,533,533,408,408,408,1,1,1,NA,NA,NA,6.27852142416584
"3803","DittyWrites",2,2,1,1,223,2530,2178,1643.66666666667,364,934,691,1,1,1,NA,NA,NA,7.40468479755602
"3804","divapilot",4,1.33333333333333,1,1,184,1013,584.5,591.5,12817,799,4143.25,1,6,2.25,NA,NA,NA,6.38266168341844
"3805","DivaTulips",1,1,1,1,886,886,886,886,844,844,844,1,1,1,NA,NA,NA,6.78671695060508
"3806","dividerof0",1,1,1,1,43,43,43,43,1098,1098,1098,1,1,1,NA,NA,NA,3.76120011569356
"3807","Divilus-Corner (ReadingBlueWolf)",3,3,1,1,28,336,166,176.666666666667,0,0,0,1,1,1,NA,NA,NA,5.17426471787806
"3808","Divination",1,1,1,1,124,124,124,124,8186,8186,8186,5,5,5,NA,NA,NA,4.82028156560504
"3809","DivineTragedy",1,1,1,1,1168,1168,1168,1168,422,422,422,1,1,1,NA,NA,NA,7.06304816338817
"3810","DivineValley",4,4,2,1,48,511,184,210.4,2039,994,1672.6,1,2,1.2,NA,NA,NA,5.34901048086356
"3811","DixieSummers",1,1,1,1,1780,1780,1780,1780,4103,4103,4103,8,8,8,NA,NA,NA,7.48436864328613
"3812","dizkipling",1,1,1,1,643,643,643,643,2496,2496,2496,1,1,1,NA,NA,NA,6.46614472423762
"3813","Djapchan",2,1,1,1,95,223,159,159,44,463,253.5,1,1,1,NA,NA,NA,5.06890420222023
"3814","djarinbaby",3,1.5,1,1,464,1114,937.5,863.25,1005,683,699.75,1,1,1,NA,NA,NA,6.7607043362701
"3815","djarinbarnes",1,1,1,1,684,684,684,684,1763,1763,1763,1,1,1,NA,NA,NA,6.52795791762255
"3816","djarinheart",1,1,1,1,131,131,131,131,2126,2126,2126,1,1,1,"CT-1409","CT-21-0408","Echo/Reader",4.87519732320115
"3817","djarinscyare",16,8,1.4375,1,337,1783,576,735.526315789474,1099,916,1575.89473684211,1,6,1.31578947368421,NA,NA,NA,6.60058631885686
"3818","djarinslove",1,1,1,1,1366,1366,1366,1366,30038,30038,30038,9,9,9,NA,NA,NA,7.21964204013074
"3819","djcati",6,2,1,1,172,1050,401,449.666666666667,1126,338,1070,1,1,1,NA,NA,NA,6.10850656753965
"3820","djh_one",3,3,1.5,1,547,5188,1116.5,1992,1104,5846,6404.5,1,6,2.25,NA,NA,NA,7.59689443814454
"3821","dJhonnie14",1,1,1,1,1985,1985,1985,1985,1552,1552,1552,1,1,1,NA,NA,NA,7.59337419312129
"3822","DJJordanne",2,2,2,1,112,391,251.5,251.5,490,534,512,1,1,1,NA,NA,NA,5.52744298953979
"3823","DlBELLA",4,4,2,1,741,3028,1039,1289,1054,633,1106.42857142857,1,1,1,NA,NA,NA,7.16162200293919
"3824","DMBLaan99",1,1,1,1,33,33,33,33,2448,2448,2448,1,1,1,NA,NA,NA,3.49650756146648
"3825","dmdiane",1,1,1,1,601,601,601,601,1626,1626,1626,1,1,1,NA,NA,NA,6.39859493453521
"3826","dmichelle312",1,1,1,1,180,1699,939.5,939.5,724,730,727,1,1,1,NA,NA,NA,6.84534781885352
"3827","DNTK",3,3,1.5,1,182,348,310,280,1319,1512,1427,1,1,1,NA,NA,NA,5.63478960316925
"3828","dnyevrything",2,1,1,1,38,349,141,176,104,171,145,1,1,1,NA,NA,NA,5.17048399503815
"3829","Do_BattleDroids_Dream_of_Electric_Clones",1,1,1,1,372,372,372,372,1324,1324,1324,2,2,2,NA,NA,NA,5.91889385427315
"3830","do_or_donut (amharvey2380)",1,1,1,1,1604,1604,1604,1604,2684,2684,2684,1,1,1,NA,NA,NA,7.38025578842646
"3831","DocBrok",2,1,1,1,262,539,400.5,400.5,2072,2244,2158,2,2,2,NA,NA,NA,5.99271376650841
"3832","DOCTA_GOLDY_BOLDY",1,1,1,1,49,49,49,49,1406,1406,1406,1,1,1,NA,NA,NA,3.89182029811063
"3833","Doctor_Pepperpot",3,1.5,1,1,535,1110,936,860.333333333333,1841,7038,3634.66666666667,1,1,1,NA,NA,NA,6.7573199110505
"3834","Doctor_Strange",2,2,1,1,1848,8181,5014.5,5014.5,12619,3216,7917.5,1,6,3.5,NA,NA,NA,8.52008899452826
"3835","DoctorGeekery",1,1,1,1,25,25,25,25,2994,2994,2994,1,1,1,"Axel Greylark/Gella NattaiAxel Greylark","Gella Nattai","Xiri A'lbaran (mentioned)",3.2188758248682
"3836","doctorkaitlyn",1,1,1,1,396,396,396,396,1741,1741,1741,1,1,1,NA,NA,NA,5.98141421125448
"3837","doctorwhomever",1,1,1,1,984,984,984,984,85,85,85,1,1,1,NA,NA,NA,6.89162589705225
"3838","DOGASHES",1,1,1,1,201,201,201,201,414,414,414,1,1,1,NA,NA,NA,5.30330490805908
"3839","dogeared",1,1,1,1,514,514,514,514,1000,1000,1000,1,1,1,NA,NA,NA,6.24222326545517
"3840","dogmascutie",1,1,1,1,59,59,59,59,2304,2304,2304,1,1,1,NA,NA,NA,4.07753744390572
"3841","dogmatix",1,1,1,1,393,393,393,393,1543,1543,1543,1,1,1,NA,NA,NA,5.97380961186926
"3842","Dogstar (leanwellback)",1,1,1,1,2011,2011,2011,2011,25,25,25,1,1,1,NA,NA,NA,7.60638738977265
"3843","doihavetoloseyoutoo",5,5,1.25,1,110,1023,683,645.375,1410,5871,3999.125,1,1,1,NA,NA,NA,6.46983154319981
"3844","Doitanyway (RaineyDay)",1,1,1,1,5336,5336,5336,5336,11490,11490,11490,6,6,6,NA,NA,NA,8.58223158759546
"3845","Dolimir",1,1,1,1,210,210,210,210,99,99,99,1,1,1,NA,NA,NA,5.34710753071747
"3846","DoloresClaiborne",2,1,1,1,74,139,106.5,106.5,290,4865,2577.5,1,3,2,NA,NA,NA,4.66814498514948
"3847","Dolphelecat",1,1,1,1,162,162,162,162,204,204,204,1,1,1,NA,NA,NA,5.08759633523238
"3848","dolphingirl16",3,1.5,1.5,1,475,1146,598,704.25,2188,891,2147.25,1,1,1,"Baby Yoda","Din Djarin/ReaderGrogu","Din Djarin",6.55713340675648
"3849","Dom_Avner",1,1,1,1,282,282,282,282,434,434,434,1,1,1,NA,NA,NA,5.64190707093811
"3850","Dom1nque",2,2,1,1,2027,2706,2366.5,2366.5,2140,2379,2259.5,1,1,1,NA,NA,NA,7.7691673493463
"3851","DomasWife",1,1,1,1,92,92,92,92,420,420,420,1,1,1,NA,NA,NA,4.52178857704904
"3852","DomeAcolyte",1,1,1,1,336,336,336,336,15414,15414,15414,8,8,8,NA,NA,NA,5.8171111599632
"3853","domesticadventures",1,1,1,1,401,401,401,401,629,629,629,1,1,1,NA,NA,NA,5.99396142730657
"3854","domesticzelink",1,1,1,1,1102,1102,1102,1102,5745,5745,5745,1,1,1,NA,NA,NA,7.00488198971286
"3855","dominion",1,1,1,1,285,285,285,285,1103,1103,1103,2,2,2,NA,NA,NA,5.65248918026865
"3856","Domoda",2,1,1,1,463,841,652,652,1980,2803,2391.5,1,1,1,NA,NA,NA,6.48004456192665
"3857","donkyo",1,1,1,1,31,31,31,31,7309,7309,7309,1,1,1,NA,NA,NA,3.43398720448515
"3858","DonnisamaNekoKohaiDameron",1,1,1,1,1978,1978,1978,1978,985,985,985,2,2,2,NA,NA,NA,7.58984151218266
"3859","dont_sit_under_the_apple_tree",4,2,1,1,201,385,209,267,233,97,340.2,1,1,1,NA,NA,NA,5.58724865840025
"3860","dontbelasagnax",3,1.5,1,1,972,1408,1045,1141.66666666667,1577,1877,1701.33333333333,1,2,1.33333333333333,"Cody","CC-2224","Cody/Obi-Wan KenobiCC-2224",7.04024446202822
"3861","DontCallMeShirley",3,1.5,1,1,18096,30162,22191,23483,28512,62551,42021.3333333333,16,22,19.3333333333333,NA,NA,NA,10.0640320340938
"3862","dontglimpse",1,1,1,1,170,170,170,170,862,862,862,1,1,1,NA,NA,NA,5.13579843705026
"3863","dontrunintofire",1,1,1,1,80,80,80,80,7223,7223,7223,5,5,5,NA,NA,NA,4.38202663467388
"3864","donutella",1,1,1,1,1534,1534,1534,1534,7569,7569,7569,3,3,3,NA,NA,NA,7.3356339819272
"3865","Donuts4Dragons (TheAlpineSea)",2,2,1,1,691,1892,1291.5,1291.5,12276,3182,7729,1,2,1.5,NA,NA,NA,7.1635596125359
"3866","DoodlebugQT_Writes",1,1,1,1,1382,1382,1382,1382,17389,17389,17389,6,6,6,NA,NA,NA,7.23128700432762
"3867","DoodlebugWritesStuff",5,2.5,1,1,43,1395,970,862.4,1134,2401,1814.8,1,2,1.2,"nanJedi Padawan Character(s)","Obi-Wan Kenobi","Original Clone Trooper Character(s) (Star Wars)Angst and Tragedy",6.75971920015473
"3868","doodlewrite",6,3,1.16666666666667,1,163,3390,1730,1644,1048,995,980.666666666667,1,3,1.5,NA,NA,NA,7.40488757561612
"3869","doodly_squat",2,2,1,1,1564,1608,1586,1586,16264,28657,22460.5,10,8,9,NA,NA,NA,7.36897040219479
"3870","Dookuology",1,1,1,1,7,7,7,7,2414,2414,2414,7,7,7,NA,NA,NA,1.94591014905531
"3871","doomhamster",1,1,1,1,622,622,622,622,1141,1141,1141,1,1,1,NA,NA,NA,6.43294009273918
"3872","DoomsdayMadeMeCry",1,1,1,1,1455,1455,1455,1455,913,913,913,1,1,1,NA,NA,NA,7.28276117960559
"3873","doomsickle",1,1,1,1,61,61,61,61,4,4,4,1,1,1,NA,NA,NA,4.11087386417331
"3874","DoomSpiral",1,1,1,1,67,67,67,67,353,353,353,1,1,1,NA,NA,NA,4.20469261939097
"3875","doomteacosy",1,1,1,1,142,142,142,142,1482,1482,1482,1,1,1,NA,NA,NA,4.95582705760126
"3876","DopamineLover",1,1,1,1,5823,5823,5823,5823,1542,1542,1542,1,1,1,NA,NA,NA,8.66957087183712
"3877","DoppyRex",1,1,1,1,347,347,347,347,472,472,472,1,1,1,NA,NA,NA,5.84932477994686
"3878","Dopt",5,1.66666666666667,1,1,401,1790,695,936.2,1244,7295,2933.6,1,3,1.4,NA,NA,NA,6.84182912886597
"3879","Dorasolo",1,1,1,1,1505,1505,1505,1505,1749,1749,1749,1,1,1,NA,NA,NA,7.31654817718298
"3880","dorenamryn",8,2.66666666666667,1.08333333333333,1,826,9710,2123,3787,1009,659,2243.11111111111,1,12,2.22222222222222,NA,NA,NA,8.2393294279018
"3881","Dorkangel",1,1,1,1,5361,5361,5361,5361,17958,17958,17958,6,6,6,NA,NA,NA,8.58690580382754
"3882","DorkLarue",1,1,1,1,1869,1869,1869,1869,591,591,591,1,1,1,NA,NA,NA,7.53315880745556
"3883","Dorkomatic",1,1,1,1,284,284,284,284,1861,1861,1861,1,1,1,NA,NA,NA,5.64897423816121
"3884","DorkousWriter",2,2,2,1,754,926,840,840,1400,848,1124,1,1,1,NA,NA,NA,6.73340189183736
"3885","dormant_bender",2,2,2,1,739,1501,1208.5,1164.25,2255,3734,3070.25,1,1,1,NA,NA,NA,7.05983238186249
"3886","dormiensa",1,1,1,1,241,241,241,241,524,524,524,1,1,1,NA,NA,NA,5.48479693349065
"3887","Dorminchu",4,1.33333333333333,1,1,382,1465,668.5,796,1063,931,891.5,1,1,1,NA,NA,NA,6.67959918584438
"3888","Doroleia",1,1,1,1,476,476,476,476,2306,2306,2306,1,1,1,NA,NA,NA,6.16541785423142
"3889","Dorthea",10,3.33333333333333,1.19444444444444,1,245,2594,1217,1245.63636363636,1215,4851,6273.09090909091,1,5,1.45454545454545,"Kanan Jarrus & Ahsoka Tano","Ezra Bridger & Kanan JarrusKanan Jarrus","Ahsoka Tano",7.12740181376447
"3890","DotColorful",6,3,1.16666666666667,1,2201,10547,2956,4532.57142857143,1110,8317,8073.57142857143,1,5,2,NA,NA,NA,8.41904470170426
"3891","dotfic",2,1,1,1,1364,2600,1982,1982,1076,1655,1365.5,1,1,1,NA,NA,NA,7.59186171488993
"3892","dotsayers",2,1,1,1,1097,1638,1367.5,1367.5,1054,1211,1132.5,1,1,1,NA,NA,NA,7.22073953429614
"3893","DottieSnark",4,4,1.33333333333333,1,232,1047,430.5,535,1972,3013,2239.5,1,1,1,NA,NA,NA,6.28226674689601
"3894","DottieSnark_DrabbleNights (DottieSnark)",1,1,1,1,196,196,196,196,1300,1300,1300,13,13,13,"Kylo Ren","Rey & Ben Solo","Rey/Ben Solo",5.27811465923052
"3895","DoubleDoubleToilAndTrouble",1,1,1,1,2450,2450,2450,2450,1020,1020,1020,1,1,1,NA,NA,NA,7.80384330353877
"3896","doubtthestars",2,2,2,1,1144,3319,2231.5,2231.5,1261,2577,1919,1,3,2,NA,NA,NA,7.71042928406932
"3897","Dougiebada",1,1,1,1,819,819,819,819,22375,22375,22375,1,1,1,NA,NA,NA,6.70808408385307
"3898","DouglasNeman",1,1,1,1,225,225,225,225,666,666,666,1,1,1,NA,NA,NA,5.41610040220442
"3899","doumekiss (odd__girl)",3,1.5,1.5,1,208,375,335,306,309,475,385.333333333333,1,1,1,NA,NA,NA,5.72358510195238
"3900","dovaya",1,1,1,1,1176,1176,1176,1176,548,548,548,1,1,1,NA,NA,NA,7.06987412845857
"3901","Down_Memory_Lane",2,1,1,1,6609,23519,15064,15064,37991,6775,22383,11,4,7.5,NA,NA,NA,9.62006307033699
"3902","DownatFraggleRock",1,1,1,1,130,130,130,130,1385,1385,1385,1,1,1,NA,NA,NA,4.86753445045558
"3903","DownToTheSea",2,1,1,1,655,680,667.5,667.5,1093,1543,1318,1,1,1,NA,NA,NA,6.5035393902744
"3904","downwego",1,1,1,1,2696,2696,2696,2696,940,940,940,1,1,1,NA,NA,NA,7.8995244720322
"3905","Doyousmellpopcorn",2,2,1,1,1100,1256,1178,1178,10851,4681,7766,14,5,9.5,NA,NA,NA,7.07157336421153
"3906","Dr_Fumbles_McStupid",7,1.4,1,1,50,2405,349,595.8,16,44,31.4,1,1,1,NA,NA,NA,6.38990504027918
"3907","Dr_Fumbles_McStupid writes (Dr_Fumbles_McStupid)",2,1,1,1,587,678,632.5,632.5,2522,3351,2936.5,1,3,2,NA,NA,NA,6.44968022060168
"3908","Dr_Roslin",15,3.75,1.35416666666667,1,404,3447,585.5,1007.1875,1131,915,2781.25,1,1,1,"Kylo Ren","Rey/Ben Solo","Rey & Rose Tico",6.91491707200976
"3909","dr0wninglessons",1,1,1,1,651,651,651,651,998,998,998,1,1,1,NA,NA,NA,6.47850964220857
"3910","drabbish",1,1,1,1,2549,2549,2549,2549,7532,7532,7532,1,1,1,NA,NA,NA,7.84345640437612
"3911","Drabbles_Of_Writing",1,1,1,1,572,572,572,572,2313,2313,2313,2,2,2,"Luke Skywalker & Ahsoka Tano","Cere Junda & Cal Kestis","Luke Skywalker & Quinlan Vos",6.3491389913798
"3912","draco_skywalker",2,2,1,1,214,1360,787,787,1012,495,753.5,1,1,1,NA,NA,NA,6.6682282484174
"3913","Draco_sollicitus",38,9.5,1.93541666666667,1,139,3234,1473,1529.1875,100,809,1826.25,1,3,1.046875,NA,NA,NA,7.33249182758011
"3914","DracoPendragon",1,1,1,1,606,606,606,606,3133,3133,3133,1,1,1,NA,NA,NA,6.40687998606931
"3915","DracoPotter80",1,1,1,1,827,827,827,827,1658,1658,1658,2,2,2,NA,NA,NA,6.71780469502369
"3916","draculard",29,7.25,1.29924242424242,1.08333333333333,97,2842,320,582.619047619048,1031,926,1378.11904761905,1,6,1.23809523809524,NA,NA,NA,6.36753353815335
"3917","Drag0nst0rm",5,1.25,1,1,977,10892,2729,4322.6,1247,690,1350.6,1,1,1,NA,NA,NA,8.37161235204982
"3918","dragon_girl_116",1,1,1,1,2692,2692,2692,2692,1000,1000,1000,2,2,2,NA,NA,NA,7.89803969076462
"3919","Dragon_Pups",2,2,2,1,21,38,29,29.3333333333333,387,810,597.333333333333,1,1,1,NA,NA,NA,3.3787245258101
"3920","dragonbee",1,1,1,1,1613,1613,1613,1613,4376,4376,4376,4,4,4,NA,NA,NA,7.38585107812521
"3921","Dragonblades1234567",1,1,1,1,20,20,20,20,1890,1890,1890,2,2,2,NA,NA,NA,2.99573227355399
"3922","Dragoneisha",2,2,1,1,60,545,302.5,302.5,1065,935,1000,1,1,1,NA,NA,NA,5.7120812774709
"3923","dragonfeather",1,1,1,1,96,96,96,96,2037,2037,2037,1,1,1,NA,NA,NA,4.56434819146784
"3924","DragonfireDarkMode",3,3,1.5,1,14,410,162.5,187.25,2141,714,1519,1,3,1.5,NA,NA,NA,5.23244462239733
"3925","dragonfly_discipline (dragonfly_wings)",1,1,1,1,184,184,184,184,587,587,587,1,1,1,NA,NA,NA,5.21493575760899
"3926","dragonfly_wings",1,1,1,1,117,117,117,117,758,758,758,1,1,1,NA,NA,NA,4.76217393479776
"3927","dragonfly45",1,1,1,1,859,859,859,859,947,947,947,1,1,1,NA,NA,NA,6.75576892198425
"3928","DragonflyonBreak",9,3,1,1,960,11678,4604,4502.44444444444,10072,8233,4840,1,3,3.55555555555556,"Luke Skywalker & Darth VaderLuke Skywalker","Anakin Skywalker","Hurt/Comfort",8.41237573814988
"3929","Dragongoddess13",1,1,1,1,198,198,198,198,855,855,855,1,1,1,NA,NA,NA,5.28826703069454
"3930","dragonheart09",1,1,1,1,365,365,365,365,4988,4988,4988,5,5,5,"CT-9904","Crosshair & Clone Commander MaydayCrosshair (Star Wars: The Bad Batch)","Clone Commander Mayday (Star Wars)Crosshair Needs a Hug (Star Wars: The Bad Batch)",5.89989735358249
"3931","Dragonheart37",4,2,1.25,1,40,140,80,85,1444,828,2120.75,1,1,1,NA,NA,NA,4.44265125649032
"3932","DragonHeartstring360",2,1,1,1,82,809,445.5,445.5,1257,2633,1945,1,1,1,"Luke Skywalker/Reader","Luke Skywalker/YouLuke Skywalker","Din Djarin",6.09919724691086
"3933","Dragoniz",3,3,1.5,1,361,579,425,468,277,972,659.2,1,1,1,NA,NA,NA,6.14846829591765
"3934","Dragonkeeper14",5,2.5,1.16666666666667,1,35,297,92,115.333333333333,1405,507,945.833333333333,1,2,1.16666666666667,NA,NA,NA,4.74782648638961
"3935","Dragonlady31",1,1,1,1,112,191,151.5,151.5,430,707,568.5,1,1,1,NA,NA,NA,5.02058562494942
"3936","dragonners",1,1,1,1,401,401,401,401,953,953,953,1,1,1,NA,NA,NA,5.99396142730657
"3937","dragonofdispair",1,1,1,1,786,786,786,786,0,0,0,6,6,6,NA,NA,NA,6.66695679242921
"3938","DragonQueen2097",1,1,1,1,156,156,156,156,32091,32091,32091,17,17,17,NA,NA,NA,5.04985600724954
"3939","Dragonqueen909",1,1,1,1,5509,5509,5509,5509,5104,5104,5104,2,2,2,NA,NA,NA,8.61413839747272
"3940","Dragonrdm",1,1,1,1,94,94,94,94,686,686,686,1,1,1,NA,NA,NA,4.54329478227
"3941","DragonRider_9905",7,3.5,1.125,1,181,451,271.5,296.25,1059,945,1602.125,1,1,1,"CT-21-0408","CT-1409","Fluff and Humor",5.69120369244934
"3942","Dragonridr21",1,1,1,1,825,825,825,825,10757,10757,10757,1,1,1,NA,NA,NA,6.71538338633468
"3943","dragons_and_ibuprofen",1,1,1,1,123,123,123,123,1349,1349,1349,1,1,1,NA,NA,NA,4.81218435537242
"3944","Dragons_Heart",3,1.5,1.5,1,1894,5616,3378,3514.83333333333,1012,940,1834.66666666667,1,1,1,NA,NA,NA,8.16474738728371
"3945","Dragonsandducks",2,2,1,1,3872,6129,4508,4836.33333333333,355,782,530.666666666667,1,1,1,NA,NA,NA,8.48391213684758
"3946","DragonSh1n0b1",1,1,1,1,113,113,113,113,11306,11306,11306,8,8,8,NA,NA,NA,4.72738781871234
"3947","DragontheDragon",1,1,1,1,244,244,244,244,803,803,803,1,1,1,NA,NA,NA,5.4971682252932
"3948","dragonwings948",1,1,1,1,1555,1555,1555,1555,2358,2358,2358,1,1,1,NA,NA,NA,7.34923082461333
"3949","DragonXKS",1,1,1,1,1676,1676,1676,1676,4966,4966,4966,1,1,1,NA,NA,NA,7.42416528104203
"3950","Drake_Rhapsody",3,1,1,1,100,423,329,284,201,661,487.333333333333,1,1,1,NA,NA,NA,5.64897423816121
"3951","DrakElias",3,1.5,1,1,83,565,353,338.5,1265,515,1590.5,1,4,1.75,NA,NA,NA,5.82452409235233
"3952","Drakonyashka",1,1,1,1,7,7,7,7,237,237,237,1,1,1,NA,NA,NA,1.94591014905531
"3953","DraloreShimare",7,3.5,1.1,1,239,3481,1337,1543.11111111111,0,98,196.333333333333,1,4,1.33333333333333,NA,NA,NA,7.34155585956391
"3954","DramaforyourLlama",3,3,1.5,1,86,2611,1255,1317.33333333333,1298,1883,1599.66666666667,1,4,2,NA,NA,NA,7.18336477019965
"3955","dramate",1,1,1,1,624,624,624,624,3056,3056,3056,1,1,1,NA,NA,NA,6.43615036836943
"3956","DramaticEntrance (SassySnowperson)",1,1,1,1,340,340,340,340,1988,1988,1988,1,1,1,NA,NA,NA,5.82894561761021
"3957","Dramaul",2,1,1,1,32,1342,687,687,6726,782,3754,1,6,3.5,"Canderous Ordo/Female Revan","Canderous Ordo/Revan","Canderous Ordo & Female Revan",6.53233429222235
"3958","dread_thehalfhanded",1,1,1,1,4271,4271,4271,4271,2895,2895,2895,1,1,1,NA,NA,NA,8.35960327084147
"3959","DreadPirateButtercup",1,1,1,1,2599,2599,2599,2599,5697,5697,5697,1,1,1,NA,NA,NA,7.86288203464149
"3960","dream_walker_raven",1,1,1,1,956,956,956,956,2388,2388,2388,2,2,2,NA,NA,NA,6.8627579130514
"3961","DreamaholicsAnonymous",1,1,1,1,1538,1538,1538,1538,965,965,965,1,1,1,NA,NA,NA,7.33823815006559
"3962","dreamalittledreamofme",1,1,1,1,854,854,854,854,1018,1018,1018,1,1,1,NA,NA,NA,6.74993119378857
"3963","Dreamcreator",1,1,1,1,675,675,675,675,14003,14003,14003,4,4,4,NA,NA,NA,6.51471269087253
"3964","DreamerCynist",1,1,1,1,1040,1040,1040,1040,485,485,485,1,1,1,NA,NA,NA,6.94697599213542
"3965","Dreamers_den",3,1.5,1.5,1,206,1900,213,773,695,909,2880.66666666667,1,7,3,NA,NA,NA,6.65027904858742
"3966","Dreamey07",2,2,2,1,174,308,241,241,1043,1105,1074,1,1,1,NA,NA,NA,5.48479693349065
"3967","dreamiesunny",1,1,1,1,530,530,530,530,4251,4251,4251,1,1,1,NA,NA,NA,6.27287700654617
"3968","dreamiflame",20,2.85714285714286,1.03571428571429,1,57,5643,618,1014.95652173913,1057,975,1405.17391304348,1,1,1,NA,NA,NA,6.92260105483342
"3969","dreaminbooks",5,2.5,1.75,1,2904,12481,4231,6065,11097,9977,5850.8,1,8,3.4,NA,NA,NA,8.71028982137815
"3970","Dreaming_of_a_Bright_Sky",1,1,1,1,6753,6753,6753,6753,728,728,728,1,1,1,NA,NA,NA,8.81774212957484
"3971","dreaminghour",18,6,1.25925925925926,1.02222222222222,28,725,288,319.333333333333,1098,922,958.238095238095,1,1,1,"Amilyn Holdo/Leia OrganaAmilyn Holdo","Leia OrganaArguing","Established Relationship",5.76623548930275
"3972","DreamingIce",5,1,1,1,122,474,280.5,282.666666666667,1595,892,815,1,1,1,NA,NA,NA,5.64426834712379
"3973","dreamingofawolf (rl4sb4eva)",1,1,1,1,780,780,780,780,1314,1314,1314,1,1,1,NA,NA,NA,6.65929391968364
"3974","DreamingStill",2,1,1,1,283,400,341.5,341.5,1587,463,1025,1,1,1,NA,NA,NA,5.83334767901084
"3975","Dreaminpng",1,1,1,1,739,739,739,739,946,946,946,1,1,1,NA,NA,NA,6.6052979209482
"3976","DreamitandLiveit",1,1,1,1,927,927,927,927,1410,1410,1410,1,1,1,NA,NA,NA,6.83195356556585
"3977","DreamKind",1,1,1,1,239,239,239,239,739,739,739,1,1,1,NA,NA,NA,5.47646355193151
"3978","dreamkist",1,1,1,1,587,587,587,587,527,527,527,1,1,1,NA,NA,NA,6.3750248198281
"3979","DreamsAtDusk",1,1,1,1,250,250,250,250,1056,1056,1056,1,1,1,NA,NA,NA,5.52146091786225
"3980","dreamsdescent",1,1,1,1,3238,3238,3238,3238,2080,2080,2080,1,1,1,NA,NA,NA,8.08271113423758
"3981","dreamslikepaperlanterns",3,1.5,1,1,468,1311,1109,962.666666666667,1016,4430,2353.66666666667,1,2,1.33333333333333,NA,NA,NA,6.86970721134461
"3982","DreamsOfArkanis",3,3,1.5,1,68,93,82,81,1817,826,1151,1,2,1.33333333333333,NA,NA,NA,4.39444915467244
"3983","Dreamsparkle",1,1,1,1,280,280,280,280,0,0,0,1,1,1,NA,NA,NA,5.63478960316925
"3984","Dreamvisitor",1,1,1,1,419,419,419,419,2509,2509,2509,2,2,2,NA,NA,NA,6.03787091992214
"3985","Dreamy Moon (IlargiZuri)",3,1,1,1,11,1054,68,377.666666666667,1379,7552,16771.6666666667,1,3,5.33333333333333,NA,NA,NA,5.9340119723599
"3986","dreamyclousds",2,2,1,1,497,1004,750.5,750.5,1169,172,670.5,1,1,1,NA,NA,NA,6.62073965107352
"3987","Drel_Murn",1,1,1,1,4746,4746,4746,4746,158,158,158,1,1,1,NA,NA,NA,8.46505743699571
"3988","DrHuggles_j",1,1,1,1,104,104,104,104,8060,8060,8060,3,3,3,"Armitage Hux/Kylo RenArmitage Hux","Kylo Ren","Phasma (Star Wars)Genderbending",4.64439089914137
"3989","dridri93",8,2.66666666666667,1.16666666666667,1,59,1277,375,494.222222222222,1165,903,1471.44444444444,1,1,1,NA,NA,NA,6.2029852585942
"3990","driedupwishes",1,1,1,1,3907,3907,3907,3907,4512,4512,4512,1,1,1,NA,NA,NA,8.27052509505507
"3991","Drist_Oren",1,1,1,1,90,90,90,90,1204,1204,1204,1,1,1,NA,NA,NA,4.49980967033027
"3992","driveruniverse",1,1,1,1,876,876,876,876,3548,3548,3548,1,1,1,NA,NA,NA,6.77536609093639
