"","author","total_posts","avg_posts_year","avg_posts_month","avg_posts_week","min_rating","max_rating","med_rating","avg_rating","min_word_count","max_word_count","avg_word_count","min_paragraph_count","max_paragraph_count","avg_paragraph_count","tag1","tag2","tag3","log_avg_rating"
"14979","TheShunnedPrince",1,1,1,1,4113,4113,4113,4113,4043,4043,4043,1,1,1,NA,NA,NA,8.32190796823042
"14980","TheSiIverDragcn",3,1.5,1,1,640,7083,3368,3697,1295,608,741.666666666667,1,1,1,NA,NA,NA,8.21527695893663
"14981","TheSilentBard",1,1,1,1,16,16,16,16,916,916,916,1,1,1,NA,NA,NA,2.77258872223978
"14982","TheSilentUnderworld",2,2,1,1,92,645,368.5,368.5,1322,668,995,1,1,1,NA,NA,NA,5.90944071162939
"14983","Thesilmarillion",1,1,1,1,1067,1067,1067,1067,820,820,820,1,1,1,NA,NA,NA,6.97260625130175
"14984","TheSingerThatYouWanted (orphan_account)",1,1,1,1,73,120,74,89,100,100,100,1,1,1,NA,NA,NA,4.48863636973214
"14985","TheSingingHoneybee",1,1,1,1,1216,1216,1216,1216,1343,1343,1343,1,1,1,NA,NA,NA,7.10332206252611
"14986","TheSistersBread",12,4,1.6,1,189,5332,2621,2498.75,1048,897,931.583333333333,1,3,1.16666666666667,NA,NA,NA,7.82354588581461
"14987","theskyfullofstark",1,1,1,1,7402,7402,7402,7402,1707,1707,1707,1,1,1,NA,NA,NA,8.9095055129461
"14988","TheSkywalkerLegacy",2,2,2,1,625,949,813,795.666666666667,212,821,429,1,1,1,NA,NA,NA,6.67918033767072
"14989","theslowestpoke",1,1,1,1,281,281,281,281,1563,1563,1563,1,1,1,"Armitage Hux/Kylo RenArmitage Hux","Ben Solo","Kylo RenAmbiguous Relationships",5.63835466933375
"14990","TheSmilingShadow",1,1,1,1,188,188,188,188,818,818,818,1,1,1,NA,NA,NA,5.23644196282995
"14991","thesmolbean16",1,1,1,1,1042,1042,1042,1042,1056,1056,1056,1,1,1,NA,NA,NA,6.94889722231331
"14992","thesmophorae",2,2,1,1,134,407,270.5,270.5,374,730,552,1,1,1,NA,NA,NA,5.60027209828654
"14993","TheSnarkLord",1,1,1,1,162,162,162,162,137,137,137,1,1,1,NA,NA,NA,5.08759633523238
"14994","thesoftone",1,1,1,1,351,351,351,351,509,509,509,1,1,1,NA,NA,NA,5.86078622346587
"14995","TheSopherfly",1,1,1,1,775,775,775,775,1314,1314,1314,1,1,1,NA,NA,NA,6.65286302935335
"14996","TheSoulkeeper",2,2,2,1,281,562,421.5,421.5,0,0,0,1,2,1.5,NA,NA,NA,6.04381977744191
"14997","thesoundofnat",5,1.66666666666667,1.33333333333333,1,1657,5067,2307,2792.71428571429,2079,2839,2377.14285714286,1,1,1,NA,NA,NA,7.93476926415481
"14998","thespareoom",6,3,1.16666666666667,1,239,1699,1217.5,1051.75,1070,724,1461.125,1,1,1,NA,NA,NA,6.95821072247063
"14999","TheSpiritsDemise",1,1,1,1,115,115,115,115,0,0,0,1,1,1,NA,NA,NA,4.74493212836325
"15000","TheSquishCloud",2,2,2,1,702,2270,1486,1486,22991,4563,13777,1,12,6.5,NA,NA,NA,7.3038432252777
"15001","TheStageManager",8,8,1.33333333333333,1,599,12889,1965.5,3893.83333333333,1037,767,2967.08333333333,1,3,1.16666666666667,NA,NA,NA,8.2671493841259
"15002","thestaremaster",1,1,1,1,1043,1043,1043,1043,410,410,410,1,1,1,NA,NA,NA,6.94985645500077
"15003","thestarsaretalking (orphan_account)",1,1,1,1,1046,1046,1046,1046,4004,4004,4004,1,1,1,NA,NA,NA,6.95272864462487
"15004","TheStarsMyDestination",1,1,1,1,335,335,335,335,2053,2053,2053,2,2,2,NA,NA,NA,5.81413053182507
"15005","TheStingingFish",7,3.5,1.25,1,281,1460,1120,1014.5,1098,972,1438.75,1,2,1.125,NA,NA,NA,6.92215115926587
"15006","Thestruggleismelon",25,5,1.56666666666667,1.025,248,2877,1129,1244,1012,720,1654.09375,1,2,1.0625,"Padmé Amidala/Anakin SkywalkerPadmé Amidala","Anakin Skywalker","Luke Skywalkernan",7.12608727329912
"15007","thesummerstorms",5,1,1,1,262,1212,737.5,716,1167,887,1322.5,1,8,1.875,NA,NA,NA,6.57368016696065
"15008","TheSunRisesAnew",8,8,1.33333333333333,1,253,2799,953,1251.55555555556,10303,8822,11990.4444444444,1,4,1.44444444444444,NA,NA,NA,7.13214250106161
"15009","thesunwillshineclear",2,2,1,1,96,541,318.5,318.5,351,751,551,1,1,1,NA,NA,NA,5.76362247501222
"15010","TheSWFan",1,1,1,1,622,622,622,622,2053,2053,2053,1,1,1,NA,NA,NA,6.43294009273918
"15011","TheTalkingPeanut",1,1,1,1,119,119,119,119,1128,1128,1128,1,1,1,NA,NA,NA,4.77912349311153
"15012","thetamehistorian",3,1,1,1,884,9043,3580,4502.33333333333,1866,7638,3961.66666666667,1,1,1,"Din Djarin & Bo-Katan KryzeDin Djarin","Bo-Katan Kryze","Grogu",8.41235105989265
"15013","TheTenthSunrise",2,2,2,1,826,1912,1369,1369,2197,2911,2554,1,3,2,NA,NA,NA,7.22183582528845
"15014","thethingaboutlove",1,1,1,1,308,308,308,308,1538,1538,1538,1,1,1,NA,NA,NA,5.73009978297357
"15015","TheTigTigger",1,1,1,1,3190,3190,3190,3190,802,802,802,1,1,1,NA,NA,NA,8.06777619577889
"15016","TheTimelessChild0",2,1,1,1,447,470,458.5,458.5,1078,492,785,1,1,1,NA,NA,NA,6.12796029169652
"15017","thetorontokid",6,3,1.16666666666667,1,305,5523,1659.5,2073.16666666667,1740,558,2204.83333333333,1,2,1.16666666666667,NA,NA,NA,7.63683250798191
"15018","thetransgirlwhoneverwas",2,2,2,1,83,379,231,231,1526,2805,2165.5,1,2,1.5,NA,NA,NA,5.44241771052179
"15019","TheTrashiverse",1,1,1,1,716,716,716,716,1641,1641,1641,1,1,1,NA,NA,NA,6.57368016696065
"15020","thetrueliesofafangirl",1,1,1,1,1125,1125,1125,1125,1591,1591,1591,5,5,5,NA,NA,NA,7.02553831463852
"15021","TheTruthBetween",2,2,1,1,142,491,316.5,316.5,527,645,586,1,1,1,NA,NA,NA,5.75732324158423
"15022","Thetrystingtree",1,1,1,1,140,140,140,140,1105,1105,1105,1,1,1,NA,NA,NA,4.9416424226093
"15023","TheUchihaShadow",1,1,1,1,221,221,221,221,1113,1113,1113,3,3,3,NA,NA,NA,5.39816270151775
"15024","theunacknowledged",3,1,1,1,867,11810,3595,5424,19227,6441,9314.33333333333,1,6,2.66666666666667,"Din Djarin & Grogu","Baby YodaDin Djarin","Grogu",8.59858882962023
"15025","theunchartedgalaxies",1,1,1,1,413,413,413,413,1147,1147,1147,1,1,1,NA,NA,NA,6.02344759296103
"15026","thevalesofanduin",10,3.33333333333333,1.22222222222222,1,92,2733,754,875.1,1502,594,2308.8,1,1,1,NA,NA,NA,6.77433816554179
"15027","thevictorianghost",1,1,1,1,921,921,921,921,41257,41257,41257,14,14,14,NA,NA,NA,6.82546003625531
"15028","Thevoidbetweenus",1,1,1,1,87,87,87,87,2564,2564,2564,1,1,1,NA,NA,NA,4.46590811865458
"15029","thevwchu",1,1,1,1,1727,1727,1727,1727,10186,10186,10186,8,8,8,NA,NA,NA,7.45414107814668
"15030","TheW0rldAsSeenInBaybayin",1,1,1,1,122,122,122,122,723,723,723,1,1,1,NA,NA,NA,4.80402104473326
"15031","thewalkingkylo",1,1,1,1,293,293,293,293,1054,1054,1054,1,1,1,NA,NA,NA,5.68017260901707
"15032","thewayofthemandalorian",1,1,1,1,1530,1530,1530,1530,1862,1862,1862,1,1,1,NA,NA,NA,7.33302301438648
"15033","thewayofthetrashcompactor (BriarLily)",4,1,1,1,709,3393,1600,1825.5,1174,7405,2898,1,5,2.25,NA,NA,NA,7.50960920109569
"15034","thewaywardwriter",6,1.5,1,1,33,441,115.5,173.666666666667,1001,794,619.833333333333,1,1,1,NA,NA,NA,5.15713775308526
"15035","TheWeaselKing",1,1,1,1,235,235,235,235,6508,6508,6508,1,1,1,NA,NA,NA,5.45958551414416
"15036","theweddingofthefoxes",10,2,1.2,1,450,2010,779.5,966.142857142857,1057,988,1209.78571428571,1,2,1.07142857142857,NA,NA,NA,6.87331170851963
"15037","thewickedverkaiking",2,2,1,1,66,609,324,333,1043,900,826.666666666667,1,1,1,NA,NA,NA,5.80814248998044
"15038","thewightknight",55,9.16666666666667,1.43915343915344,1.01041666666667,53,4558,892,1069.76623376623,1015,970,1832.09090909091,1,9,1.28571428571429,NA,NA,NA,6.97519543047155
"15039","TheWillowBends",2,1,1,1,317,330,323.5,323.5,416,979,697.5,1,1,1,NA,NA,NA,5.77919911394096
"15040","TheWitchBoy",1,1,1,1,58,58,58,58,1502,1502,1502,1,1,1,NA,NA,NA,4.06044301054642
"15041","TheWolfInSheepsWool",1,1,1,1,947,947,947,947,225,225,225,1,1,1,NA,NA,NA,6.85329909318608
"15042","TheWordsMagician",1,1,1,1,120,120,120,120,522,522,522,1,1,1,NA,NA,NA,4.78749174278205
"15043","TheWriterinBeskar",2,2,2,1,529,1089,809,809,2066,4933,3499.5,1,1,1,NA,NA,NA,6.69579891705849
"15044","thewritingchip",1,1,1,1,1697,1697,1697,1697,1043,1043,1043,1,1,1,NA,NA,NA,7.43661726523423
"15045","thewritingpuss",1,1,1,1,850,850,850,850,2734,2734,2734,1,1,1,NA,NA,NA,6.74523634948436
"15046","theyareneversatisfied",1,1,1,1,746,746,746,746,1105,1105,1105,1,1,1,NA,NA,NA,6.61472560020376
"15047","theycallme_ook",1,1,1,1,162,162,162,162,405,405,405,1,1,1,NA,NA,NA,5.08759633523238
"15048","theycallmesuperboy",4,2,1.25,1,981,7988,2180.5,3332.5,14212,2381,10371,1,1,1,NA,NA,NA,8.11147805205286
"15049","Theyna_Shipper",1,1,1,1,2932,2932,2932,2932,17417,17417,17417,15,15,15,NA,NA,NA,7.98344006300654
"15050","theyoungestpadawan",1,1,1,1,302,302,302,302,849,849,849,1,1,1,NA,NA,NA,5.71042701737487
"15051","TheZ1337",1,1,1,1,3586,3586,3586,3586,1988,1988,1988,1,1,1,NA,NA,NA,8.18479265416508
"15052","thiefless",1,1,1,1,2249,2249,2249,2249,887,887,887,1,1,1,NA,NA,NA,7.71824095195932
"15053","thighloren",1,1,1,1,335,335,335,335,2633,2633,2633,1,1,1,NA,NA,NA,5.81413053182507
"15054","Thimblerig",1,1,1,1,65,65,65,65,94,94,94,1,1,1,NA,NA,NA,4.17438726989564
"15055","thingswithwings",1,1,1,1,7975,7975,7975,7975,16,16,16,1,1,1,NA,NA,NA,8.98406692765304
"15056","thinkatory",4,2,1,1,46,1158,663,632.5,2366,9613,5333.75,1,1,1,NA,NA,NA,6.44968022060168
"15057","Thinker90",4,2,1,1,70,1305,607,647.25,122,403,319.25,1,1,1,NA,NA,NA,6.47273261863165
"15058","ThinkingofWordstoWrite",1,1,1,1,1135,1135,1135,1135,108,108,108,1,1,1,NA,NA,NA,7.0343879299155
"15059","third_charm",1,1,1,1,1010,1010,1010,1010,8077,8077,8077,6,6,6,NA,NA,NA,6.9177056098353
"15060","ThirdActLove",2,1,1,1,973,1324,1148.5,1148.5,1561,922,1241.5,1,1,1,NA,NA,NA,7.04621202212915
"15061","Thired (Harke)",1,1,1,1,34,34,34,34,712,712,712,1,1,1,NA,NA,NA,3.52636052461616
"15062","thirstaidkit",1,1,1,1,87,87,87,87,443,443,443,1,1,1,NA,NA,NA,4.46590811865458
"15063","thirsty4percy",1,1,1,1,336,336,336,336,558,558,558,1,1,1,NA,NA,NA,5.8171111599632
"15064","ThirstyForRed",2,2,1,1,344,534,439,439,2334,482,1408,1,2,1.5,NA,NA,NA,6.08449941307517
"15065","ThirteenGreen",1,1,1,1,166,166,166,166,30707,30707,30707,8,8,8,NA,NA,NA,5.11198778835654
"15066","thirteenmyspacegirl",3,3,1,1,65,521,142.5,217.75,1535,3225,2207,1,3,1.5,NA,NA,NA,5.38334761573261
"15067","ThirteenthMouse6572",11,11,1.83333333333333,1,411,5909,1162,2144.23076923077,1081,863,1078.84615384615,1,1,1,NA,NA,NA,7.67053615130088
"15068","thirties (CharlesAndCo)",2,2,1,2,116,6837,3476.5,3476.5,12760,3451,8105.5,1,7,4,"Anakin Skywalker","Qui-Gon Jinn","Alternate Universe - Canon Divergence",8.15378131953907
"15069","This_world_of_beautiful_monsters",2,2,1,1,253,2674,1463.5,1463.5,1217,1561,1389,1,1,1,NA,NA,NA,7.28858610613194
"15070","thisbluespirit",9,1.8,1.13333333333333,1,75,969,410,502.333333333333,1340,6846,2260.77777777778,1,1,1,NA,NA,NA,6.21926390995838
"15071","ThisDude",1,1,1,1,17,17,17,17,81,81,81,1,1,1,NA,NA,NA,2.83321334405622
"15072","Thisisboring",1,1,1,1,1333,1333,1333,1333,5159,5159,5159,6,6,6,NA,NA,NA,7.19518732017871
"15073","ThisIsMaika",5,2.5,1.25,1,292,5138,1172,2061.8,1907,656,1420.6,1,1,1,NA,NA,NA,7.63133466666228
"15074","thisisnotthepseudyourelookingfor",7,1.75,1.75,1,53,1484,312,423.25,1135,944,1897.5,1,1,1,"Boba Fett & Luke Skywalker","Boba Fett & Beru Whitesun & Owen Lars","Owen Lars & Luke Skywalker & Beru WhitesunBoba Fett",6.04796302101324
"15075","Thisistheend",1,1,1,1,119,119,119,119,2788,2788,2788,1,1,1,"Din Djarin & Grogu","Baby YodaDin Djarin","Grogu",4.77912349311153
"15076","thisiswherethefishlives",2,2,2,1,3769,5844,4806.5,4806.5,2758,3759,3258.5,1,1,1,NA,NA,NA,8.47772444750587
"15077","ThisLiminalSpace",2,1,1,1,317,2060,1188.5,1188.5,1845,378,1111.5,1,1,1,NA,NA,NA,7.08044728680025
"15078","thisloveisallconsuming",1,1,1,1,3946,3946,3946,3946,13341,13341,13341,10,10,10,NA,NA,NA,8.28045768658256
"15079","thisonestargazer",1,1,1,1,162,162,162,162,1028,1028,1028,1,1,1,NA,NA,NA,5.08759633523238
"15080","ThisPolarNoise",1,1,1,1,752,752,752,752,571,571,571,1,1,1,NA,NA,NA,6.62273632394984
"15081","Thistlerose",12,4,1.11111111111111,1,282,5587,809,1419.38461538462,1072,890,1095,1,1,1,NA,NA,NA,7.25797868721618
"15082","tholomuwu",1,1,1,1,7700,7700,7700,7700,7628,7628,7628,7,7,7,NA,NA,NA,8.94897560784178
"15083","Thor_of_Asgard",1,1,1,1,68,68,68,68,72,72,72,1,1,1,NA,NA,NA,4.21950770517611
"15084","Thornapple",2,1,1,1,257,717,487,487,1303,903,1103,1,1,1,NA,NA,NA,6.18826412308259
"15085","thortillaa",1,1,1,1,1183,1183,1183,1183,18102,18102,18102,7,7,7,NA,NA,NA,7.07580886397839
"15086","thosefarplaces",1,1,1,1,319,319,319,319,721,721,721,1,1,1,NA,NA,NA,5.76519110278484
"15087","thoseindarkness",1,1,1,1,748,748,748,748,5070,5070,5070,1,1,1,NA,NA,NA,6.61740297797448
"15088","thosewhowanderwithfire",9,4.5,1.2,1,71,16064,832,2489.33333333333,1222,703,4652.66666666667,1,5,3.44444444444444,"nanDepa Billaba","Obi-Wan Kenobi","Anakin Skywalker",7.8197702159935
"15089","ThoughtfulFangirl",1,1,1,1,111,111,111,111,3430,3430,3430,5,5,5,NA,NA,NA,4.70953020131233
"15090","thoughtsappear",1,1,1,1,1864,1864,1864,1864,2430,2430,2430,1,1,1,NA,NA,NA,7.53047999524554
"15091","Thousand_elf",3,1.5,1,1,248,559,296,367.666666666667,1771,648,1515.33333333333,1,1,1,NA,NA,NA,5.90717673058539
"15092","Thousandsmiles",3,1,1,1,200,5092,806,2032.66666666667,11423,598,4178.33333333333,1,12,4.66666666666667,"Baby Yoda & The Mandalorian (The Mandalorian TV)Baby Yoda (The Mandalorian TV)","Din Djarin","Stephanie Brown",7.61710383888009
"15093","thousandsuns23",1,1,1,1,909,909,909,909,1379,1379,1379,1,1,1,NA,NA,NA,6.81234509417748
"15094","thraenthraen",1,1,1,1,284,284,284,284,964,964,964,1,1,1,NA,NA,NA,5.64897423816121
"15095","Thranduil Oropherion Redux (erynlasgalen1949)",1,1,1,1,552,552,552,552,5249,5249,5249,1,1,1,NA,NA,NA,6.31354804627709
"15096","Thrawn",1,1,1,1,113,113,113,113,3164,3164,3164,1,1,1,NA,NA,NA,4.72738781871234
"15097","Thrawn4emp",1,1,1,1,887,887,887,887,2651,2651,2651,1,1,1,NA,NA,NA,6.78784498230958
"15098","ThrawnaDelRey",1,1,1,1,58,58,58,58,783,783,783,1,1,1,NA,NA,NA,4.06044301054642
"15099","thrawnlife (draculard)",28,7,1.55,1.015625,4,1312,246,343.632653061225,1005,997,1599.22448979592,1,1,1,NA,NA,NA,5.83957321778698
"15100","ThrawnOfHope",4,1.33333333333333,1,1,134,8106,384,2003.2,2620,533,821.4,1,1,1,NA,NA,NA,7.60250118090578
"15101","thrawnsromcom",1,1,1,1,409,409,409,409,0,0,0,1,1,1,NA,NA,NA,6.0137151560428
"15102","threadofgrace (phoenix_and_the_ash)",2,2,1,1,258,305,281.5,281.5,1550,7885,4717.5,1,1,1,NA,NA,NA,5.64013244757975
"15103","ThreadSketchier",2,1,1,1,489,1505,997,997,1407,4023,2715,1,1,1,NA,NA,NA,6.90475076996184
"15104","Threebea O (ThreeBea)",12,4,1.66666666666667,1,136,80037,1558.5,10950.6428571429,1157,863,12008.2857142857,1,25,3.78571428571429,"CT-7567","Anakin Skywalker","CC-2224",9.30115344193625
"15105","ThreeBeetsToTheWind",1,1,1,1,281,281,281,281,554,554,554,1,1,1,NA,NA,NA,5.63835466933375
"15106","threekisses",1,1,1,1,2674,2674,2674,2674,2548,2548,2548,1,1,1,NA,NA,NA,7.89133075766189
"15107","ThreeTailedFox",1,1,1,1,248,248,248,248,1113,1113,1113,1,1,1,NA,NA,NA,5.51342874616498
"15108","thriceandonce (sylvaine)",1,1,1,1,135,269,202,202,19,19,19,1,1,1,NA,NA,NA,5.30826769740121
"15109","thriftstoreteacup",11,2.75,1,1,28,683,260,348.727272727273,100,865,859.909090909091,1,1,1,NA,NA,NA,5.85429016320496
"15110","thtdrm",1,1,1,1,590,590,590,590,2903,2903,2903,1,1,1,"Kylo Ren","Rey/Ben Solo","Rey/Ben Solo",6.38012253689976
"15111","Thunder_and_Tea",13,4.33333333333333,1.0952380952381,1,220,49989,1375,7710.33333333333,12770,8950,9330.71428571429,1,6,2.85714285714286,"Obi-Wan Kenobi & Quinlan Vos","Dooku & Obi-Wan Kenobi","Dooku/Jocasta Nu",8.95031669951819
"15112","ThunderDomeJM",1,1,1,1,54,54,54,54,1364,1364,1364,1,1,1,NA,NA,NA,3.98898404656427
"15113","ThunderStag",2,1,1,1,303,2210,1256.5,1256.5,1107,3735,2421,1,1,1,NA,NA,NA,7.13608535698365
"15114","Thuriel",1,1,1,1,3207,3207,3207,3207,49877,49877,49877,18,18,18,NA,NA,NA,8.07309119969315
"15115","TiamatsChild",7,3.5,1.25,1,109,2273,493,744.142857142857,1149,983,1015.42857142857,1,1,1,NA,NA,NA,6.61223302868988
"15116","tianjin",1,1,1,1,591,591,591,591,1354,1354,1354,1,1,1,NA,NA,NA,6.3818160174061
"15117","TIANSHU",1,1,1,1,409,409,409,409,2077,2077,2077,1,1,1,NA,NA,NA,6.0137151560428
"15118","tiarnanabhfainni",1,1,1,1,239,239,239,239,4190,4190,4190,2,2,2,NA,NA,NA,5.47646355193151
"15119","Ticklesivory",1,1,1,1,225,225,225,225,4601,4601,4601,1,1,1,NA,NA,NA,5.41610040220442
"15120","tico (pining)",1,1,1,1,1422,1422,1422,1422,1041,1041,1041,1,1,1,NA,NA,NA,7.25981961036319
"15121","tidal (orphan_account)",1,1,1,1,48,48,48,48,1501,1501,1501,1,1,1,NA,NA,NA,3.87120101090789
"15122","tiend",6,6,2,1,296,10371,628,2086.71428571429,1891,9602,2931.42857142857,1,3,1.28571428571429,NA,NA,NA,7.6433459957955
"15123","Tierna",1,1,1,1,278,278,278,278,653,653,653,1,1,1,NA,NA,NA,5.62762111369064
"15124","TiesThatBind1899",1,1,1,1,363,363,363,363,5507,5507,5507,1,1,1,NA,NA,NA,5.89440283426485
"15125","TiffanyF",1,1,1,1,637,637,637,637,956,956,956,1,1,1,NA,NA,NA,6.45676965557216
"15126","tiffdawg",1,1,1,1,633,633,633,633,576,576,576,1,1,1,NA,NA,NA,6.45047042214418
"15127","Tiger_Gray",1,1,1,1,118,118,118,118,1282,1282,1282,1,1,1,NA,NA,NA,4.77068462446567
"15128","Tiger_Princess_19",1,1,1,1,143,143,143,143,680,680,680,1,1,1,NA,NA,NA,4.96284463025991
"15129","tigerchild",2,2,1,1,919,1588,1253.5,1253.5,1303,3273,2288,10,5,7.5,NA,NA,NA,7.13369491759835
"15130","TigerDragon",1,1,1,1,470,470,470,470,2501,2501,2501,1,1,1,NA,NA,NA,6.1527326947041
"15131","tigereyes45",7,1.75,1.125,1,434,2755,1213.5,1155.5,1075,988,1606.3,1,1,1,NA,NA,NA,7.05228842971444
"15132","TigerKat",1,1,1,1,181,181,181,181,1273,1273,1273,1,1,1,NA,NA,NA,5.19849703126583
"15133","tigerlady (shetiger)",1,1,1,1,262,262,262,262,1357,1357,1357,1,1,1,NA,NA,NA,5.5683445037611
"15134","tigerlilycorinne",1,1,1,1,3776,3776,3776,3776,5994,5994,5994,1,1,1,NA,NA,NA,8.23642052726539
"15135","tigersharktimes",2,1,1,1,725,732,728.5,728.5,100,1170,635,1,1,1,NA,NA,NA,6.59098762563526
"15136","TigerTheSpahget",5,5,1.25,1,37,659,378,380.2,1097,908,3249,1,5,2.6,NA,NA,NA,5.94069743005433
"15137","tigragrece",2,2,2,1,42,240,161,147.666666666667,117,170,136.666666666667,1,1,1,NA,NA,NA,4.99495748137703
"15138","tigress",1,1,1,1,435,435,435,435,677,677,677,1,1,1,NA,NA,NA,6.07534603108868
"15139","tigriswolf",2,1,1,1,1540,9028,5284,5284,18728,460,9594,1,25,13,NA,NA,NA,8.57243866564222
"15140","TigStripe",4,4,4,1,576,1308,634.5,788.25,3574,5074,2382.25,1,1,1,NA,NA,NA,6.66981529842517
"15141","tilchapterthree",1,1,1,1,1277,1277,1277,1277,1455,1455,1455,1,1,1,NA,NA,NA,7.15226885603254
"15142","tildarcta",6,3,1,1,129,1250,629.5,708.5,11903,987,4098.33333333333,1,6,1.83333333333333,NA,NA,NA,6.56315005913074
"15143","TillTheStarsCrumble",2,2,1,1,15,21,18,18,100,424,262,1,1,1,"nanPoe DameronCanon Compliant","his ship exploded...is this not at all concerning to him?","seems like it should be so here is me writing about it xD",2.89037175789616
"15144","tilltonightdouspart",1,1,1,1,96,96,96,96,1507,1507,1507,2,2,2,NA,NA,NA,4.56434819146784
"15145","tillwinter",1,1,1,1,865,865,865,865,1904,1904,1904,1,1,1,NA,NA,NA,6.76272950693188
"15146","tillysaysfuck",1,1,1,1,1339,1339,1339,1339,2502,2502,2502,1,1,1,NA,NA,NA,7.19967834569117
"15147","tilthendoftheline (orphan_account)",1,1,1,1,2612,2612,2612,2612,747,747,747,1,1,1,NA,NA,NA,7.86787149039632
"15148","timeladyleo",1,1,1,1,438,438,438,438,6636,6636,6636,4,4,4,NA,NA,NA,6.08221891037645
"15149","timelocked",1,1,1,1,929,929,929,929,11768,11768,11768,1,1,1,NA,NA,NA,6.83410873881384
"15150","TimeLord2000",1,1,1,1,194,194,194,194,1952,1952,1952,1,1,1,NA,NA,NA,5.26785815906333
"15151","timelordofrassilon",1,1,1,1,5608,5608,5608,5608,1636,1636,1636,1,1,1,NA,NA,NA,8.63194942871443
"15152","Timemidae",3,1,1,1,178,733,239,383.333333333333,210,326,284,1,1,1,NA,NA,NA,5.94890493268919
"15153","timetoboldlygo",3,1.5,1,1,108,1827,391,520.125,1312,8411,3843.875,1,7,3,NA,NA,NA,6.25406916730311
"15154","timetoucheseternity",2,1,1,1,743,1910,1326.5,1326.5,2657,592,1624.5,1,1,1,NA,NA,NA,7.19029917357779
"15155","Tinawins",1,1,1,1,98,98,98,98,4924,4924,4924,1,1,1,NA,NA,NA,4.58496747867057
"15156","tinaz",1,1,1,1,3446,3446,3446,3446,6578,6578,6578,1,1,1,NA,NA,NA,8.14496941708788
"15157","TinCanTelephone",35,8.75,1.36071428571429,1.01388888888889,749,5601,1668,1893.74358974359,1070,997,3835.97435897436,1,6,1.25641025641026,NA,NA,NA,7.54631088429807
"15158","tinderbox210",1,1,1,1,396,396,396,396,5218,5218,5218,1,1,1,NA,NA,NA,5.98141421125448
"15159","tinkeringhiccup",1,1,1,1,1187,1187,1187,1187,13516,13516,13516,4,4,4,NA,NA,NA,7.07918439460967
"15160","tinokravitz",3,3,1,1,1556,4928,3907,3463.66666666667,3092,5196,3982.66666666667,2,5,3,NA,NA,NA,8.15008303718454
"15161","Tinq",1,1,1,1,1226,1226,1226,1226,4054,4054,4054,2,2,2,NA,NA,NA,7.11151211649616
"15162","TintagelCastle (orphan_account)",1,1,1,1,3240,3240,3240,3240,3405,3405,3405,1,1,1,NA,NA,NA,8.08332860878638
"15163","Tinumbra",1,1,1,1,53,138,63,80.5,1042,94,297.833333333333,1,1,1,NA,NA,NA,4.38825718442452
"15164","Tiny_Coryne",3,1.5,1,1,81,193,108,127.333333333333,1917,3962,2619.33333333333,1,1,1,"CT-7567","Rex/Original Female Character(s)","Forbidden Love",4.84680831993846
"15165","Tiny_Dragongirl",2,2,1,1,124,336,230,230,3625,388,2006.5,1,1,1,NA,NA,NA,5.4380793089232
"15166","tiny_dreamer",1,1,1,1,47,47,47,47,2750,2750,2750,1,1,1,NA,NA,NA,3.85014760171006
"15167","Tiny_Teddy_Bear",1,1,1,1,783,783,783,783,619,619,619,1,1,1,NA,NA,NA,6.6631326959908
"15168","TinyBat",1,1,1,1,3345,3345,3345,3345,1470,1470,1470,1,1,1,NA,NA,NA,8.11522197256233
"15169","tinybeep",3,3,1.5,1,164,972,244,443.2,10028,2931,4023.2,1,8,2.4,NA,NA,NA,6.09402113543307
"15170","tinybensolo",2,1,1,1,1865,5524,3694.5,3694.5,2770,2855,2812.5,1,1,1,NA,NA,NA,8.2146005062287
"15171","TinyButFierce",3,1.5,1,1,360,26186,21056,15867.3333333333,10632,414,7713.33333333333,1,6,4,NA,NA,NA,9.67201776747544
"15172","tinyfirefly",2,2,2,1,64,351,207.5,207.5,1074,440,757,1,1,1,NA,NA,NA,5.33513133967075
"15173","TinyFox_2",1,1,1,1,577,577,577,577,1356,1356,1356,1,1,1,NA,NA,NA,6.3578422665081
"15174","TinyFrostGiant",3,1,1,1,17,418,26,153.666666666667,2029,3959,2985.66666666667,1,1,1,NA,NA,NA,5.03478575432854
"15175","tinyfuriosa",1,1,1,1,1426,1426,1426,1426,696,696,696,1,1,1,NA,NA,NA,7.26262860097424
"15176","TinyLoves",2,2,1,1,161,871,298.5,407.25,3310,970,2226.5,1,1,1,NA,NA,NA,6.00942724748215
"15177","tinyphrases",1,1,1,1,486,486,486,486,807,807,807,1,1,1,NA,NA,NA,6.18620862390049
"15178","tinypinkmouse_podfics (tinypinkmouse)",2,1,1,1,143,837,270,416.666666666667,11,14,13,1,1,1,NA,NA,NA,6.03228654162824
"15179","TinyRaptorz (orphan_account)",1,1,1,1,86,86,86,86,2439,2439,2439,1,1,1,NA,NA,NA,4.45434729625351
"15180","tinyvoices",1,1,1,1,1152,1152,1152,1152,4255,4255,4255,3,3,3,NA,NA,NA,7.04925484125584
"15181","Tipsy_Kitty",1,1,1,1,220,220,220,220,13,13,13,1,1,1,NA,NA,NA,5.39362754635236
"15182","TipsyEpsy",3,3,1,1,189,806,192,395.666666666667,1794,8625,3678,1,4,2,NA,NA,NA,5.98057210594156
